Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
FirebirdExpressionTranslator,0,1,0,0,1,12,2,0,1,0,3,1
FirebirdSqlProvider,0,11,2,0,6,77,11,0,1,0,2,1
FirebirdVendor,1,3,2,0,1,136,14,0,1,1,6,0
IngresSqlProvider,0,10,0,0,6,58,11,0,1,0,3,1
IngresVendor,1,7,2,0,1,176,26,0,1,1,7,0
MySqlSqlProvider,0,4,2,0,2,39,6,0,1,0,1,1
MySqlVendor,1,4,2,0,2,215,22,0,1,0.75,10,0
OracleSqlProvider,2,16,0,0,6,92,16,0,1,0.91,2,1
OracleVendor,1,3,4,0,3,52,5,0,1,1,2,0
PgsqlSqlProvider,1,8,0,1,3,134,12,0,1,0,1,1
PgsqlVendor,0,0,0,0,0,5,0,0,1,0,0,0
PostgreSqlVendor,1,5,2,0,1,159,16,1,1,1,7,0
DataCommand,0,1,0,0,1,27,11,0,0,0,0,0
SqliteDataContext,0,1,0,0,1,18,1,0,1,0,0,0
SqliteSchemaLoader,0,2,0,0,0,23,2,0,0,0,1,0
SqliteSqlProvider,0,6,0,0,2,29,6,0,1,0,1,1
SqliteVendor,1,3,2,0,1,138,14,0,1,1,7,0
SqlServerExpressionTranslator,0,1,0,0,1,12,2,0,1,0,3,1
SqlServerSqlProvider,1,25,2,1,10,239,30,0,1,0,5,1
SqlServerTypeConversions,1,2,0,0,1,45,7,0,0,0,0,0
SqlServerVendor,1,3,2,0,2,72,7,0,1,1,4,0
ChangeAction,0,0,0,0,0,7,0,0,0,0,0,11
ChangeSet,0,2,3,0,1,46,2,0,0,0,0,1
DataContext,10,64,20,0,25,1024,176,1,0,0.99,40,25
DataLoadOptions,2,8,0,0,6,97,17,0,0,0.69,3,0
DBLinqExtendedAttribute,0,1,0,0,1,7,1,0,0,0,0,0
EntitySet,9,30,14,0,16,457,49,0,0,0.91,1,8
IExecuteResult,0,1,1,0,0,7,1,0,0,0,0,2
ITable,0,11,2,0,0,79,11,1,0,0,0,2
RefreshMode,0,0,0,0,0,6,0,0,0,0,0,5
Table,1,33,6,0,14,269,52,0,1,0.85,2,5
Binary,1,6,1,0,6,64,11,0,0,0.17,0,10
ChangeConflictCollection,0,11,4,0,7,86,11,0,0,0,2,0
ChangeConflictException,0,3,0,0,3,12,3,0,0,0,0,0
CompiledQuery,0,5,1,0,4,32,5,0,0,0,0,0
ConflictMode,0,0,0,0,0,5,0,0,0,0,0,2
DBConvert,0,2,0,0,2,13,2,0,0,0,0,0
DuplicateKeyException,1,3,1,0,3,19,3,0,0,1,0,2
EntityRef,3,3,2,0,3,51,4,0,0,0.22,0,6
ForeignKeyReferenceAlreadyHasValueException,0,3,0,0,3,12,3,0,0,0,0,4
IFunctionResult,0,0,1,0,0,6,0,2,0,0,0,0
IMultipleResults,0,1,0,0,0,4,1,0,1,0,0,0
ISingleResult,0,0,0,0,0,3,0,0,1,0,0,0
Link,0,3,3,0,3,39,3,0,0,0,0,0
MemberChangeConflict,0,3,6,0,2,52,3,0,0,0,1,0
ModifiedMemberInfo,0,0,3,0,0,21,0,0,0,0,0,0
ObjectChangeConflict,0,4,4,0,3,45,4,0,0,0,1,1
IDatabaseContext,0,6,3,0,0,62,6,1,0,0,0,1
ITransactionalCommand,0,1,1,0,0,21,1,1,0,0,0,4
DatabaseConnection,2,2,0,0,2,36,11,0,0,0,0,1
DatabaseContext,4,14,4,0,10,187,27,0,1,0.79,2,1
TransactionalCommand,4,3,1,0,3,62,6,0,1,0.33,1,1
IdentityKey,1,4,2,0,4,86,7,0,0,0.25,1,5
IIdentityProvider,0,1,0,0,0,11,1,0,0,0,0,2
IIdentityReader,0,1,0,0,0,15,1,2,0,0,0,1
IIdentityReaderFactory,0,1,0,0,0,13,1,1,0,0,1,1
IdentityProviderReader,0,1,0,0,1,15,1,0,1,0,1,1
IdentityReader,2,2,0,0,2,39,6,0,1,0,3,1
IdentityReaderFactory,0,1,0,0,1,19,1,0,1,0,4,0
IMemberModificationHandler,0,7,0,0,0,55,7,1,0,0,1,1
IVendorProvider,0,1,0,0,0,9,1,1,0,0,0,1
DisabledEntityTracker,1,7,0,0,7,63,7,0,1,0,2,0
EntityState,0,0,0,0,0,18,0,0,0,0,0,3
EntityTrack,0,1,3,0,1,37,1,0,0,0,1,3
EntityTracker,2,8,0,0,7,173,49,0,1,0.44,4,0
IEntityTracker,0,7,0,0,0,44,7,2,0,0,1,1
MemberModificationHandler,3,27,0,0,7,390,54,0,1,0.76,3,1
QueryProvider,0,1,2,0,1,30,1,0,0,0,0,3
VendorProvider,1,1,0,0,1,36,1,0,1,0,2,0
AttributedAbstractMetaDataMember,5,2,14,0,1,93,4,2,1,0.9,4,0
AttributedAssociationMetaDataMember,2,2,11,0,2,69,2,0,2,1,3,1
AttributedColumnMetaDataMember,1,1,11,0,1,66,2,0,2,1,2,0
AttributedMetaAssociation,7,3,13,0,1,148,7,0,1,1,4,1
AttributedMetaFunction,2,1,9,0,1,56,1,0,1,1,1,1
AttributedMetaModel,4,8,4,0,6,179,19,0,1,0.72,9,1
AttributedMetaTable,4,1,6,0,1,51,2,0,1,1,3,1
AttributedMetaType,8,6,27,0,3,224,10,0,1,1,6,2
LambdaMetaAccessor,0,2,0,0,1,58,18,0,0,0,2,1
MappingContext,0,3,0,0,3,52,6,0,0,0,0,3
AttributeMappingSource,0,1,0,0,0,8,1,0,1,0,1,1
XmlMappingSource,1,6,0,0,4,1207,6,0,1,0.67,0,0
AssociationAttribute,0,0,6,0,0,28,0,0,1,0,0,10
AutoSync,0,0,0,0,0,8,0,0,0,0,0,3
ColumnAttribute,0,1,9,0,1,44,1,0,1,0,0,11
DataAttribute,0,0,2,0,0,11,0,2,0,0,0,2
DatabaseAttribute,0,0,1,0,0,8,0,0,0,0,0,2
FunctionAttribute,0,0,2,0,0,12,0,0,0,0,0,4
InheritanceMappingAttribute,0,0,3,0,0,16,0,0,0,0,0,0
MappingSource,1,2,0,0,1,14,3,4,0,0.5,1,6
MetaAccessor,0,5,1,0,5,23,5,0,0,0,0,4
MetaAssociation,0,0,13,0,0,42,0,2,0,0,0,10
MetaDataMember,0,1,25,0,1,79,1,2,0,0,1,23
MetaFunction,0,0,9,0,0,30,0,2,0,0,0,5
MetaModel,0,5,4,0,5,20,5,2,0,0,0,7
MetaParameter,0,0,5,0,0,18,0,0,0,0,0,0
MetaTable,0,0,6,0,0,21,0,2,0,0,0,11
MetaType,0,3,27,0,3,87,3,2,0,0,0,15
ParameterAttribute,0,0,2,0,0,12,0,0,0,0,0,12
ProviderAttribute,1,2,1,0,2,19,3,0,0,1,0,0
ResultTypeAttribute,1,1,1,0,1,16,2,0,0,1,0,0
TableAttribute,0,0,1,0,0,8,0,0,0,0,0,6
UpdateCheck,0,0,0,0,0,6,0,0,0,0,0,0
FirebirdProvider,0,0,0,0,0,9,0,0,0,0,0,0
IngresProvider,0,0,0,0,0,9,0,0,0,0,0,0
MySqlProvider,0,0,0,0,0,9,0,0,0,0,0,0
OracleProvider,0,0,0,0,0,9,0,0,0,0,0,0
PostgreSqlProvider,0,0,0,0,0,9,0,0,0,0,0,0
SqliteProvider,0,0,0,0,0,9,0,0,0,0,0,0
SqlServerProvider,0,0,0,0,0,9,0,0,0,0,0,0
SqlLiteralPart,0,1,2,0,1,42,1,0,1,0,0,4
SqlParameterPart,0,1,3,0,1,42,1,0,1,0,0,1
SqlPart,0,0,1,0,0,15,0,2,0,0,0,2
SqlStatement,2,14,1,1,13,174,17,0,0,0.64,3,18
SqlStatementBuilder,1,12,0,1,12,221,29,0,0,0.67,3,4
BuilderContext,1,10,9,0,9,181,20,0,0,0.7,6,9
DeleteQuery,0,1,0,0,1,6,1,0,1,0,3,4
DirectQuery,0,3,2,0,2,41,5,0,1,0,4,3
Error,0,1,0,0,1,11,1,0,0,0,0,14
ExpressionChain,2,7,1,0,6,63,9,0,0,0.93,0,4
ExpressionPrecedence,0,0,0,0,0,67,0,0,0,0,0,2
ExpressionQuery,0,1,3,0,1,32,1,0,0,0,1,3
ExpressionTier,0,0,0,0,0,7,0,0,0,0,0,2
IDataMapper,0,9,0,0,0,69,9,1,0,0,4,1
IDataRecordReader,0,1,0,0,0,9,1,1,0,0,0,0
IExpressionDispatcher,0,4,0,0,0,32,4,0,0,0,2,0
IExpressionLanguageParser,0,1,0,0,0,11,1,1,0,0,1,1
IExpressionOptimizer,0,1,0,0,0,12,1,1,0,0,1,0
IExpressionQualifier,0,2,0,0,0,23,2,1,0,0,0,1
IQueryCache,0,4,0,0,0,7,4,0,0,0,2,0
IPrequelAnalyzer,0,1,0,0,0,10,1,1,0,0,1,0
IQueryBuilder,0,6,0,0,0,48,6,0,0,0,2,1
IQueryRunner,0,8,0,0,0,60,8,1,0,0,5,1
ISpecialExpressionTranslator,0,1,0,0,0,9,1,1,0,0,0,0
ISqlBuilder,0,1,0,0,0,11,1,1,0,0,2,0
AbstractQuery,0,3,2,0,1,30,3,3,0,0,3,0
ParameterizedQuery,0,4,2,0,3,42,5,2,1,0,5,1
SelectQuery,0,3,3,0,3,68,6,0,1,0,5,3
QueryContext,0,1,2,0,1,19,1,0,0,0,1,7
UpsertQuery,0,1,3,0,1,30,1,0,2,0,4,4
ExpressionMutatorExtensions,0,7,0,0,6,117,12,0,0,0,4,0
ExpressionMutatorFactory,0,1,0,0,1,35,1,0,0,0,15,1
BinaryExpressionMutator,0,2,2,0,2,117,48,0,1,0,0,1
ConditionalExpressionMutator,0,2,2,0,2,22,2,0,1,0,0,1
ConstantExpressionMutator,0,2,2,0,2,20,2,0,1,0,0,1
IMemberBindingMutator,0,1,1,0,0,15,1,3,0,0,0,1
InvocationExpressionMutator,0,2,2,0,2,22,2,0,1,0,0,1
LambdaExpressionMutator,0,2,2,0,2,22,2,0,1,0,0,1
ListInitExpressionMutator,0,2,2,0,2,27,2,0,1,0,0,1
MemberAssignmentMutator,0,2,2,0,2,20,2,0,1,0,0,1
MemberBindingMutatorFactory,0,1,0,0,1,13,1,0,0,0,4,2
MemberExpressionMutator,0,2,2,0,2,24,2,0,1,0,0,1
MemberInitExpressionMutator,0,2,2,0,2,41,4,0,1,0,2,1
MemberListBindingMutator,0,2,2,0,2,31,3,0,1,0,0,1
MemberMemberBindingMutator,0,2,2,0,2,33,3,0,1,0,1,1
