Implementation smell,Namespace,Class,File,Method,Description
Long Statement,PushSharp.Core,ServiceWorker<TNotification>,C:\repos\Redth_PushSharp\PushSharp.Core\ServiceBroker.cs,Start,The length of the statement  "            }' CancelTokenSource.Token' TaskCreationOptions.LongRunning | TaskCreationOptions.DenyChildAttach' TaskScheduler.Default).Unwrap (); " is 132.
Empty Catch Block,PushSharp.Core,PushHttpClient,C:\repos\Redth_PushSharp\PushSharp.Core\PushHttpClient.cs,RequestAsync,The method has an empty catch block.
Magic Number,PushSharp.Core,ServiceBroker<TNotification>,C:\repos\Redth_PushSharp\PushSharp.Core\ServiceBroker.cs,ServiceBroker,The following statement contains a magic number: ServicePointManager.DefaultConnectionLimit = 100;
Magic Number,PushSharp.Core,ServiceBrokerConfiguration,C:\repos\Redth_PushSharp\PushSharp.Core\ServiceBrokerConfiguration.cs,ServiceBrokerConfiguration,The following statement contains a magic number: this.MaxAutoScaleChannels = 20;
Magic Number,PushSharp.Core,PushHttpClient,C:\repos\Redth_PushSharp\PushSharp.Core\PushHttpClient.cs,PushHttpClient,The following statement contains a magic number: ServicePointManager.DefaultConnectionLimit = 100;
Missing Default,PushSharp.Core,ConsoleLogger,C:\repos\Redth_PushSharp\PushSharp.Core\Log.cs,Write,The following switch statement is missing a default case: switch (level) {              case LogLevel.Info:                  Console.Out.WriteLine (d + " [INFO] " + s);                  break;              case LogLevel.Debug:                  Console.Out.WriteLine (d + " [DEBUG] " + s);                  break;              case LogLevel.Error:                  Console.Error.WriteLine (d + " [ERROR] " + s);                  break;              }
