Implementation smell,Namespace,Class,File,Method,Description
Long Statement,PushSharp.Blackberry,BlackberryHttpClient,C:\repos\Redth_PushSharp\PushSharp.Blackberry\BlackberryHttpClient.cs,PostNotification,The length of the statement  "            c.Headers.TryAddWithoutValidation("Content-Type"' "multipart/related; boundary=" + Configuration.Boundary + "; type=application/xml"); " is 134.
Long Statement,PushSharp.Blackberry,BlackberryNotification,C:\repos\Redth_PushSharp\PushSharp.Blackberry\BlackberryNotification.cs,ToPapXml,The length of the statement  "            var docType = new XDocumentType("pap"' "-//WAPFORUM//DTD PAP 2.1//EN"' "http://www.openmobilealliance.org/tech/DTD/pap_2.1.dtd"' "<?wap-pap-ver supported-versions=\"2.0\"?>"); " is 175.
Long Statement,PushSharp.Blackberry,BlackberryNotification,C:\repos\Redth_PushSharp\PushSharp.Blackberry\BlackberryNotification.cs,ToPapXml,The length of the statement  "                pushMsg.Add (new XAttribute ("deliver-after-timestamp"' this.DeliverAfterTimestamp.Value.ToUniversalTime ().ToString("s"' CultureInfo.InvariantCulture) + "Z")); " is 160.
Long Statement,PushSharp.Blackberry,BlackberryNotification,C:\repos\Redth_PushSharp\PushSharp.Blackberry\BlackberryNotification.cs,ToPapXml,The length of the statement  "                pushMsg.Add (new XAttribute ("deliver-before-timestamp"' this.DeliverBeforeTimestamp.Value.ToUniversalTime ().ToString("s"' CultureInfo.InvariantCulture) + "Z")); " is 162.
Long Statement,PushSharp.Blackberry,BlackberryNotification,C:\repos\Redth_PushSharp\PushSharp.Blackberry\BlackberryNotification.cs,ToPapXml,The length of the statement  "            pushMsg.Add (new XElement ("quality-of-service"' new XAttribute ("delivery-method"' this.QualityOfService.ToString ().ToLowerInvariant ()))); " is 141.
Magic Number,PushSharp.Blackberry,BlackberryNotification,C:\repos\Redth_PushSharp\PushSharp.Blackberry\BlackberryNotification.cs,BlackberryNotification,The following statement contains a magic number: DeliverBeforeTimestamp = DateTime.UtcNow.AddMinutes(5);
