Implementation smell,Namespace,Class,File,Method,Description
Complex Method,FFXIVAPP.Localization,LocaleHelper,C:\repos\Icehunter_ffxivapp-localization\FFXIVAPP.Localization\LocaleHelper.cs,ResolveAll,Cyclomatic complexity of the method is 15
Complex Method,FFXIVAPP.Localization,LocaleHelper,C:\repos\Icehunter_ffxivapp-localization\FFXIVAPP.Localization\LocaleHelper.cs,ResolveOne,Cyclomatic complexity of the method is 15
Long Statement,FFXIVAPP.Localization.Chinese,Locale,C:\repos\Icehunter_ffxivapp-localization\FFXIVAPP.Localization\Chinese\Locale.Client.cs,SetClientLocale,The length of the statement  "	Dictionary.Add ("app_PluginWarningText"' "This will let any loaded plugin send commands to your game. Enable this if you trust them."); " is 135.
Long Statement,FFXIVAPP.Localization.Chinese,Locale,C:\repos\Icehunter_ffxivapp-localization\FFXIVAPP.Localization\Chinese\Locale.Client.cs,SetClientLocale,The length of the statement  "	Dictionary.Add ("app_IntegrationWarningText"' "Enabling this option means no personally identifable information (game or real life) is sent to the server.  You would be authorization the collection of game related data only.\n\nThe information processed is monster deaths' loot' monster spawn locations' npc and gathering locations.\n\nThis is completely optional and can be turned on or off at any time."); " is 407.
Long Statement,FFXIVAPP.Localization.Chinese,Locale,C:\repos\Icehunter_ffxivapp-localization\FFXIVAPP.Localization\Chinese\Locale.Client.cs,SetClientLocale,The length of the statement  "	Dictionary.Add ("app_NoPluginsLineOneTextBlock"' "You might have recently turned on or off all plugins; or just have nothing loaded at all."); " is 142.
Long Statement,FFXIVAPP.Localization.Chinese,Locale,C:\repos\Icehunter_ffxivapp-localization\FFXIVAPP.Localization\Chinese\Locale.Client.cs,SetClientLocale,The length of the statement  "	Dictionary.Add ("app_NoPluginsLineTwoTextBlock"' "Confirm your settings and if loaded choose a plugin icon from the tab menu."); " is 128.
Long Statement,FFXIVAPP.Localization.Chinese,Locale,C:\repos\Icehunter_ffxivapp-localization\FFXIVAPP.Localization\Chinese\Locale.Client.cs,SetClientLocale,The length of the statement  "	Dictionary.Add ("app_pluginUpdateMessageText"' "It appears some plugins have updates available. To ensure compatibility please update at your earliest convenience via the \"Update\" tab."); " is 189.
Long Statement,FFXIVAPP.Localization.French,Locale,C:\repos\Icehunter_ffxivapp-localization\FFXIVAPP.Localization\French\Locale.Client.cs,SetClientLocale,The length of the statement  "	Dictionary.Add ("app_PluginWarningText"' "Ceci permettra à tous les plugins chargés d'envoyer des commandes au jeu. Activer-le si vous y faites confiance."); " is 157.
Long Statement,FFXIVAPP.Localization.French,Locale,C:\repos\Icehunter_ffxivapp-localization\FFXIVAPP.Localization\French\Locale.Client.cs,SetClientLocale,The length of the statement  "	Dictionary.Add ("app_IntegrationWarningText"' "Activer cette option signifie qu'aucune information identifiable à titre personnel (IG ou IRL) n'est envoyée au serveur. Vous autoriserez donc la collecte de données relatives au jeu seulement.\n\nLes informations traitées sont les morts de monstres' loot' ainsi que l'emplacement des monstres' pnj et points de récolte.\n\nCeci est complètement optionnel et peut être activé ou désactivé à tout moment."); " is 453.
Long Statement,FFXIVAPP.Localization.French,Locale,C:\repos\Icehunter_ffxivapp-localization\FFXIVAPP.Localization\French\Locale.Client.cs,SetClientLocale,The length of the statement  "	Dictionary.Add ("app_NoPluginsLineOneTextBlock"' "Vous avez peut-être récemment activé ou désactivé tous les plugins; or simplement n'avez rien chargé du tout."); " is 162.
Long Statement,FFXIVAPP.Localization.French,Locale,C:\repos\Icehunter_ffxivapp-localization\FFXIVAPP.Localization\French\Locale.Client.cs,SetClientLocale,The length of the statement  "	Dictionary.Add ("app_NoPluginsLineTwoTextBlock"' "Confirmez vos paramètres et s'ils sont chargés' sélectionnez un icône de plugin sur le tab menu."); " is 149.
Long Statement,FFXIVAPP.Localization.French,Locale,C:\repos\Icehunter_ffxivapp-localization\FFXIVAPP.Localization\French\Locale.Client.cs,SetClientLocale,The length of the statement  "	Dictionary.Add ("app_AlwaysReadUpdatesMessage"' "Toujours lire l'historique de la mise à jour pour tous les changements."); " is 123.
Long Statement,FFXIVAPP.Localization.French,Locale,C:\repos\Icehunter_ffxivapp-localization\FFXIVAPP.Localization\French\Locale.Client.cs,SetClientLocale,The length of the statement  "	Dictionary.Add ("app_ChangesOnRestartMessage"' "Les changements seront pris en compte après avoir redémarré l'application."); " is 125.
Long Statement,FFXIVAPP.Localization.French,Locale,C:\repos\Icehunter_ffxivapp-localization\FFXIVAPP.Localization\French\Locale.Client.cs,SetClientLocale,The length of the statement  "	Dictionary.Add ("app_pluginUpdateMessageText"' "Il semble que certains plugins aient des mises à jour disponibles. Pour vous assurer de leur compatibilité' veuillez les mettre à jour à votre meilleure convenance via le tab \"Mises à jour\""); " is 242.
Long Statement,FFXIVAPP.Localization.German,Locale,C:\repos\Icehunter_ffxivapp-localization\FFXIVAPP.Localization\German\Locale.Client.cs,SetClientLocale,The length of the statement  "	Dictionary.Add ("app_PluginWarningText"' "Dies lässte jedes Plugin Befehle an das spiel schicken. Aktiviere diese Option wenn du den Plugins vertraust."); " is 154.
