Namespace,Type,Method,LOC,CC,PC
StressTester,Program,Main,30,2,1
StressTester,Program,PrintStats,9,1,0
StressTester,Program,GenerateMessage,6,1,1
StressTester,Program,RunNonCompetingPush,44,8,5
StressTester,Program,GetIntParam,4,1,3
StressTester,Program,GetStringParam,5,1,3
