Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,LEProc,RegistryEntry,C:\repos\xupefei_Locale-Emulator\LEProc\RegistryEntry.cs,RegistryEntry,The method has 5 parameters. Parameters: root' key' name' type' getValue
Long Parameter List,LEProc,LoaderWrapper,C:\repos\xupefei_Locale-Emulator\LEProc\LoaderWrapper.cs,AddRegistryRedirectEntry,The method has 5 parameters. Parameters: root' subkey' valueName' dataType' data
Long Parameter List,LEProc,LoaderWrapper,C:\repos\xupefei_Locale-Emulator\LEProc\LoaderWrapper.cs,LeCreateProcess,The method has 11 parameters. Parameters: leb' applicationName' commandLine' currentDirectory' creationFlags' startupInfo' processInformation' processAttributes' threadAttributes' environment' token
Long Parameter List,LEProc,LERegistryRedirector,C:\repos\xupefei_Locale-Emulator\LEProc\LERegistryRedirector.cs,AddRegistryEntry,The method has 5 parameters. Parameters: root' subkey' valueName' dataType' data
Empty Catch Block,LEProc,Program,C:\repos\xupefei_Locale-Emulator\LEProc\Program.cs,Main,The method has an empty catch block.
Empty Catch Block,LEProc,Program,C:\repos\xupefei_Locale-Emulator\LEProc\Program.cs,Main,The method has an empty catch block.
Empty Catch Block,LEProc,Program,C:\repos\xupefei_Locale-Emulator\LEProc\Program.cs,ElevateProcess,The method has an empty catch block.
Magic Number,LEProc,LoaderWrapper,C:\repos\xupefei_Locale-Emulator\LEProc\LoaderWrapper.cs,LoaderWrapper,The following statement contains a magic number: _leb = new LEB                     {                         AnsiCodePage = 932'                         OemCodePage = 932'                         LocaleID = 0x411'                         DefaultCharset = 128'                         HookUILanguageAPI = 0'                         // As we have abandoned the "default font" parameter'                         // we decide to put here some empty bytes.                         DefaultFaceName = new byte[64]                     };
Magic Number,LEProc,LoaderWrapper,C:\repos\xupefei_Locale-Emulator\LEProc\LoaderWrapper.cs,LoaderWrapper,The following statement contains a magic number: _leb = new LEB                     {                         AnsiCodePage = 932'                         OemCodePage = 932'                         LocaleID = 0x411'                         DefaultCharset = 128'                         HookUILanguageAPI = 0'                         // As we have abandoned the "default font" parameter'                         // we decide to put here some empty bytes.                         DefaultFaceName = new byte[64]                     };
Magic Number,LEProc,LoaderWrapper,C:\repos\xupefei_Locale-Emulator\LEProc\LoaderWrapper.cs,LoaderWrapper,The following statement contains a magic number: _leb = new LEB                     {                         AnsiCodePage = 932'                         OemCodePage = 932'                         LocaleID = 0x411'                         DefaultCharset = 128'                         HookUILanguageAPI = 0'                         // As we have abandoned the "default font" parameter'                         // we decide to put here some empty bytes.                         DefaultFaceName = new byte[64]                     };
Magic Number,LEProc,LoaderWrapper,C:\repos\xupefei_Locale-Emulator\LEProc\LoaderWrapper.cs,LoaderWrapper,The following statement contains a magic number: _leb = new LEB                     {                         AnsiCodePage = 932'                         OemCodePage = 932'                         LocaleID = 0x411'                         DefaultCharset = 128'                         HookUILanguageAPI = 0'                         // As we have abandoned the "default font" parameter'                         // we decide to put here some empty bytes.                         DefaultFaceName = new byte[64]                     };
Magic Number,LEProc,RTL_TIME_ZONE_INFORMATION,C:\repos\xupefei_Locale-Emulator\LEProc\LoaderWrapper.cs,SetStandardName,The following statement contains a magic number: StandardName = SetBytes(new byte[64]' Encoding.Unicode.GetBytes(name));
Magic Number,LEProc,RTL_TIME_ZONE_INFORMATION,C:\repos\xupefei_Locale-Emulator\LEProc\LoaderWrapper.cs,SetDaylightName,The following statement contains a magic number: DaylightName = SetBytes(new byte[64]' Encoding.Unicode.GetBytes(name));
Magic Number,LEProc,Program,C:\repos\xupefei_Locale-Emulator\LEProc\Program.cs,Main,The following statement contains a magic number: try              {                  Args = args;                    switch (Args[0])                  {                      case "-run": //-run %APP%                          RunWithIndependentProfile(Args[1]);                          break;                        case "-manage": //-manage %APP%                          Process.Start(Path.Combine(Path.GetDirectoryName(Assembly.GetExecutingAssembly().Location)'                                  "LEGUI.exe")'                              $"\"{Args[1]}.le.config\"");                          break;                        case "-global": //-global                          Process.Start(Path.Combine(Path.GetDirectoryName(Assembly.GetExecutingAssembly().Location)'                              "LEGUI.exe"));                          break;                        case "-runas": //-runas %GUID% %APP%                          RunWithGlobalProfile(Args[1]' Args[2]);                          break;                        default:                          if (File.Exists(Args[0]))                          {                              RunWithDefaultProfile(Args[0]);                          }                          break;                  }              }              catch              {              }
Magic Number,LEProc,Program,C:\repos\xupefei_Locale-Emulator\LEProc\Program.cs,RunWithGlobalProfile,The following statement contains a magic number: DoRunWithLEProfile(path' 3' profile);
