Architecture smell,Project,Namespace,Cause
Feature Concentration,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Blob,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BlobReadStream' BlobReadStreamBase]' [BlobReadStreamHelper]' [BlobWriteStream' BlobWriteStreamBase' CloudBlobStream]' [BlobWriteStreamHelper]' [CloudAppendBlob' CloudBlob' CloudBlobClient' CloudBlockBlob' CloudPageBlob' ICloudBlob' BlobListingDetails' BlobRequestOptions' BlobType' BlockListingFilter' BlockSearchMode' ContainerListingDetails' DeleteSnapshotsOption' IListBlobItem' LeaseAction' CloudBlobContainer' BlobContainerPermissions' BlobContainerPublicAccessType' SharedAccessBlobPolicies' SharedAccessBlobPolicy' CloudBlobDirectory' SharedAccessBlobPermissions]' [BlobAttributes]' [BlobContainerProperties' LeaseDuration' LeaseState' LeaseStatus' BlobProperties]' [BlobContinuationToken]' [BlobEncryptionData]' [BlobEncryptionMode]' [BlobResultSegment]' [ContainerResultSegment]' [CopyState' CopyStatus]' [ListBlockItem]' [PageDiffRange' PageRange]' [SequenceNumberAction]' [SharedAccessBlobHeaders]' [SubStream]. LCC (Lack of Component Cohesion) = 0.38
Feature Concentration,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Blob.Protocol,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BlobHttpRequestMessageFactory' ContainerHttpRequestMessageFactory' BlobListingContext' ListBlobsResponse' PageWrite' BlobHttpResponseParsers' ContainerHttpResponseParsers' ListContainersResponse' BlobContainerEntry' IListBlobEntry' ListBlobEntry' ListBlobPrefixEntry]' [BlobAccessPolicyResponse]' [BlobErrorCodeStrings]' [BlobRequest]' [GetBlockListResponse]' [GetPageDiffRangesResponse]' [GetPageRangesResponse]' [PutBlockListItem]. LCC (Lack of Component Cohesion) = 0.42
Feature Concentration,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Core.Auth,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ICanonicalizer' SharedKeyCanonicalizer' SharedKeyLiteCanonicalizer' SharedKeyLiteTableCanonicalizer' SharedKeyTableCanonicalizer]' [SharedAccessSignatureHelper]. LCC (Lack of Component Cohesion) = 0.33
Feature Concentration,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Core,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Logger' StorageEventSource]' [StorageRequestMessage]' [CanonicalizedString]' [CommandLocationMode]' [MultiBufferMemoryStream' SR' SasQueryBuilder' UriQueryBuilder]' [NonCloseableStream]' [NullType]' [SyncMemoryStream]' [ReadLengthLimitingStream]. LCC (Lack of Component Cohesion) = 0.69
Feature Concentration,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Core.Util,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AsyncSemaphore' CommonUtility' NavigationHelper' CultureStringComparer' AuthenticationUtility' HttpWebUtility' HttpResponseMessageUtils' Exceptions]' [CounterEvent]' [CryptoUtility]' [MD5Wrapper' StreamDescriptor]' [PlatformAgnosticReflectionExtensions]' [StreamExtensions]. LCC (Lack of Component Cohesion) = 0.43
Feature Concentration,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.File,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CloudFile' FileReadStream' FileReadStreamHelper' FileWriteStream' FileWriteStreamHelper' CloudFileStream' FileRange' FileReadStreamBase' FileRequestOptions' FileWriteStreamBase' IListFileItem' CloudFileClient' CloudFileShare' FileContinuationToken' FileResultSegment' FileSharePermissions' FileSharePublicAccessType' SharedAccessFilePolicies' SharedAccessFilePolicy' ShareListingDetails' ShareResultSegment' CloudFileDirectory' SharedAccessFilePermissions]' [CloudFileAttributes]' [FileDirectoryProperties]' [FileProperties]' [FileShareProperties]' [SharedAccessFileHeaders]. LCC (Lack of Component Cohesion) = 0.21
Feature Concentration,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.File.Protocol,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DirectoryHttpRequestMessageFactory' FileListingContext' ListFilesAndDirectoriesResponse' IListFileEntry' ListFileDirectoryEntry' ListFileEntry]' [DirectoryHttpResponseParsers]' [FileHttpRequestMessageFactory' FileRangeWrite]' [FileHttpResponseParsers' FileServiceProperties]' [ShareHttpRequestMessageFactory]' [ShareHttpResponseParsers' ShareStats]' [FileAccessPolicyResponse]' [FileErrorCodeStrings]' [FileRequest]' [FileShareEntry' ListSharesResponse]' [ListRangesResponse]. LCC (Lack of Component Cohesion) = 0.55
Feature Concentration,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ExceptionInfo' RequestResult' StorageException' StorageExtendedErrorInformation' StorageLocation' StorageUri' IContinuationToken' ResultSegment' LogLevel' OperationContext' RequestEventArgs]' [AccessCondition]' [AuthenticationScheme]' [CloudStorageAccount' SharedAccessAccountPolicy' SharedAccessAccountResourceTypes' SharedAccessAccountServices' SharedAccessAccountPermissions]' [DoesServiceRequestAttribute]' [EncryptionAgent' EncryptionAlgorithm' EncryptionData' WrappedKey]' [IBufferManager]' [IPAddressOrRange]' [IRequestOptions]' [NameValidator]' [SharedAccessProtocol]' [ODataErrorHelper]. LCC (Lack of Component Cohesion) = 0.41
Feature Concentration,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Queue,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CloudQueue' CloudQueueMessage' MessageUpdateFields' QueueMessageType' QueueRequestOptions' CloudQueueClient]' [QueueContinuationToken]' [QueueResultSegment]' [SharedAccessQueuePermissions' SharedAccessQueuePolicy' SharedAccessQueuePolicies]. LCC (Lack of Component Cohesion) = 0.36
Feature Concentration,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Queue.Protocol,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [QueueHttpRequestMessageFactory' QueueListingDetails]' [QueueHttpResponseParsers]' [GetMessagesResponse]' [ListQueuesResponse' QueueEntry]' [QueueAccessPolicyResponse]' [QueueErrorCodeStrings]' [QueueListingContext]' [QueueMessage]' [QueuePermissions]' [QueueRequest]. LCC (Lack of Component Cohesion) = 0.83
Feature Concentration,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Shared.Protocol,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CappedLengthReadOnlyStream]' [HttpClientFactory]' [HttpContentFactory' RetryableStreamContent]' [HttpRequestMessageFactory' Constants' GeoReplicationStats' GeoReplicationStatus' Request' Response' ServiceStats' HttpResponseParsers' ServiceProperties' RequestMessageExtensions' AccessPolicyResponseBase' ResponseParsingBase' CorsHttpMethods' CorsRule' CorsProperties' LoggingOperations' LoggingProperties' MetricsLevel' MetricsProperties]' [ListingContext]' [StorageErrorCodeStrings]. LCC (Lack of Component Cohesion) = 0.24
Feature Concentration,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Table,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CloudTable' TableOperationType' TablePermissions' TableRequestOptions' CloudTableClient' TableQuery' TableQuerySegment' EdmType' EntityProperty' EntityUtilities' QueryComparisons' TableEntity' TableOperators' TableBatchOperation' TableOperation' TableResult' DynamicTableEntity' ITableEntity' EntityPropertyConverter' EntityPropertyConverterOptions' IgnorePropertyAttribute' SharedAccessTablePolicies' TablePayloadFormat]' [EntityReadFlags]' [SharedAccessTablePermissions' SharedAccessTablePolicy]' [TableContinuationToken]' [TableResultSegment]' [TableStorageEntityContainer' TableStorageModel]. LCC (Lack of Component Cohesion) = 0.2
Feature Concentration,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Table.Protocol,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [HttpRequestAdapterMessage' TableOperationHttpRequestMessageFactory' TableConstants' HttpResponseAdapterMessage' TableOperationHttpResponseParsers' TableRequest]' [TableHttpRequestMessageFactory]' [TableAccessPolicyResponse]' [TableErrorCodeStrings]. LCC (Lack of Component Cohesion) = 0.44
Scattered Functionality,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Blob,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Microsoft.WindowsAzure.Storage.Shared.Protocol' Microsoft.WindowsAzure.Storage.Blob.Protocol
Scattered Functionality,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Blob.Protocol,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Microsoft.WindowsAzure.Storage.Core' Microsoft.WindowsAzure.Storage.Shared.Protocol
Scattered Functionality,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Blob.Protocol,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Microsoft.WindowsAzure.Storage.Shared.Protocol' Microsoft.WindowsAzure.Storage.Blob
Scattered Functionality,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.File,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Microsoft.WindowsAzure.Storage.Shared.Protocol' Microsoft.WindowsAzure.Storage.File.Protocol
Scattered Functionality,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.File.Protocol,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Microsoft.WindowsAzure.Storage.Core' Microsoft.WindowsAzure.Storage.Shared.Protocol
Scattered Functionality,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.File.Protocol,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Microsoft.WindowsAzure.Storage.Shared.Protocol' Microsoft.WindowsAzure.Storage.File
Scattered Functionality,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Queue,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Microsoft.WindowsAzure.Storage.Queue.Protocol' Microsoft.WindowsAzure.Storage.Shared.Protocol
Scattered Functionality,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Queue,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Microsoft.WindowsAzure.Storage.Queue.Protocol' Microsoft.WindowsAzure.Storage.Core' Microsoft.WindowsAzure.Storage.Shared.Protocol
Scattered Functionality,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Queue.Protocol,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Microsoft.WindowsAzure.Storage.Core' Microsoft.WindowsAzure.Storage.Shared.Protocol
Scattered Functionality,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Queue.Protocol,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Microsoft.WindowsAzure.Storage.Shared.Protocol' Microsoft.WindowsAzure.Storage.Queue
Scattered Functionality,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Table,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Microsoft.WindowsAzure.Storage.Table.Protocol' Microsoft.WindowsAzure.Storage.Shared.Protocol
Scattered Functionality,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Table.Protocol,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Microsoft.WindowsAzure.Storage.Shared.Protocol' Microsoft.WindowsAzure.Storage.Table
