Architecture smell,Project,Namespace,Cause
Cyclic Dependency,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Core.Executor,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Microsoft.WindowsAzure.Storage.Core.Executor' Microsoft.WindowsAzure.Storage.Core.Util
Cyclic Dependency,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Core.Executor,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Microsoft.WindowsAzure.Storage.Core.Executor' Microsoft.WindowsAzure.Storage.Core.Util' Microsoft.WindowsAzure.Storage
Unstable Dependency,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Blob,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Microsoft.WindowsAzure.Storage.Blob.Protocol' Microsoft.WindowsAzure.Storage.File
Unstable Dependency,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Core.Auth,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Microsoft.WindowsAzure.Storage.Blob' Microsoft.WindowsAzure.Storage.File' Microsoft.WindowsAzure.Storage.Queue' Microsoft.WindowsAzure.Storage.Table
Unstable Dependency,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Core,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Microsoft.WindowsAzure.Storage' Microsoft.WindowsAzure.Storage.Core.Auth' Microsoft.WindowsAzure.Storage.Core.Util' Microsoft.WindowsAzure.Storage.Shared.Protocol
Unstable Dependency,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Core.Util,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Microsoft.WindowsAzure.Storage.Shared.Protocol' Microsoft.WindowsAzure.Storage' Microsoft.WindowsAzure.Storage.Core.Executor' Microsoft.WindowsAzure.Storage.Core.Auth
Unstable Dependency,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.File.Protocol,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Microsoft.WindowsAzure.Storage.File
Unstable Dependency,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Microsoft.WindowsAzure.Storage.Auth' Microsoft.WindowsAzure.Storage.Core.Auth' Microsoft.WindowsAzure.Storage.Table.Protocol
Unstable Dependency,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Queue.Protocol,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Microsoft.WindowsAzure.Storage.Queue
Unstable Dependency,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Shared.Protocol,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Microsoft.WindowsAzure.Storage.Core.Auth
Unstable Dependency,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Table.Protocol,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Microsoft.WindowsAzure.Storage.Table
Unstable Dependency,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.RetryPolicies,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Microsoft.WindowsAzure.Storage
God Component,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Blob,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 48
God Component,Microsoft.WindowsAzure.Storage.WindowsPhoneRuntime,Microsoft.WindowsAzure.Storage.Table,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 30
