Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
Constants,3,0,0,3,0,33,0,0,0,0,0,2
DynamicKeySettings,4,2,0,4,2,45,2,0,0,0.5,1,0
ModifierKeys,0,0,0,0,0,27,0,0,0,0,0,2
EnumerationExtensions,0,4,0,0,4,101,10,0,0,0,0,0
IO,0,1,0,0,1,15,1,0,0,0,0,2
Threading,0,1,0,0,1,16,2,0,0,0,0,0
EmbeddedWinFormsControl,2,2,1,2,2,45,2,0,0,0.25,0,1
KeyboardControl,3,11,0,0,0,111,17,0,0,0.45,1,1
Renderer,5,5,0,0,1,58,7,0,0,0.52,1,1
Helpers,0,6,0,0,6,59,6,0,0,0,0,0
HRESULT,1202,16,2,1200,15,6197,20,0,0,1,0,4
WinAPI,18,8,0,18,8,1364,8,0,0,1,0,3
RazerAPI,15,15,0,15,15,693,15,0,0,0.94,0,10
DynamicKey,0,10,6,0,7,163,18,0,0,0,5,1
RazerManager,7,24,2,0,13,412,64,0,0,0.86,15,1
RotateDirection,0,0,0,0,0,18,0,0,0,0,0,2
Touchpad,6,33,3,0,19,546,112,0,0,0.94,17,3
ZoomDirection,0,0,0,0,0,18,0,0,0,0,0,2
AppEventEventArgs,3,1,0,3,0,24,1,0,0,0,1,2
FlickEventArgs,2,1,0,2,0,20,1,0,0,0,1,1
KeyboardCharEventArgs,1,1,0,1,0,16,1,0,0,0,0,1
DynamicKeyEventArgs,2,1,0,2,0,20,1,0,0,0,1,1
GestureEventArgs,5,1,0,5,0,34,1,0,0,0,1,2
KeyboardKeyEventArgs,6,1,0,6,0,39,1,0,0,0,2,1
KeyboardRawEventArgs,3,1,0,3,0,26,1,0,0,0,0,1
MoveEventArgs,2,1,0,2,0,20,1,0,0,0,0,1
PressEventArgs,3,1,0,3,0,25,1,0,0,0,0,1
ReleaseEventArgs,3,1,0,3,0,25,1,0,0,0,0,1
RotateEventArgs,1,1,0,1,0,15,1,0,0,0,1,1
TapEventArgs,2,1,0,2,0,20,1,0,0,0,0,1
ZoomEventArgs,1,1,0,1,0,15,1,0,0,0,1,1
RazerDynamicKeyException,0,1,0,0,0,9,1,0,1,0,0,1
RazerException,0,1,0,0,0,9,1,3,0,0,0,0
RazerNativeException,2,1,0,2,0,24,1,0,1,0,1,3
RazerUnstableShutdownException,0,1,0,0,0,9,1,0,1,0,0,1
RenderStats,4,1,0,4,0,30,1,0,0,0,0,0
