Method,LOC,CC,PC
PrepareUpdateFiles:Act,20,5,1
SaveVersion:Act,5,1,1
ToPreparedDeployContext:ToPreparedDeployContext,4,1,2
ToPreparedDeployContext:Act,3,1,1
FillOutNuspecFiles:Act,33,6,1
DeployToNuget:Act,26,3,1
DeployToUpdate:Act,35,7,1
InitNuget:Act,17,1,1
PrepareNugetFiles:Act,23,6,1
FileCopier:FileCopier,6,1,3
FileCopier:Execute,6,2,0
FileCopier:Execute,34,8,1
PreparedDeploySetupContext:PreparedDeploySetupContext,4,1,3
PreparedDeploySetupContext:LogToUi,4,1,1
PreparedDeploySetupContext:GetNextVersion,31,17,2
DeploySetupContext:DeploySetupContext,22,4,1
DeploySetupContext:LogToUi,4,1,1
DeployForm:DeployForm,4,1,1
DeployForm:DeployForm_Load,8,2,2
DeployForm:goButton_Click,6,1,2
DeployForm:DoDeployBackgroundWorkerOnRunWorkerCompleted,3,1,2
DeployForm:LogMethod,3,1,1
DeployForm:debugRadioButton_CheckedChanged,4,1,2
DeployForm:releaseRadioButton_CheckedChanged,4,1,2
DeployForm:minorRadioButton_CheckedChanged,4,1,2
DeployForm:majorRadioButton_CheckedChanged,4,1,2
DeployForm:doDeployBackgroundWorker_DoWork,9,1,7
DeployItem:DeployItem,13,3,1
Program:Main,32,3,1
Program:UpdateApplication,11,1,0
Program:UpdateOnPath,11,3,2
AttachDebuggerToProcess:AttachDebuggerToProcess,3,1,1
AttachDebuggerToProcess:Act,5,1,1
PrepareFiles:Act,9,2,1
GatherProjectInfo:Act,22,3,1
CloseServices:Act,24,8,1
InstallAndStartServicesForIntegrationTest:InstallAndStartServicesForIntegrationTest,3,1,1
InstallAndStartServicesForIntegrationTest:Act,44,9,5
InstallProjects:InstallProjects,4,1,2
InstallProjects:Act,33,8,4
StartAdmin:Act,24,4,1
StartServices:StartServices,5,1,3
StartServices:Act,43,10,2
AdminSetupContext:AdminSetupContext,5,1,2
AdminSetupContext:LogToUi,6,2,1
MessageFilter:Register,5,1,0
MessageFilter:Revoke,4,1,0
MessageFilter:HandleInComingCall,4,1,4
MessageFilter:RetryRejectedCall,10,2,3
MessageFilter:MessagePending,4,1,3
MessageFilter:CoRegisterMessageFilter,1,1,2
IOleMessageFilter:HandleInComingCall,1,1,4
IOleMessageFilter:RetryRejectedCall,1,1,3
IOleMessageFilter:MessagePending,1,1,3
VisualStudioAttacher:ShowWindow,1,1,2
VisualStudioAttacher:CreateBindCtx,1,1,2
VisualStudioAttacher:GetRunningObjectTable,1,1,2
VisualStudioAttacher:SetForegroundWindow,1,1,1
VisualStudioAttacher:SetFocus,1,1,1
VisualStudioAttacher:GetSolutionForVisualStudio,11,3,1
VisualStudioAttacher:GetAttachedVisualStudio,18,6,1
VisualStudioAttacher:AttachVisualStudioToProcess,23,5,3
VisualStudioAttacher:GetVisualStudioForSolutions,9,3,1
VisualStudioAttacher:GetVisualStudioForSolution,20,5,1
VisualStudioAttacher:GetVisualStudioProcesses,4,1,1
VisualStudioAttacher:TryGetVsInstance,26,4,2
InitForm:InitForm,4,1,1
InitForm:Starter_Load,3,1,2
InitForm:OnLogMethod,9,2,1
InitForm:Starter_FormClosing,12,5,2
InitForm:Starter_Shown,19,15,2
InitForm:integrationTestBackgroundWorker_DoWork,8,1,2
InitForm:setupLocalEnvironmentBackgroundWorker_DoWork,5,1,2
InitForm:debugCheckerBackgroundWorker_DoWork,9,3,2
InitForm:CloseDialog,7,2,0
InitForm:DoNotLetFormToBeAnnoying,7,2,0
StopServicesForm:StopServicesForm,5,1,1
StopServicesForm:stopServicesBackgroundWorker_DoWork,17,5,2
StopServicesForm:StopServices_Load,3,1,2
StopServicesForm:OnLogMethod,9,2,1
StopServicesForm:CloseDialog,7,2,0
StopServicesForm:StopServicesForm_FormClosing,3,1,2
RunSolutionTests:RunSolutionTests,3,1,0
