Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
booking,12,0,12,0,0,111,0,0,0,0,0,1
City,8,0,8,0,0,75,0,0,0,0,0,1
Class1,0,0,0,0,0,3,0,0,0,0,0,0
courtier,14,0,14,0,0,129,0,0,0,0,0,1
datatype,3,0,3,0,0,30,0,0,0,0,0,1
Factory,6,8,2,1,4,789,28,0,0,0.75,12,0
hotel,16,0,16,0,0,147,0,0,0,0,0,1
image,6,0,6,0,0,58,0,0,0,0,0,1
otherpoi,12,0,12,0,0,111,0,0,0,0,0,1
rating,6,0,6,0,0,57,0,0,0,0,0,1
restaurant,12,0,13,0,0,136,0,0,0,0,0,1
sitenaturelcs,15,0,15,0,0,138,0,0,0,0,0,1
users,14,0,14,0,0,129,0,0,0,0,0,1
zone_geo,8,0,6,0,0,85,0,0,0,0,0,1
