Method,LOC,CC,PC
CodeFileBuilderJniCpp:CreateFile,35,5,1
CodeFileBuilderJniCpp:FillPInvokeMethod,60,10,4
CodeFileBuilderJniCpp:ReplaceTypeName,37,14,4
CodeFileBuilderPInvokeCCharp:CreateFile,173,20,1
CodeFileBuilderPInvokeCpp:CreateFile,41,7,1
FormatProviderCppPInvoke:FormatProviderCppPInvoke,2,1,0
FormatProviderCppPInvoke:Format,5,1,2
FormatProviderCppJni:FormatProviderCppJni,2,1,0
FormatProviderCppJni:Format,6,1,2
FormatProviderCSharpPInvoke:FormatProviderCSharpPInvoke,2,1,0
FormatProviderCSharpPInvoke:BeforeAppendStaticMethod,3,1,2
FormatProviderCSharpPInvoke:BeforeAppendStruct,3,1,2
FormatProviderCSharpPInvoke:BeforeFillNamespace,9,1,2
FormatProviderCSharpPInvoke:Format,7,1,2
Namespace:ToString,3,1,0
Field:ToString,3,1,0
EnumItem:ToString,3,1,0
Enum:ToString,3,1,0
MethodParameter:MethodParameter,2,1,0
MethodParameter:MethodParameter,6,1,1
MethodParameter:ToString,3,1,0
Method:ToString,3,1,0
Fields:Add,3,1,1
Methods:Add,3,1,1
Methods:Clear,3,1,0
Class:ToString,3,1,0
Struct:ToString,3,1,0
CodeFileBuilder:CreateFile,1,1,1
CodeFile:CreatePInvokeCSharp,3,1,0
CodeFile:CreatePInvokeCpp,3,1,0
CodeFile:CreateJniCpp,3,1,0
CodeFile:Build,49,18,0
Parser:Parse,1,1,3
Formatter:Formatter,3,1,1
Formatter:Format,5,1,1
FormatPatterns:FormatPatterns,2,1,0
FormatProvider:FormatProvider,3,1,1
FormatProvider:BeforeFillNamespace,2,1,2
FormatProvider:Format,17,12,2
FormatProvider:Format,5,1,2
FormatProvider:Format,5,2,2
FormatProvider:Format,3,1,2
FormatProvider:Format,6,1,2
FormatProvider:Format,5,2,2
FormatProvider:BeforeAppendStaticMethod,2,1,2
FormatProvider:Format,21,5,2
FormatProvider:Format,3,1,2
FormatProvider:Format,5,2,2
FormatProvider:BeforeAppendStruct,2,1,2
FormatProvider:Format,6,1,2
FormatProvider:BeginCodeBlock,5,1,3
FormatProvider:EndCodeBlock,5,1,1
Tabulator:Tabulator,6,1,0
Tabulator:BeginBlock,3,1,0
Tabulator:AppendLine,4,1,1
Tabulator:Append,4,1,1
Tabulator:AppendFormatLineWithoutTabs,3,1,2
Tabulator:AppendLineWithoutTabs,3,1,1
Tabulator:AppendFormatLine,4,1,2
Tabulator:AppendFormat,4,1,2
Tabulator:EndBlock,3,1,0
Tabulator:AppendTabs,4,3,0
Tabulator:Build,3,1,0
ParserCpp:Parse,13,1,3
ParseState:EnterRule,1,1,1
ParseStateFile:EnterRule,9,5,1
ParseStateNamespace:EnterRule,31,27,1
ParseStateStruct:EnterRule,13,9,1
ParseStateClass:EnterRule,16,12,1
ParseStateField:EnterRule,10,6,1
ParseStateEnum:EnterRule,18,12,1
ParseStateMethod:EnterRule,25,21,1
ParseStateMethodParameter:EnterRule,16,12,1
ParseTreeListener:ParseTreeListener,7,1,0
ParseTreeListener:GetResult,3,1,0
ParseTreeListener:VisitTerminal,2,1,1
ParseTreeListener:VisitErrorNode,2,1,1
ParseTreeListener:EnterEveryRule,7,1,1
ParseTreeListener:ExitEveryRule,5,2,1
ParseTreeListener:PushState,6,1,2
