Implementation smell,Namespace,Class,File,Method,Description
Magic Number,Castle.Facilities.WcfIntegration.Demo,Global,C:\repos\castleproject_Windsor\src\Castle.Facilities.WcfIntegration.Demo\Global.asax.cs,Application_Start,The following statement contains a magic number: container = new WindsorContainer()  				.AddFacility<WcfFacility>()  				.Install(Configuration.FromXmlFile("windsor.xml"))  				.Register(  					Component.For<IServiceBehavior>().Instance(returnFaults)'  					Component.For<IServiceBehavior>().Instance(metadata)'  					Component.For<IAmUsingWindsor>()  					.Named("look no config")  					.ImplementedBy<UsingWindsorWithoutConfig>()  					.DependsOn(  						Property.ForKey("number").Eq(42))  					);
