Implementation smell,Namespace,Class,File,Method,Description
Long Statement,MSBuild.ExtensionPack.Git,Clone,D:\research\architectureSmells\repos\mikefourie_MSBuildExtensionPack\Releases\4.0.9.0\Main\Git\Clone.cs,Execute,The length of the statement  "                this.Log.LogMessage(MessageImportance.Normal' string.Format(CultureInfo.CurrentCulture' "Cloning {0} to {1}"' this.RepositoryToClone' this.TargetDirectory)); " is 157.
Long Statement,MSBuild.ExtensionPack.Git,Clone,D:\research\architectureSmells\repos\mikefourie_MSBuildExtensionPack\Releases\4.0.9.0\Main\Git\Clone.cs,Execute,The length of the statement  "                    this.Log.LogMessage(MessageImportance.Normal' string.Format(CultureInfo.CurrentCulture' "Checking out branch/SHA '{0}'"' this.BranchToSwitchTo)); " is 145.
Long Statement,MSBuild.ExtensionPack.Git,Clone,D:\research\architectureSmells\repos\mikefourie_MSBuildExtensionPack\Releases\4.0.9.0\Main\Git\Clone.cs,Execute,The length of the statement  "                this.Log.LogMessage(MessageImportance.Normal' string.Format(CultureInfo.CurrentCulture' "Latest commit is '{0}'"' this.SHA)); " is 125.
Long Statement,MSBuild.ExtensionPack.Git,NGitImplementation,D:\research\architectureSmells\repos\mikefourie_MSBuildExtensionPack\Releases\4.0.9.0\Main\Git\NGitImplementation.cs,Clone,The length of the statement  "            NGit.Api.Git.CloneRepository().SetURI(repositoryToClone).SetDirectory(new FilePath(targetDirectory)).SetBare(false).SetCloneAllBranches(true).Call(); " is 149.
