Implementation smell,Namespace,Class,File,Method,Description
Long Statement,MSBuild.ExtensionPack.Git.Tests,CloneTest,D:\research\architectureSmells\repos\mikefourie_MSBuildExtensionPack\Releases\4.0.9.0\Main\UnitTests\GitUnitTests\CloneTest.cs,CloneRepositoryCheckoutBranch,The length of the statement  "            mock.Verify(git => git.CheckoutBranch(msbuildCloneTask.TargetDirectory' msbuildCloneTask.BranchToSwitchTo)' Times.Once()); " is 122.
Long Statement,MSBuild.ExtensionPack.Git.Tests,CloneTest,D:\research\architectureSmells\repos\mikefourie_MSBuildExtensionPack\Releases\4.0.9.0\Main\UnitTests\GitUnitTests\CloneTest.cs,ShouldReturnFalseWhenExceptionOccurs,The length of the statement  "            gitMock.Setup(git => git.Clone(msbuildCloneTask.RepositoryToClone' msbuildCloneTask.TargetDirectory)).Throws<InvalidOperationException>(); " is 138.
Long Statement,MSBuild.ExtensionPack.Git.Tests,CloneTest,D:\research\architectureSmells\repos\mikefourie_MSBuildExtensionPack\Releases\4.0.9.0\Main\UnitTests\GitUnitTests\CloneTest.cs,ShouldLogErrorWhenExceptionErrors,The length of the statement  "            gitMock.Setup(git => git.Clone(msbuildCloneTask.RepositoryToClone' msbuildCloneTask.TargetDirectory)).Throws<InvalidOperationException>(); " is 138.
