Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
AlloyClient,5,11,0,1,3,109,14,0,0,0.96,11,1
AlloyProtocol,1,1,0,1,0,8,1,0,0,0,1,1
AlloyServer,5,13,4,0,3,154,21,0,0,1,19,2
ScreenEventArgs,0,1,1,0,1,13,2,0,0,0,1,1
IMachine,0,5,1,0,0,49,5,2,0,0,2,2
MouseEventArgs,0,1,2,0,1,17,2,0,0,0,1,1
KeyboardEventArgs,0,1,2,0,1,17,2,0,0,0,1,2
KeyboardEventType,0,0,0,0,0,5,0,0,0,0,0,3
KeyboardEvent,0,1,4,0,1,28,2,0,0,0,3,5
KeyboardEventSerializer,1,2,0,1,2,20,2,0,0,0,4,1
KeyModifiers,0,0,0,0,0,15,0,0,0,0,0,3
KeyCode,0,0,0,0,0,150,0,0,0,0,0,3
Position,2,1,0,2,1,10,1,0,0,1,0,5
MouseEventType,0,0,0,0,0,8,0,0,0,0,0,6
MouseEvent,0,1,2,0,1,16,1,0,0,0,2,7
MouseEventSerializer,1,2,0,1,2,17,2,0,0,0,3,1
PositionedScreen,0,2,6,0,2,49,2,0,1,0,1,5
PositionedScreenSerializer,1,2,0,1,2,23,3,0,0,0,2,0
Screen,0,5,3,0,5,71,6,1,0,0,0,4
ScreenSerializer,1,2,0,1,2,16,3,0,0,0,1,2
ScreenManager,1,5,6,0,0,105,18,0,0,1,2,1
ActiveScreenChangedEventArgs,0,1,1,0,1,13,2,0,0,0,1,2
BidirectionalDictionary,5,20,5,0,13,196,34,0,0,0.7,0,1
MachineStateMessage,0,3,1,0,3,21,3,0,1,0,0,2
AlloyMessageType,0,0,0,0,0,9,0,0,0,0,0,1
AlloyMessage,0,1,0,0,0,6,1,6,0,0,1,0
ConnectMessage,0,3,2,0,3,23,3,0,1,0,0,2
ConnectResult,0,0,0,0,0,6,0,0,0,0,0,3
ConnectResultMessage,0,3,3,0,3,30,3,0,1,0,1,2
KeyboardEventMessage,0,3,1,0,3,18,3,0,1,0,1,2
MouseEventMessage,0,3,1,0,3,18,3,0,1,0,1,2
ScreenChangedMessage,0,3,1,0,3,18,3,0,1,0,1,2
