Architecture smell,Project,Namespace,Cause,Responsible Classes
Unstable Dependency,cadencii.vsq,cadencii.vsq,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): cadencii,cadencii.vsq.PortUtil' cadencii.vsq.serr' cadencii.vsq.sout
Ambiguous Interface,cadencii.vsq,MusicXML,The tool detected the smell in this component because the component provides only a single' general entry-point via the following class: PropertyAggregate<ParentType'ValueType'ItemChoiceEnumType>,MusicXML.PropertyAggregate<ParentType'ValueType'ItemChoiceEnumType>
God Component,cadencii.vsq,cadencii.vsq,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 76,cadencii.vsq.ArticulationType' cadencii.vsq.SynthesizerType' cadencii.vsq.TempoVectorSearchContext' cadencii.vsq.UstFileWriteOptions' cadencii.vsq.UstPortamentoPoint' cadencii.vsq.UstPortamentoType' cadencii.vsq.VsqBPPairSearchContext' cadencii.vsq.VsqHandleType' cadencii.vsq.VsqIDType' cadencii.vsq.VsqCommandType' cadencii.vsq.VsqVoiceLanguage' cadencii.vsq.DynamicsMode' cadencii.vsq.IndexIteratorKind' cadencii.vsq.PlayMode' cadencii.vsq.VsqBPPair' cadencii.vsq.Timesig' cadencii.vsq.UstEventProperty' cadencii.vsq.VsqPhoneticSymbol' cadencii.vsq.BPPair' cadencii.vsq.TransCodeUtil' cadencii.vsq.VibratoBPPair' cadencii.vsq.NrpnData' cadencii.vsq.ITextWriter' cadencii.vsq.MidiFile' cadencii.vsq.NrpnIterator' cadencii.vsq.VsqMixerEntry' cadencii.vsq.KeyClockIterator' cadencii.vsq.IndexIterator' cadencii.vsq.NoteEventIterator' cadencii.vsq.DynamicsEventIterator' cadencii.vsq.EventIterator' cadencii.vsq.InternalStreamWriter' cadencii.vsq.NRPN' cadencii.vsq.SingerConfigSys' cadencii.vsq.TempoVector' cadencii.vsq.TimesigVector' cadencii.vsq.UstPortamento' cadencii.vsq.BarLineIterator' cadencii.vsq.SingerEventIterator' cadencii.vsq.WrappedStreamWriter' cadencii.vsq.IconHandle' cadencii.vsq.IconParameter' cadencii.vsq.SymbolTableEntry' cadencii.vsq.VsqCommon' cadencii.vsq.VsqMaster' cadencii.vsq.VsqBarLineType' cadencii.vsq.UstEnvelope
God Component,cadencii.vsq,MusicXML,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 281,MusicXML.work' MusicXML.opusType' MusicXML.opusShow' MusicXML.opusActuate' MusicXML.feature' MusicXML.startstopsingle' MusicXML.repeat' MusicXML.backwardforward' MusicXML.winged' MusicXML.ending' MusicXML.startstopdiscontinue' MusicXML.yesno' MusicXML.barstylecolor' MusicXML.barstyle' MusicXML.formattedtext' MusicXML.level' MusicXML.symbolsize' MusicXML.wavyline' MusicXML.startstopcontinue' MusicXML.abovebelow' MusicXML.startnote' MusicXML.trillstep' MusicXML.twonoteturn' MusicXML.emptyprintstylealign' MusicXML.fermata' MusicXML.uprightinverted' MusicXML.fermatashape' MusicXML.rightleftmiddle' MusicXML.measurenumbering' MusicXML.measurenumberingvalue' MusicXML.measurelayout' MusicXML.print' MusicXML.pagelayout' MusicXML.pagemargins' MusicXML.margintype' MusicXML.systemlayout' MusicXML.systemmargins' MusicXML.systemdividers' MusicXML.emptyprintobjectstylealign' MusicXML.stafflayout' MusicXML.namedisplay' MusicXML.accidentaltext' MusicXML.accidentalvalue' MusicXML.figure' MusicXML.styletext' MusicXML.extend' MusicXML.figuredbass' MusicXML.barre' MusicXML.startstop' MusicXML.framenote' MusicXML.string' MusicXML.fret' MusicXML.fontstyle' MusicXML.fontweight' MusicXML.fingering' MusicXML.firstfret' MusicXML.leftright' MusicXML.frame' MusicXML.leftcenterright' MusicXML.valignimage' MusicXML.degreetype' MusicXML.degreetypevalue' MusicXML.degreealter' MusicXML.degreevalue' MusicXML.degreesymbolvalue' MusicXML.degree' MusicXML.bassalter' MusicXML.bassstep' MusicXML.step' MusicXML.bass' MusicXML.inversion' MusicXML.kind' MusicXML.valign' MusicXML.kindvalue' MusicXML.rootalter' MusicXML.rootstep' MusicXML.root' MusicXML.harmony' MusicXML.offset' MusicXML.harmonytype' MusicXML.slash' MusicXML.notetypevalue' MusicXML.empty' MusicXML.beatrepeat' MusicXML.measurerepeat' MusicXML.multiplerest' MusicXML.measurestyle' MusicXML.transpose' MusicXML.stafftuning' MusicXML.staffdetails' MusicXML.stafftype' MusicXML.showfrets' MusicXML.clef' MusicXML.clefsign' MusicXML.partsymbol' MusicXML.groupsymbolvalue' MusicXML.interchangeable' MusicXML.timerelation' MusicXML.timesymbol' MusicXML.timeseparator' MusicXML.ItemsChoiceType9' MusicXML.keyoctave' MusicXML.cancel' MusicXML.cancellocation' MusicXML.ItemsChoiceType8' MusicXML.attributes' MusicXML.attributesDirective' MusicXML.sound' MusicXML.mididevice' MusicXML.midiinstrument' MusicXML.play' MusicXML.mute' MusicXML.otherplay' MusicXML.semipitched' MusicXML.otherdirection' MusicXML.stick' MusicXML.sticktype' MusicXML.stickmaterial' MusicXML.tipdirection' MusicXML.beater' MusicXML.beatervalue' MusicXML.percussion' MusicXML.effect' MusicXML.glass' MusicXML.membrane' MusicXML.metal' MusicXML.pitched' MusicXML.sticklocation' MusicXML.wood' MusicXML.enclosureshape' MusicXML.accordionregistration' MusicXML.principalvoice' MusicXML.principalvoicesymbol' MusicXML.scordatura' MusicXML.accord' MusicXML.stringmute' MusicXML.onoff' MusicXML.pedaltuning' MusicXML.harppedals' MusicXML.updownstopcontinue' MusicXML.beamvalue' MusicXML.metronomenote' MusicXML.metronometuplet' MusicXML.showtuplet' MusicXML.timemodification' MusicXML.perminute' MusicXML.metronome' MusicXML.pedal' MusicXML.startstopchangecontinue' MusicXML.bracket' MusicXML.lineend' MusicXML.linetype' MusicXML.dashes' MusicXML.wedge' MusicXML.wedgetype' MusicXML.ItemsChoiceType5' MusicXML.image' MusicXML.ItemsChoiceType7' MusicXML.direction' MusicXML.forward' MusicXML.backup' MusicXML.textfontcolor' MusicXML.textdirection' MusicXML.textelementdata' MusicXML.syllabic' MusicXML.ItemsChoiceType6' MusicXML.nonarpeggiate' MusicXML.topbottom' MusicXML.arpeggiate' MusicXML.updown' MusicXML.emptyplacement' MusicXML.heeltoe' MusicXML.breathmark' MusicXML.breathmarkvalue' MusicXML.emptyline' MusicXML.lineshape' MusicXML.placementtext' MusicXML.ItemsChoiceType4' MusicXML.arrow' MusicXML.arrowdirection' MusicXML.arrowstyle' MusicXML.circulararrow' MusicXML.bend' MusicXML.ItemChoiceType1' MusicXML.handbell' MusicXML.handbellvalue' MusicXML.harmonic' MusicXML.ItemChoiceType' MusicXML.Item1ChoiceType' MusicXML.hole' MusicXML.holeclosed' MusicXML.holeclosedlocation' MusicXML.holeclosedvalue' MusicXML.ItemsChoiceType3' MusicXML.accidentalmark' MusicXML.horizontalturn' MusicXML.emptytrillsound' MusicXML.mordent' MusicXML.ItemsChoiceType2' MusicXML.tupletdot' MusicXML.tuplettype' MusicXML.tupletnumber' MusicXML.tupletportion' MusicXML.tuplet' MusicXML.overunder' MusicXML.tied' MusicXML.notations' MusicXML.fan' MusicXML.noteheadtext' MusicXML.notehead' MusicXML.noteheadvalue' MusicXML.stem' MusicXML.stemvalue' MusicXML.accidental' MusicXML.notetype' MusicXML.instrument' MusicXML.tie' MusicXML.rest' MusicXML.unpitched' MusicXML.pitch' MusicXML.grace' MusicXML.ItemsChoiceType1' MusicXML.virtualinstrument' MusicXML.scoreinstrument' MusicXML.partname' MusicXML.scorepart' MusicXML.identification' MusicXML.typedtext' MusicXML.supports' MusicXML.ItemsChoiceType' MusicXML.miscellaneousfield' MusicXML.groupbarline' MusicXML.groupbarlinevalue' MusicXML.groupsymbol' MusicXML.groupname' MusicXML.partlist' MusicXML.bookmark' MusicXML.credit' MusicXML.lyriclanguage' MusicXML.lyricfont' MusicXML.emptyfont' MusicXML.otherappearance' MusicXML.distance' MusicXML.notesize' MusicXML.notesizetype' MusicXML.linewidth' MusicXML.appearance' MusicXML.scaling' MusicXML.defaults' MusicXML.scorepartwisePart' MusicXML.scorepartwisePartMeasure' MusicXML.scoretimewiseMeasure
Feature Concentration,cadencii.vsq,cadencii.vsq.io,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ISequenceWriter' MusicXmlWriter' TiedEvent' VsqxWriter' ExportSettings]' [MusicXmlNoteUtil]' [VsqxReader]' [XmlAttributeUtil]. LCC (Lack of Component Cohesion) = 0.5,cadencii.vsq.io.MusicXmlNoteUtil' cadencii.vsq.io.VsqxReader' cadencii.vsq.io.XmlAttributeUtil
Scattered Functionality,cadencii.vsq,cadencii.vsq,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: cadencii.java.io' cadencii,cadencii.java.io.BufferedReader' cadencii.serr' cadencii.java.io.RandomAccessFile
