Implementation smell,Namespace,Class,File,Method,Description
Long Statement,StatsdClientTests,StatsdTests,D:\research\architectureSmells\repos\lukevenediger_statsd-csharp-client\StatsdClientTests\StatsdTests.cs,LogCount_ValidInput_Success,The length of the statement  "            _outputChannel.Setup(p => p.SendAsync(stat + ":" + count.ToString() + "|c")).Returns(Task.FromResult(false)).Verifiable(); " is 122.
Long Statement,StatsdClientTests,StatsdTests,D:\research\architectureSmells\repos\lukevenediger_statsd-csharp-client\StatsdClientTests\StatsdTests.cs,LogTiming_ValidInput_Success,The length of the statement  "            _outputChannel.Setup(p => p.SendAsync(stat + ":" + count.ToString() + "|ms")).Returns(Task.FromResult(false)).Verifiable(); " is 123.
Long Statement,StatsdClientTests,StatsdTests,D:\research\architectureSmells\repos\lukevenediger_statsd-csharp-client\StatsdClientTests\StatsdTests.cs,LogGauge_ValidInput_Success,The length of the statement  "            _outputChannel.Setup(p => p.SendAsync(stat + ":" + count.ToString() + "|g")).Returns(Task.FromResult(false)).Verifiable(); " is 122.
Long Statement,StatsdClientTests,StatsdTests,D:\research\architectureSmells\repos\lukevenediger_statsd-csharp-client\StatsdClientTests\StatsdTests.cs,Constructor_PrefixEndsInPeriod_RemovePeriod,The length of the statement  "            _outputChannel.Setup(p => p.SendAsync("foo." + stat + ":" + count.ToString() + "|c")).Returns(Task.FromResult(false)).Verifiable(); " is 131.
Long Statement,StatsdClientTests,StatsdTests,D:\research\architectureSmells\repos\lukevenediger_statsd-csharp-client\StatsdClientTests\StatsdTests.cs,LogCount_NullPrefix_DoesNotStartNameWithPeriod,The length of the statement  "            _outputChannel.Setup(p => p.SendAsync(It.Is<string>(q => q == inputStat))).Returns(Task.FromResult(false)).Verifiable(); " is 120.
Long Statement,StatsdClientTests,StatsdTests,D:\research\architectureSmells\repos\lukevenediger_statsd-csharp-client\StatsdClientTests\StatsdTests.cs,LogCount_EmptyStringPrefix_DoesNotStartNameWithPeriod,The length of the statement  "            _outputChannel.Setup(p => p.SendAsync(It.Is<string>(q => q == inputStat))).Returns(Task.FromResult(false)).Verifiable(); " is 120.
Long Statement,StatsdClientTests,StatsdTests,D:\research\architectureSmells\repos\lukevenediger_statsd-csharp-client\StatsdClientTests\StatsdTests.cs,LogRaw_WithoutEpoch_Valid,The length of the statement  "            _outputChannel.Setup(p => p.SendAsync(It.Is<String>(q => q == inputStat))).Returns(Task.FromResult(false)).Verifiable(); " is 120.
Long Statement,StatsdClientTests,StatsdTests,D:\research\architectureSmells\repos\lukevenediger_statsd-csharp-client\StatsdClientTests\StatsdTests.cs,LogRaw_WithEpoch_Valid,The length of the statement  "            _outputChannel.Setup(p => p.SendAsync(It.Is<String>(q => q == inputStat))).Returns(Task.FromResult(false)).Verifiable(); " is 120.
Magic Number,StatsdClientTests,StatsdExtensionsTests,D:\research\architectureSmells\repos\lukevenediger_statsd-csharp-client\StatsdClientTests\StatsdExtensionsTests.cs,Initialise,The following statement contains a magic number: _statsd = new Statsd("localhost"' 12000' outputChannel: _outputChannel.Object);
Magic Number,StatsdClientTests,StatsdExtensionsTests,D:\research\architectureSmells\repos\lukevenediger_statsd-csharp-client\StatsdClientTests\StatsdExtensionsTests.cs,Gauge_SendFloatToStatsd_Success,The following statement contains a magic number: _statsd.gauge().foo.bar += 1.5f;
Magic Number,StatsdClientTests,StatsdExtensionsTests,D:\research\architectureSmells\repos\lukevenediger_statsd-csharp-client\StatsdClientTests\StatsdExtensionsTests.cs,Gauge_SendDoubleToStatsd_Success,The following statement contains a magic number: _statsd.gauge().foo.bar += 2.5d;
Magic Number,StatsdClientTests,StatsdExtensionsTests,D:\research\architectureSmells\repos\lukevenediger_statsd-csharp-client\StatsdClientTests\StatsdExtensionsTests.cs,Gauge_SendDecimalToStatsd_Success,The following statement contains a magic number: _statsd.gauge().foo.bar += 2.5M;
Magic Number,StatsdClientTests,StatsdTests,D:\research\architectureSmells\repos\lukevenediger_statsd-csharp-client\StatsdClientTests\StatsdTests.cs,Initialise,The following statement contains a magic number: _statsd = new Statsd("localhost"' 12000' outputChannel: _outputChannel.Object);
Magic Number,StatsdClientTests,StatsdTests,D:\research\architectureSmells\repos\lukevenediger_statsd-csharp-client\StatsdClientTests\StatsdTests.cs,Constructor_PrefixEndsInPeriod_RemovePeriod,The following statement contains a magic number: var statsd = new Statsd("localhost"' 12000' "foo."' outputChannel: _outputChannel.Object);
Magic Number,StatsdClientTests,StatsdTests,D:\research\architectureSmells\repos\lukevenediger_statsd-csharp-client\StatsdClientTests\StatsdTests.cs,LogCount_NullPrefix_DoesNotStartNameWithPeriod,The following statement contains a magic number: var statsd = new Statsd("localhost"' 12000' prefix: null' outputChannel: _outputChannel.Object);
