Implementation smell,Namespace,Class,File,Method,Description
Complex Method,NewRelicConfigBuilder,Program,D:\newReposJune17\Pablissimo_nrconfig\src\NRConfigTool\Program.cs,Main,Cyclomatic complexity of the method is 11
Complex Method,NRConfigTool,CustomInstrumentationGenerator,D:\newReposJune17\Pablissimo_nrconfig\src\NRConfigTool\CustomInstrumentationGenerator.cs,Execute,Cyclomatic complexity of the method is 8
Complex Method,NRConfigTool,CustomInstrumentationMerger,D:\newReposJune17\Pablissimo_nrconfig\src\NRConfigTool\CustomInstrumentationMerger.cs,Execute,Cyclomatic complexity of the method is 9
Complex Method,NRConfigTool.Logging,BuildTaskLogAppender,D:\newReposJune17\Pablissimo_nrconfig\src\NRConfigTool\Logging\BuildTaskLogAppender.cs,Append,Cyclomatic complexity of the method is 24
Long Statement,NewRelicConfigBuilder,Program,D:\newReposJune17\Pablissimo_nrconfig\src\NRConfigTool\Program.cs,Main,The length of the statement  "		if (pathPart.Any (x => invalidPathCharacters.Any (y => y == x)) || filePart.Any (x => invalidFilenameCharacters.Any (y => y == x))) { " is 133.
Long Statement,NewRelicConfigBuilder,Program,D:\newReposJune17\Pablissimo_nrconfig\src\NRConfigTool\Program.cs,Main,The length of the statement  "			Console.WriteLine ("The specified output filename is invalid : " + parsedArgs.OutputFile + " " + pathPart + " " + filePart); " is 124.
Long Statement,NewRelicConfigBuilder,Program,D:\newReposJune17\Pablissimo_nrconfig\src\NRConfigTool\Program.cs,CurrentDomain_UnhandledException,The length of the statement  "	log4net.LogManager.GetLogger (typeof(Program)).Fatal ("Unhandled exception during operation - try running with /v or /debug flags for a trace to be sent to developer."' e.ExceptionObject as Exception); " is 201.
Long Statement,NewRelicConfigBuilder,Program,D:\newReposJune17\Pablissimo_nrconfig\src\NRConfigTool\Program.cs,MakeFilterFromWildcards,The length of the statement  "		regexes.Add (new Regex ("^" + safe.Replace (@"\*"' ".*").Replace (@"\?"' ".?") + "$"' RegexOptions.IgnoreCase | RegexOptions.IgnorePatternWhitespace | RegexOptions.Singleline | RegexOptions.Compiled)); " is 201.
Long Statement,NRConfigTool,CustomInstrumentationGenerator,D:\newReposJune17\Pablissimo_nrconfig\src\NRConfigTool\CustomInstrumentationGenerator.cs,Execute,The length of the statement  "		_logger.Warn (string.Format ("WARNING - New Relic recommend instrumenting no more than {0} targets to avoid performance issues."' MAX_TARGETS_BEFORE_WARNING)); " is 159.
Long Statement,NRConfigTool,NewRelicCustomInstrumentationFileTask,D:\newReposJune17\Pablissimo_nrconfig\src\NRConfigTool\NewRelicCustomInstrumentationFileTask.cs,Execute,The length of the statement  "		IEnumerable<string> inputFiles = this.InputFiles.Where (x => !string.IsNullOrWhiteSpace (x.ItemSpec)).Select (x => x.ItemSpec).ToList (); " is 137.
Empty Catch Block,NewRelicConfigBuilder,Program,D:\newReposJune17\Pablissimo_nrconfig\src\NRConfigTool\Program.cs,Main,The method has an empty catch block.
Missing Default,NewRelicConfigBuilder,Program,D:\newReposJune17\Pablissimo_nrconfig\src\NRConfigTool\Program.cs,Main,The following switch statement is missing a default case: switch (mode) {  case OperationMode.Create:  	Environment.ExitCode = ProcessCreate (parsedArgs);  	break;  case OperationMode.Merge:  	Environment.ExitCode = ProcessMerge (parsedArgs);  	break;  }  
