Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Insight,StatisticsApp,C:\repos\DeltaEngine_DeltaEngine.SharpDX\Samples\Insight\StatisticsApp.cs,PositionControls,The length of the statement  "	var drawArea = new Rectangle (0.5f - height * 0.2825f + rightLeftBorder' top + topBottomBorder' height * 0.53675f' height * 0.665f); " is 132.
Long Statement,Insight,StatisticsApp,C:\repos\DeltaEngine_DeltaEngine.SharpDX\Samples\Insight\StatisticsApp.cs,PositionControls,The length of the statement  "	userStats.LastDrawArea = userStats.DrawArea = new Rectangle (drawArea.Left' drawArea.Bottom + topBottomBorder' height * 0.260f' height * 0.255f); " is 145.
Long Statement,Insight,StatisticsApp,C:\repos\DeltaEngine_DeltaEngine.SharpDX\Samples\Insight\StatisticsApp.cs,PositionControls,The length of the statement  "	topLocation.LastDrawArea = topLocation.DrawArea = new Rectangle (drawArea.Left + height * 0.260f + 0.9f * topBottomBorder' drawArea.Bottom + topBottomBorder' height * 0.260f' height * 0.255f); " is 192.
