Method,LOC,CC,PC
AcceptableRangeChart:OnYMappingChanged,3,1,2
AcceptableRangeMultiConverter:ConvertCore,5,1,5
BarChart:BarChart,3,1,0
BarChart:BarChart,4,1,0
ForestDisplayControl:ForestDisplayControl,5,1,0
ForestDisplayControl:Viewport_ContentBoundsChanged,3,1,2
ForestDisplayControl:OnForestConverterChanged,14,2,1
CrossMarker:CreateGeometry,6,1,0
DiamondMarker:CreateGeometry,13,1,0
DownTriangleMarker:CreateGeometry,12,1,0
EllipseMarker:EllipseMarker,2,1,0
EllipseMarker:CreateShape,3,1,0
PathMarker:CreateShape,5,1,0
PathMarker:CreateGeometry,1,1,0
PlusMarker:CreateGeometry,6,1,0
RectangleMarker:CreateShape,3,1,0
UpTriangleMarker:CreateGeometry,12,1,0
ForestDisplayGenerator:ForestDisplayGenerator,6,1,0
ForestDisplayGenerator:SetBindings,17,1,2
ForestDisplayGenerator:OnForestConverterChanged,12,2,2
ForestDisplayGenerator:CreateBindings,28,1,0
ForestDisplayGenerator:CreateMarkerCore,33,1,1
ForestDisplayGenerator:OnIsReadyChanged,4,2,0
TemplateSelectorMarkerGenerator:CreateMarkerCore,6,1,1
TemplateSelectorMarkerGenerator:SelectTemplate,1,1,1
PieChartLegendItem:PieChartLegendItem,4,1,0
PieChartLegendItem:PieChartLegendItem,24,3,2
PieLegendItemTooltipConverter:Convert,6,1,4
PieLegendItemTooltipConverter:ConvertBack,3,1,4
CandleStickGenerator:CandleStickGenerator,3,1,0
SimpleForestDisplayGenerator:SimpleForestDisplayGenerator,3,1,0
SimpleForestDisplayGenerator:CreateMarkerCore,5,1,1
SimpleForestDisplayGenerator:SetBindings,16,1,1
SimpleForestDisplayGenerator:BeginInit,3,1,0
SimpleForestDisplayGenerator:EndInit,26,2,0
MarkerGenerator:MarkerGenerator,4,1,0
MarkerGenerator:CreateMarker,12,2,1
MarkerGenerator:CreateMarkerCore,3,1,1
MarkerGenerator:RaiseChanged,3,1,0
MarkerGenerator:Release,3,1,1
MarkerGenerator:Dispose,3,1,0
ShapeMarker:ShapeMarker,7,1,0
ShapeMarker:CreateMarkerCore,15,2,1
ShapeMarker:OnInitialized,4,1,1
ShapeMarker:OnPropertyChanged,7,2,1
ShapeMarker:CreateShape,1,1,0
ShapeMarker:CreateBinding,7,1,1
TemplateMarkerGenerator:TemplateMarkerGenerator,2,1,0
TemplateMarkerGenerator:TemplateMarkerGenerator,3,1,1
TemplateMarkerGenerator:OnMarkerTemplateChanged,4,1,2
TemplateMarkerGenerator:CreateMarkerCore,8,2,1
AngleRadiusToPointConverter:Convert,20,4,4
AngleRadiusToPointConverter:ConvertBack,3,1,4
AngleToArcEndPointConverter:Convert,9,2,4
AngleToArcEndPointConverter:ConvertBack,3,1,4
AngleToIsLargeArcConverter:Convert,4,1,4
AngleToIsLargeArcConverter:ConvertBack,3,1,4
DonutPointConverter:Convert,17,6,4
