Method,LOC,CC,PC
DateTimeToDoubleConversion:DateTimeToDoubleConversion,6,1,4
DateTimeToDoubleConversion:FromDouble,6,1,1
DateTimeToDoubleConversion:ToDouble,4,1,1
ExtendedDaysStrategy:GetDifference,17,6,1
ExtendedDaysStrategy:TryGetLowerDiff,10,1,2
ExtendedDaysStrategy:TryGetBiggerDiff,8,1,2
IDateTimeTicksStrategy:GetDifference,1,1,1
IDateTimeTicksStrategy:TryGetLowerDiff,1,1,2
IDateTimeTicksStrategy:TryGetBiggerDiff,1,1,2
TimePeriodTicksProvider:RaiseChanged,5,2,0
TimePeriodTicksProvider:RoundUp,1,1,2
TimePeriodTicksProvider:RoundDown,1,1,2
TimePeriodTicksProvider:GetDifferenceCore,1,1,0
TimePeriodTicksProvider:GetTickCountsCore,1,1,0
TimePeriodTicksProvider:DecreaseTickCount,8,3,1
TimePeriodTicksProvider:IncreaseTickCount,8,3,1
TimePeriodTicksProvider:GetSpecificValue,1,1,2
TimePeriodTicksProvider:GetStart,1,1,3
TimePeriodTicksProvider:IsMinDate,1,1,1
TimePeriodTicksProvider:AddStep,1,1,2
TimePeriodTicksProvider:GetTicks,38,5,2
TimePeriodTicksProvider:Continue,1,1,2
TimePeriodTicksProvider:RoundUp,1,1,2
TimePeriodTicksProvider:RoundDown,1,1,2
TimePeriodTicksProvider:Trim,1,1,2
DatePeriodTicksProvider:Continue,3,1,2
DatePeriodTicksProvider:Trim,21,6,2
DatePeriodTicksProvider:RoundUp,4,1,2
DatePeriodTicksProvider:SafelyRoundUp,5,1,1
DatePeriodTicksProvider:RoundDown,4,1,2
DatePeriodTicksProvider:RoundDown,30,23,2
DatePeriodTicksProvider:RoundUp,29,23,2
DefaultDateTimeTicksStrategy:GetDifference,19,7,1
DefaultDateTimeTicksStrategy:TryGetLowerDiff,9,2,2
DefaultDateTimeTicksStrategy:TryGetBiggerDiff,9,2,2
MinorTimeProviderBase:RaiseChanged,5,2,0
MinorTimeProviderBase:MinorTimeProviderBase,3,1,1
MinorTimeProviderBase:SetTicks,3,1,1
MinorTimeProviderBase:GetTicks,13,2,4
MinorTimeProviderBase:Clip,16,3,2
MinorTimeProviderBase:IsInside,1,1,2
MinorTimeProviderBase:DecreaseTickCount,8,3,1
MinorTimeProviderBase:IncreaseTickCount,8,3,1
HorizontalTimeSpanAxis:HorizontalTimeSpanAxis,3,1,0
HorizontalTimeSpanAxis:ValidatePlacement,4,2,1
MinorTimeSpanTicksProvider:MinorTimeSpanTicksProvider,2,1,1
MinorTimeSpanTicksProvider:IsInside,3,1,2
TimeSpanAxis:TimeSpanAxis,2,1,0
TimeSpanAxis:DoubleToTimeSpan,9,3,1
TimeSpanAxis:TimeSpanToDouble,3,1,1
TimeSpanAxis:SetConversion,5,1,4
TimeSpanAxisControl:TimeSpanAxisControl,6,1,1
TimeSpanLabelProvider:CreateLabels,17,2,1
TimeSpanTicksProvider:TimeSpanTicksProvider,16,1,0
TimeSpanTicksProvider:GetDifference,3,1,2
DataFollowChart:DataFollowChart,6,1,0
DataFollowChart:CreateDefaultMarker,10,1,0
DataFollowChart:DataFollowChart,3,1,1
DataFollowChart:OnMarkerTemplateChanged,14,2,2
DataFollowChart:OnPointSourceChanged,16,4,2
DataFollowChart:UpdateUIRepresentation,36,3,0
DataFollowChart:OnMarkerPositionChanged,4,1,2
DataFollowChart:OnPlotterAttached,4,1,1
DataFollowChart:MainGrid_MouseMove,3,1,2
DataFollowChart:OnPlotterDetaching,4,1,1
DataFollowChart:Viewport_PropertyChanged,4,1,2
DataFollowChart:Source_VisiblePointsChanged,7,2,2
DataSource2dContext:GetVisibleRect,3,1,1
DataSource2dContext:SetVisibleRect,3,1,2
DataSource2dContext:GetScreenRect,3,1,1
DataSource2dContext:SetScreenRect,3,1,2
DebugMenu:DebugMenu,3,1,0
DebugMenu:TryFindMenuItem,3,1,2
DebugMenu:OnPlotterAttached,4,1,1
DebugMenu:OnPlotterDetaching,4,1,1
LegendStyles:GetLegendStyles,4,1,0
NewLegendItem:NewLegendItem,4,1,0
LegendBottomButtonIsEnabledConverter:ConvertCore,6,1,6
LegendTopButtonToIsEnabledConverter:ConvertCore,4,1,4
LiveToolTip:LiveToolTip,10,1,0
LiveToolTip:LiveToolTip,4,1,0
LiveToolTipAdorner:LiveToolTipAdorner,14,1,2
LiveToolTipAdorner:LiveTooltipAdorner_Unloaded,3,1,2
LiveToolTipAdorner:adornedElement_MouseLeave,3,1,2
LiveToolTipAdorner:adornedElement_MouseEnter,3,1,2
LiveToolTipAdorner:adornedElement_MouseMove,5,1,2
LiveToolTipAdorner:ArrangeTooltip,6,1,0
LiveToolTipAdorner:GetVisualChild,3,1,1
LiveToolTipAdorner:MeasureOverride,7,2,1
LiveToolTipAdorner:ArrangeOverride,7,2,1
LiveToolTipService:GetToolTip,3,1,1
LiveToolTipService:SetToolTip,3,1,2
LiveToolTipService:GetLiveToolTip,3,1,1
LiveToolTipService:SetLiveToolTip,3,1,2
LiveToolTipService:GetTooltipOpacity,3,1,1
LiveToolTipService:SetTooltipOpacity,3,1,2
LiveToolTipService:OnTooltipOpacityChanged,6,2,2
LiveToolTipService:GetIsPropertyProxy,3,1,1
LiveToolTipService:SetIsPropertyProxy,3,1,2
LiveToolTipService:OnToolTipChanged,37,7,2
LiveToolTipService:AddTooltipForElement,5,1,2
LiveToolTipService:source_Loaded,6,2,2
LiveToolTipService:AddTooltip,37,7,1
NaiveColorMap:BuildImage,27,5,0
TimeSpanTicksProviderBase:Continue,3,1,2
TimeSpanTicksProviderBase:RoundDown,3,1,2
TimeSpanTicksProviderBase:RoundUp,3,1,2
TimeSpanTicksProviderBase:Shift,27,19,2
TimeSpanTicksProviderBase:RoundDown,30,20,2
TimeSpanTicksProviderBase:RoundUp,5,1,2
TimeSpanTicksProviderBase:Trim,21,6,2
TimeSpanTicksProviderBase:IsMinDate,3,1,1
DayTimeSpanProvider:GetDifferenceCore,3,1,0
DayTimeSpanProvider:GetTickCountsCore,9,1,0
DayTimeSpanProvider:GetSpecificValue,3,1,2
DayTimeSpanProvider:GetStart,9,2,3
DayTimeSpanProvider:AddStep,3,1,2
HourTimeSpanProvider:GetDifferenceCore,3,1,0
HourTimeSpanProvider:GetTickCountsCore,11,1,0
HourTimeSpanProvider:GetSpecificValue,3,1,2
HourTimeSpanProvider:GetStart,9,2,3
HourTimeSpanProvider:AddStep,3,1,2
MinuteTimeSpanProvider:GetDifferenceCore,3,1,0
MinuteTimeSpanProvider:GetTickCountsCore,13,1,0
MinuteTimeSpanProvider:GetSpecificValue,3,1,2
MinuteTimeSpanProvider:GetStart,8,2,3
MinuteTimeSpanProvider:AddStep,3,1,2
SecondTimeSpanProvider:GetDifferenceCore,3,1,0
SecondTimeSpanProvider:GetTickCountsCore,13,1,0
SecondTimeSpanProvider:GetSpecificValue,3,1,2
SecondTimeSpanProvider:GetStart,9,2,3
SecondTimeSpanProvider:AddStep,3,1,2
MillisecondTimeSpanProvider:GetDifferenceCore,3,1,0
MillisecondTimeSpanProvider:GetTickCountsCore,13,1,0
MillisecondTimeSpanProvider:GetSpecificValue,3,1,2
MillisecondTimeSpanProvider:GetStart,9,2,3
MillisecondTimeSpanProvider:AddStep,3,1,2
TimeSpanToDoubleConversion:TimeSpanToDoubleConversion,2,1,2
TimeSpanToDoubleConversion:TimeSpanToDoubleConversion,6,1,4
TimeSpanToDoubleConversion:FromDouble,6,1,1
TimeSpanToDoubleConversion:ToDouble,4,1,1
TimeTicksProviderBase:RaiseChanged,5,2,0
TimeTicksProviderBase:GetDifference,1,1,2
TimeTicksProviderBase:GetTicks,18,2,2
TimeTicksProviderBase:ModifyTicksGuard,6,2,2
TimeTicksProviderBase:ModifyTicks,3,1,2
TimeTicksProviderBase:DecreaseTickCount,8,2,1
TimeTicksProviderBase:IncreaseTickCount,6,1,1
VerticalTimeSpanAxis:VerticalTimeSpanAxis,3,1,0
VerticalTimeSpanAxis:ValidatePlacement,4,2,1
ContentGraph:ContentGraph,3,1,0
ContentGraph:OnPlotterChanged,4,1,2
ContentGraph:OnPlotterChanged,12,3,1
ContentGraph:Viewport_PropertyChanged,3,1,2
ContentGraph:OnViewportPropertyChanged,2,1,1
