Implementation smell,Namespace,Class,File,Method,Description
Long Statement,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawSheet1,The length of the statement  "	HSSFSimpleShape rect = patriarch.CreateSimpleShape (new HSSFClientAnchor (100' 100' 900' 200' (short)0' 0' (short)0' 0)); " is 121.
Long Statement,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawSheet4,The length of the statement  "	HSSFTextbox textbox1 = (HSSFTextbox)patriarch.CreateTextbox (new HSSFClientAnchor (0' 0' 0' 0' (short)1' 1' (short)2' 2)); " is 122.
Long Statement,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawSheet4,The length of the statement  "	HSSFTextbox textbox2 = (HSSFTextbox)patriarch.CreateTextbox (new HSSFClientAnchor (0' 0' 900' 100' (short)3' 3' (short)3' 4)); " is 126.
Long Statement,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawSheet4,The length of the statement  "	HSSFTextbox textbox3 = (HSSFTextbox)patriarch.CreateTextbox (new HSSFClientAnchor (0' 0' 900' 100' (short)4' 4' (short)5' 4 + 1)); " is 130.
Long Statement,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawGrid,The length of the statement  "		a2.SetAnchor ((short)2' 2' (int)(x1 * xRatio)' (int)(y1 * yRatio)' (short)2' 2' (int)(x2 * xRatio)' (int)(y2 * yRatio)); " is 120.
Long Statement,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawGrid,The length of the statement  "		a2.SetAnchor ((short)2' 2' (int)(x1 * xRatio)' (int)(y1 * yRatio)' (short)2' 2' (int)(x2 * xRatio)' (int)(y2 * yRatio)); " is 120.
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawSheet1,The following statement contains a magic number: row.Height = ((short)2800);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawSheet1,The following statement contains a magic number: sheet1.SetColumnWidth (2' 9000);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawSheet1,The following statement contains a magic number: sheet1.SetColumnWidth (2' 9000);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawSheet2,The following statement contains a magic number: row.HeightInPoints = 240;  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawSheet2,The following statement contains a magic number: sheet2.SetColumnWidth (2' 9000);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawSheet2,The following statement contains a magic number: sheet2.SetColumnWidth (2' 9000);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawSheet3,The following statement contains a magic number: row.HeightInPoints = 140;  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawSheet3,The following statement contains a magic number: sheet3.SetColumnWidth (2' 9000);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawSheet3,The following statement contains a magic number: sheet3.SetColumnWidth (2' 9000);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawSheet3,The following statement contains a magic number: ((HSSFChildAnchor)shape1.Anchor).SetAnchor ((short)3' 3' 500' 500);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawSheet3,The following statement contains a magic number: ((HSSFChildAnchor)shape1.Anchor).SetAnchor ((short)3' 3' 500' 500);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawSheet3,The following statement contains a magic number: ((HSSFChildAnchor)shape1.Anchor).SetAnchor ((short)3' 3' 500' 500);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawSheet3,The following statement contains a magic number: ((HSSFChildAnchor)shape1.Anchor).SetAnchor ((short)3' 3' 500' 500);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawSheet4,The following statement contains a magic number: textbox2.SetFillColor (200' 0' 0);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawSheet4,The following statement contains a magic number: str.ApplyFont (2' 5' font);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawSheet4,The following statement contains a magic number: str.ApplyFont (2' 5' font);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawOval,The following statement contains a magic number: a.SetAnchor ((short)2' 2' 20' 20' (short)2' 2' 190' 80);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawOval,The following statement contains a magic number: a.SetAnchor ((short)2' 2' 20' 20' (short)2' 2' 190' 80);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawOval,The following statement contains a magic number: a.SetAnchor ((short)2' 2' 20' 20' (short)2' 2' 190' 80);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawOval,The following statement contains a magic number: a.SetAnchor ((short)2' 2' 20' 20' (short)2' 2' 190' 80);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawOval,The following statement contains a magic number: a.SetAnchor ((short)2' 2' 20' 20' (short)2' 2' 190' 80);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawOval,The following statement contains a magic number: a.SetAnchor ((short)2' 2' 20' 20' (short)2' 2' 190' 80);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawOval,The following statement contains a magic number: a.SetAnchor ((short)2' 2' 20' 20' (short)2' 2' 190' 80);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawOval,The following statement contains a magic number: a.SetAnchor ((short)2' 2' 20' 20' (short)2' 2' 190' 80);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawOval,The following statement contains a magic number: s.SetLineStyleColor (10' 10' 10);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawOval,The following statement contains a magic number: s.SetLineStyleColor (10' 10' 10);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawOval,The following statement contains a magic number: s.SetLineStyleColor (10' 10' 10);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawOval,The following statement contains a magic number: s.SetFillColor (90' 10' 200);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawOval,The following statement contains a magic number: s.SetFillColor (90' 10' 200);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawOval,The following statement contains a magic number: s.SetFillColor (90' 10' 200);  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawOval,The following statement contains a magic number: s.LineWidth = HSSFShape.LINEWIDTH_ONE_PT * 3;  
Magic Number,DrawingInXls,Program,C:\repos\xoposhiy_npoi\trunk\examples\hssf\DrawingInXls\Program.cs,DrawPolygon,The following statement contains a magic number: a.SetAnchor ((short)2' 2' 0' 0' (short)3' 3' 1023' 255);  
