Implementation smell,Namespace,Class,File,Method,Description
Long Statement,VocaDb.SiteMapGenerator.VocaDb,VocaDbClient,C:\repos\VocaDB_vocadb\VocaDb.SiteMapGenerator\VocaDb\VocaDbClient.cs,GetEvents,The length of the statement  "			return await GetEntries<PartialFindResult<EntryBaseContract>>(string.Format("{0}api/releaseEvents?maxResults=100000"' apiRoot)); " is 128.
Missing Default,VocaDb.SiteMapGenerator.Sitemap,SitemapGenerator,C:\repos\VocaDB_vocadb\VocaDb.SiteMapGenerator\Sitemap\SitemapGenerator.cs,GenerateEntryUrl,The following switch statement is missing a default case: switch (entryType) {  				case EntryType.Album:  					return string.Format("{0}Al/{1}"' siteRoot' id.Id);  				case EntryType.Artist:  					return string.Format("{0}Ar/{1}"' siteRoot' id.Id);  				case EntryType.ReleaseEvent:  					return string.Format("{0}E/{1}/{2}"' siteRoot' id.Id' id.UrlSlug);  				case EntryType.Song:  					return string.Format("{0}S/{1}"' siteRoot' id.Id);  				case EntryType.Tag:  					return string.Format("{0}T/{1}/{2}"' siteRoot' id.Id' id.UrlSlug);  			}
