Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,Bonobo.Git.Server,Bonobo.Git.Server.Attributes,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Bonobo.Git.Server.Attributes' Bonobo.Git.Server.Models,Bonobo.Git.Server.Attributes.AllViewsFilter' Bonobo.Git.Server.Attributes.UniqueRepoNameAttribute' Bonobo.Git.Server.Models.LogOnModel' Bonobo.Git.Server.Models.RepositoryModel' Bonobo.Git.Server.Models.RepositoryDetailModel,Bonobo.Git.Server.Attributes.AllViewsFilter' Bonobo.Git.Server.Attributes.UniqueRepoNameAttribute' Bonobo.Git.Server.Models.LogOnModel' Bonobo.Git.Server.Models.RepositoryModel' Bonobo.Git.Server.Models.RepositoryDetailModel
Cyclic Dependency,Bonobo.Git.Server,Bonobo.Git.Server.Attributes,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Bonobo.Git.Server.Attributes' Bonobo.Git.Server' Bonobo.Git.Server.Models,Bonobo.Git.Server.Attributes.AllViewsFilter' Bonobo.Git.Server.Attributes.UniqueRepoNameAttribute' Bonobo.Git.Server.RepositoryNameNormalizerAttribute' Bonobo.Git.Server.Startup' Bonobo.Git.Server.GitAuthorizeAttribute' Bonobo.Git.Server.RepositoryBrowser' Bonobo.Git.Server.MvcApplication' Bonobo.Git.Server.Models.LogOnModel' Bonobo.Git.Server.Models.RepositoryModel' Bonobo.Git.Server.Models.RepositoryDetailModel,Bonobo.Git.Server.Attributes.AllViewsFilter' Bonobo.Git.Server.Attributes.UniqueRepoNameAttribute' Bonobo.Git.Server.RepositoryNameNormalizerAttribute' Bonobo.Git.Server.Startup' Bonobo.Git.Server.GitAuthorizeAttribute' Bonobo.Git.Server.RepositoryBrowser' Bonobo.Git.Server.MvcApplication' Bonobo.Git.Server.Models.LogOnModel' Bonobo.Git.Server.Models.RepositoryModel' Bonobo.Git.Server.Models.RepositoryDetailModel
Cyclic Dependency,Bonobo.Git.Server,Bonobo.Git.Server.Attributes,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Bonobo.Git.Server.Attributes' Bonobo.Git.Server.Models' Bonobo.Git.Server.Data' Bonobo.Git.Server.Models,Bonobo.Git.Server.Attributes.AllViewsFilter' Bonobo.Git.Server.Attributes.UniqueRepoNameAttribute' Bonobo.Git.Server.Models.LogOnModel' Bonobo.Git.Server.Models.RepositoryModel' Bonobo.Git.Server.Models.RepositoryDetailModel' Bonobo.Git.Server.Data.ADBackend' Bonobo.Git.Server.Data.DatabaseResetManager' Bonobo.Git.Server.Data.BonoboGitServerContext' Bonobo.Git.Server.Data.RepositoryPushMode,Bonobo.Git.Server.Attributes.AllViewsFilter' Bonobo.Git.Server.Attributes.UniqueRepoNameAttribute' Bonobo.Git.Server.Models.LogOnModel' Bonobo.Git.Server.Models.RepositoryModel' Bonobo.Git.Server.Models.RepositoryDetailModel' Bonobo.Git.Server.Data.ADBackend' Bonobo.Git.Server.Data.DatabaseResetManager' Bonobo.Git.Server.Data.BonoboGitServerContext' Bonobo.Git.Server.Data.RepositoryPushMode
Cyclic Dependency,Bonobo.Git.Server,Bonobo.Git.Server.Attributes,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Bonobo.Git.Server.Attributes' Bonobo.Git.Server' Bonobo.Git.Server.Configuration' Bonobo.Git.Server.Data' Bonobo.Git.Server.Models,Bonobo.Git.Server.Attributes.AllViewsFilter' Bonobo.Git.Server.Attributes.UniqueRepoNameAttribute' Bonobo.Git.Server.RepositoryNameNormalizerAttribute' Bonobo.Git.Server.Startup' Bonobo.Git.Server.GitAuthorizeAttribute' Bonobo.Git.Server.RepositoryBrowser' Bonobo.Git.Server.MvcApplication' Bonobo.Git.Server.Configuration.DiagnosticReporter' Bonobo.Git.Server.Configuration.UserConfiguration' Bonobo.Git.Server.Data.ADBackend' Bonobo.Git.Server.Data.DatabaseResetManager' Bonobo.Git.Server.Data.BonoboGitServerContext' Bonobo.Git.Server.Data.RepositoryPushMode' Bonobo.Git.Server.Models.LogOnModel' Bonobo.Git.Server.Models.RepositoryModel' Bonobo.Git.Server.Models.RepositoryDetailModel,Bonobo.Git.Server.Attributes.AllViewsFilter' Bonobo.Git.Server.Attributes.UniqueRepoNameAttribute' Bonobo.Git.Server.RepositoryNameNormalizerAttribute' Bonobo.Git.Server.Startup' Bonobo.Git.Server.GitAuthorizeAttribute' Bonobo.Git.Server.RepositoryBrowser' Bonobo.Git.Server.MvcApplication' Bonobo.Git.Server.Configuration.DiagnosticReporter' Bonobo.Git.Server.Configuration.UserConfiguration' Bonobo.Git.Server.Data.ADBackend' Bonobo.Git.Server.Data.DatabaseResetManager' Bonobo.Git.Server.Data.BonoboGitServerContext' Bonobo.Git.Server.Data.RepositoryPushMode' Bonobo.Git.Server.Models.LogOnModel' Bonobo.Git.Server.Models.RepositoryModel' Bonobo.Git.Server.Models.RepositoryDetailModel
Cyclic Dependency,Bonobo.Git.Server,Bonobo.Git.Server,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Bonobo.Git.Server' Bonobo.Git.Server.Data,Bonobo.Git.Server.RepositoryNameNormalizerAttribute' Bonobo.Git.Server.Startup' Bonobo.Git.Server.GitAuthorizeAttribute' Bonobo.Git.Server.RepositoryBrowser' Bonobo.Git.Server.MvcApplication' Bonobo.Git.Server.Data.ADBackend' Bonobo.Git.Server.Data.DatabaseResetManager' Bonobo.Git.Server.Data.BonoboGitServerContext' Bonobo.Git.Server.Data.RepositoryPushMode,Bonobo.Git.Server.RepositoryNameNormalizerAttribute' Bonobo.Git.Server.Startup' Bonobo.Git.Server.GitAuthorizeAttribute' Bonobo.Git.Server.RepositoryBrowser' Bonobo.Git.Server.MvcApplication' Bonobo.Git.Server.Data.ADBackend' Bonobo.Git.Server.Data.DatabaseResetManager' Bonobo.Git.Server.Data.BonoboGitServerContext' Bonobo.Git.Server.Data.RepositoryPushMode
Cyclic Dependency,Bonobo.Git.Server,Bonobo.Git.Server,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Bonobo.Git.Server' Bonobo.Git.Server.Configuration' Bonobo.Git.Server.Data,Bonobo.Git.Server.RepositoryNameNormalizerAttribute' Bonobo.Git.Server.Startup' Bonobo.Git.Server.GitAuthorizeAttribute' Bonobo.Git.Server.RepositoryBrowser' Bonobo.Git.Server.MvcApplication' Bonobo.Git.Server.Configuration.DiagnosticReporter' Bonobo.Git.Server.Configuration.UserConfiguration' Bonobo.Git.Server.Data.ADBackend' Bonobo.Git.Server.Data.DatabaseResetManager' Bonobo.Git.Server.Data.BonoboGitServerContext' Bonobo.Git.Server.Data.RepositoryPushMode,Bonobo.Git.Server.RepositoryNameNormalizerAttribute' Bonobo.Git.Server.Startup' Bonobo.Git.Server.GitAuthorizeAttribute' Bonobo.Git.Server.RepositoryBrowser' Bonobo.Git.Server.MvcApplication' Bonobo.Git.Server.Configuration.DiagnosticReporter' Bonobo.Git.Server.Configuration.UserConfiguration' Bonobo.Git.Server.Data.ADBackend' Bonobo.Git.Server.Data.DatabaseResetManager' Bonobo.Git.Server.Data.BonoboGitServerContext' Bonobo.Git.Server.Data.RepositoryPushMode
Cyclic Dependency,Bonobo.Git.Server,Bonobo.Git.Server,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Bonobo.Git.Server' Bonobo.Git.Server.Data' Bonobo.Git.Server.Configuration' Bonobo.Git.Server.Data,Bonobo.Git.Server.RepositoryNameNormalizerAttribute' Bonobo.Git.Server.Startup' Bonobo.Git.Server.GitAuthorizeAttribute' Bonobo.Git.Server.RepositoryBrowser' Bonobo.Git.Server.MvcApplication' Bonobo.Git.Server.Data.ADBackend' Bonobo.Git.Server.Data.DatabaseResetManager' Bonobo.Git.Server.Data.BonoboGitServerContext' Bonobo.Git.Server.Data.RepositoryPushMode' Bonobo.Git.Server.Configuration.DiagnosticReporter' Bonobo.Git.Server.Configuration.UserConfiguration,Bonobo.Git.Server.RepositoryNameNormalizerAttribute' Bonobo.Git.Server.Startup' Bonobo.Git.Server.GitAuthorizeAttribute' Bonobo.Git.Server.RepositoryBrowser' Bonobo.Git.Server.MvcApplication' Bonobo.Git.Server.Data.ADBackend' Bonobo.Git.Server.Data.DatabaseResetManager' Bonobo.Git.Server.Data.BonoboGitServerContext' Bonobo.Git.Server.Data.RepositoryPushMode' Bonobo.Git.Server.Configuration.DiagnosticReporter' Bonobo.Git.Server.Configuration.UserConfiguration
Cyclic Dependency,Bonobo.Git.Server,Bonobo.Git.Server.Configuration,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Bonobo.Git.Server.Configuration' Bonobo.Git.Server,Bonobo.Git.Server.Configuration.DiagnosticReporter' Bonobo.Git.Server.Configuration.UserConfiguration' Bonobo.Git.Server.RepositoryNameNormalizerAttribute' Bonobo.Git.Server.Startup' Bonobo.Git.Server.GitAuthorizeAttribute' Bonobo.Git.Server.RepositoryBrowser' Bonobo.Git.Server.MvcApplication,Bonobo.Git.Server.Configuration.DiagnosticReporter' Bonobo.Git.Server.Configuration.UserConfiguration' Bonobo.Git.Server.RepositoryNameNormalizerAttribute' Bonobo.Git.Server.Startup' Bonobo.Git.Server.GitAuthorizeAttribute' Bonobo.Git.Server.RepositoryBrowser' Bonobo.Git.Server.MvcApplication
Cyclic Dependency,Bonobo.Git.Server,Bonobo.Git.Server.Configuration,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Bonobo.Git.Server.Configuration' Bonobo.Git.Server.Helpers' Bonobo.Git.Server.Data' Bonobo.Git.Server,Bonobo.Git.Server.Configuration.DiagnosticReporter' Bonobo.Git.Server.Configuration.UserConfiguration' Bonobo.Git.Server.Helpers.ADHelper' Bonobo.Git.Server.Helpers.MembershipHelper' Bonobo.Git.Server.Data.ADBackend' Bonobo.Git.Server.Data.DatabaseResetManager' Bonobo.Git.Server.Data.BonoboGitServerContext' Bonobo.Git.Server.Data.RepositoryPushMode' Bonobo.Git.Server.RepositoryNameNormalizerAttribute' Bonobo.Git.Server.Startup' Bonobo.Git.Server.GitAuthorizeAttribute' Bonobo.Git.Server.RepositoryBrowser' Bonobo.Git.Server.MvcApplication,Bonobo.Git.Server.Configuration.DiagnosticReporter' Bonobo.Git.Server.Configuration.UserConfiguration' Bonobo.Git.Server.Helpers.ADHelper' Bonobo.Git.Server.Helpers.MembershipHelper' Bonobo.Git.Server.Data.ADBackend' Bonobo.Git.Server.Data.DatabaseResetManager' Bonobo.Git.Server.Data.BonoboGitServerContext' Bonobo.Git.Server.Data.RepositoryPushMode' Bonobo.Git.Server.RepositoryNameNormalizerAttribute' Bonobo.Git.Server.Startup' Bonobo.Git.Server.GitAuthorizeAttribute' Bonobo.Git.Server.RepositoryBrowser' Bonobo.Git.Server.MvcApplication
Cyclic Dependency,Bonobo.Git.Server,Bonobo.Git.Server.Controllers,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Bonobo.Git.Server.Controllers' Bonobo.Git.Server,Bonobo.Git.Server.Controllers.ValidationController' Bonobo.Git.Server.Controllers.AccountController' Bonobo.Git.Server.Controllers.HomeController' Bonobo.Git.Server.Controllers.RepositoryController' Bonobo.Git.Server.Controllers.GitController' Bonobo.Git.Server.RepositoryNameNormalizerAttribute' Bonobo.Git.Server.Startup' Bonobo.Git.Server.GitAuthorizeAttribute' Bonobo.Git.Server.RepositoryBrowser' Bonobo.Git.Server.MvcApplication,Bonobo.Git.Server.Controllers.ValidationController' Bonobo.Git.Server.Controllers.AccountController' Bonobo.Git.Server.Controllers.HomeController' Bonobo.Git.Server.Controllers.RepositoryController' Bonobo.Git.Server.Controllers.GitController' Bonobo.Git.Server.RepositoryNameNormalizerAttribute' Bonobo.Git.Server.Startup' Bonobo.Git.Server.GitAuthorizeAttribute' Bonobo.Git.Server.RepositoryBrowser' Bonobo.Git.Server.MvcApplication
