Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,NBug,NBug.Core.Submission,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NBug.Core.Submission' NBug,NBug.Core.Submission.IProtocol' NBug.Core.Submission.Dispatcher' NBug.Core.Submission.ProtocolBase' NBug.Exceptions' NBug.Handler' NBug.Settings,NBug.Core.Submission.IProtocol' NBug.Core.Submission.Dispatcher' NBug.Core.Submission.ProtocolBase' NBug.Exceptions' NBug.Handler' NBug.Settings
Cyclic Dependency,NBug,NBug.Core.Submission,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NBug.Core.Submission' NBug' NBug.Core.Reporting.Info,NBug.Core.Submission.IProtocol' NBug.Core.Submission.Dispatcher' NBug.Core.Submission.ProtocolBase' NBug.Exceptions' NBug.Handler' NBug.Settings' NBug.Core.Reporting.Info.GeneralInfo,NBug.Core.Submission.IProtocol' NBug.Core.Submission.Dispatcher' NBug.Core.Submission.ProtocolBase' NBug.Exceptions' NBug.Handler' NBug.Settings' NBug.Core.Reporting.Info.GeneralInfo
Cyclic Dependency,NBug,NBug.Core.Submission,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NBug.Core.Submission' NBug.Core.Reporting' NBug' NBug.Core.Reporting.Info,NBug.Core.Submission.IProtocol' NBug.Core.Submission.Dispatcher' NBug.Core.Submission.ProtocolBase' NBug.Core.Reporting.BugReport' NBug.Exceptions' NBug.Handler' NBug.Settings' NBug.Core.Reporting.Info.GeneralInfo,NBug.Core.Submission.IProtocol' NBug.Core.Submission.Dispatcher' NBug.Core.Submission.ProtocolBase' NBug.Core.Reporting.BugReport' NBug.Exceptions' NBug.Handler' NBug.Settings' NBug.Core.Reporting.Info.GeneralInfo
Cyclic Dependency,NBug,NBug.Core.Submission,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NBug.Core.Submission' NBug' NBug.Core.Reporting' NBug' NBug.Core.Reporting.Info,NBug.Core.Submission.IProtocol' NBug.Core.Submission.Dispatcher' NBug.Core.Submission.ProtocolBase' NBug.Exceptions' NBug.Handler' NBug.Settings' NBug.Core.Reporting.BugReport' NBug.Core.Reporting.Info.GeneralInfo,NBug.Core.Submission.IProtocol' NBug.Core.Submission.Dispatcher' NBug.Core.Submission.ProtocolBase' NBug.Exceptions' NBug.Handler' NBug.Settings' NBug.Core.Reporting.BugReport' NBug.Core.Reporting.Info.GeneralInfo
Cyclic Dependency,NBug,NBug.Core.UI.Custom,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NBug.Core.UI.Custom' NBug.Core.UI,NBug.Core.UI.Custom.CustomUI' NBug.Core.UI.UISelector,NBug.Core.UI.Custom.CustomUI' NBug.Core.UI.UISelector
Cyclic Dependency,NBug,NBug.Core.UI.Custom,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NBug.Core.UI.Custom' NBug.Core.UI' NBug.Events,NBug.Core.UI.Custom.CustomUI' NBug.Core.UI.UISelector' NBug.Events.CustomSubmissionEventArgs' NBug.Events.CustomUIEventArgs,NBug.Core.UI.Custom.CustomUI' NBug.Core.UI.UISelector' NBug.Events.CustomSubmissionEventArgs' NBug.Events.CustomUIEventArgs
Cyclic Dependency,NBug,NBug.Core.UI.Custom,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NBug.Core.UI.Custom' NBug.Core.UI' NBug' NBug.Enums,NBug.Core.UI.Custom.CustomUI' NBug.Core.UI.UISelector' NBug.Exceptions' NBug.Handler' NBug.Settings' NBug.Enums.UIMode,NBug.Core.UI.Custom.CustomUI' NBug.Core.UI.UISelector' NBug.Exceptions' NBug.Handler' NBug.Settings' NBug.Enums.UIMode
Cyclic Dependency,NBug,NBug.Core.UI.Custom,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NBug.Core.UI.Custom' NBug.Core.UI' NBug' NBug.Core.Reporting.Info' NBug.Events,NBug.Core.UI.Custom.CustomUI' NBug.Core.UI.UISelector' NBug.Exceptions' NBug.Handler' NBug.Settings' NBug.Core.Reporting.Info.GeneralInfo' NBug.Events.CustomSubmissionEventArgs' NBug.Events.CustomUIEventArgs,NBug.Core.UI.Custom.CustomUI' NBug.Core.UI.UISelector' NBug.Exceptions' NBug.Handler' NBug.Settings' NBug.Core.Reporting.Info.GeneralInfo' NBug.Events.CustomSubmissionEventArgs' NBug.Events.CustomUIEventArgs
Cyclic Dependency,NBug,NBug.Core.UI.Developer,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NBug.Core.UI.Developer' NBug.Core.Util.Logging' NBug' NBug.Properties,NBug.Core.UI.Developer.InternalExceptionViewer' NBug.Core.UI.Developer.InternalLogViewer' NBug.Core.Util.Logging.Logger' NBug.Exceptions' NBug.Handler' NBug.Settings' NBug.Properties.Settings' NBug.Properties.SettingsOverride,NBug.Core.UI.Developer.InternalExceptionViewer' NBug.Core.UI.Developer.InternalLogViewer' NBug.Core.Util.Logging.Logger' NBug.Exceptions' NBug.Handler' NBug.Settings' NBug.Properties.Settings' NBug.Properties.SettingsOverride
Cyclic Dependency,NBug,NBug.Core.UI.Developer,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NBug.Core.UI.Developer' NBug.Core.Util.Logging' NBug' NBug.Enums' NBug.Properties,NBug.Core.UI.Developer.InternalExceptionViewer' NBug.Core.UI.Developer.InternalLogViewer' NBug.Core.Util.Logging.Logger' NBug.Exceptions' NBug.Handler' NBug.Settings' NBug.Enums.UIMode' NBug.Properties.Settings' NBug.Properties.SettingsOverride,NBug.Core.UI.Developer.InternalExceptionViewer' NBug.Core.UI.Developer.InternalLogViewer' NBug.Core.Util.Logging.Logger' NBug.Exceptions' NBug.Handler' NBug.Settings' NBug.Enums.UIMode' NBug.Properties.Settings' NBug.Properties.SettingsOverride
Cyclic Dependency,NBug,NBug.Core.Util.Storage,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NBug.Core.Util.Storage' NBug,NBug.Core.Util.Storage.FileMask' NBug.Core.Util.Storage.StoragePath' NBug.Core.Util.Storage.Storer' NBug.Exceptions' NBug.Handler' NBug.Settings,NBug.Core.Util.Storage.FileMask' NBug.Core.Util.Storage.StoragePath' NBug.Core.Util.Storage.Storer' NBug.Exceptions' NBug.Handler' NBug.Settings
