Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
IGraphics,0,158,18,0,0,279,158,2,0,0,0,0
GdiGraphics,1,159,18,0,159,773,159,0,1,0,0,0
SvgGdiNotImpl,1,1,1,0,1,17,1,0,0,0,0,1
SvgGraphics,8,176,18,0,160,2347,542,0,1,0.95,24,0
IElementWithText,0,0,1,0,0,10,0,4,0,0,0,0
IElementWithXRef,0,0,2,0,0,14,0,4,0,0,0,0
SvgElement,4,9,5,0,8,207,17,10,0,0.81,2,5
SvgFactory,1,7,0,0,3,198,30,0,0,0,3,1
SvgException,1,2,2,0,2,33,2,0,0,0,0,12
SvgStyledTransformedElement,0,6,2,0,4,136,15,18,1,0,3,2
TextNode,1,6,2,0,6,65,7,0,1,0.83,2,5
SvgEllipseElement,0,2,5,0,2,53,2,0,2,0,1,1
SvgFilterElement,0,2,8,0,2,77,2,0,1,0,1,0
SvgGroupElement,0,2,1,0,2,17,2,0,2,0,0,1
SvgSwitchElement,0,2,1,0,2,17,2,0,2,0,0,0
SvgClipPathElement,0,2,1,0,2,17,2,0,1,0,0,1
SvgAElement,0,2,4,0,2,42,2,0,2,0,0,0
SvgDefsElement,0,2,1,0,2,17,2,0,1,0,0,1
SvgGenericElement,1,2,1,0,2,20,2,0,1,0,0,1
SvgLinearGradient,0,2,8,0,2,77,2,0,2,0,1,1
SvgRadialGradient,0,1,9,0,1,78,1,0,2,0,0,0
SvgStopElement,0,2,2,0,2,27,2,0,2,0,2,1
SvgPatternElement,0,3,10,0,3,100,3,0,2,0,2,1
SvgLineElement,0,2,5,0,2,53,2,0,2,0,1,1
SvgPathElement,0,1,3,0,1,30,1,0,2,0,0,1
SvgPolygonElement,0,2,2,0,2,26,2,0,2,0,1,1
SvgPolylineElement,0,2,2,0,2,26,2,0,2,0,1,1
SvgRectElement,0,2,5,0,2,53,2,0,2,0,1,1
SvgSvgElement,0,4,8,0,4,89,4,0,1,0,2,1
SvgSymbolElement,0,1,3,0,1,30,1,0,1,0,0,0
SvgUseElement,0,5,7,0,5,82,5,0,2,0,2,0
SvgImageElement,0,5,8,0,5,90,5,0,2,0,2,0
SvgTextElement,0,3,9,0,3,93,3,0,2,0,1,1
SvgTspanElement,0,3,9,0,3,92,3,0,2,0,1,1
SvgTrefElement,0,3,11,0,3,104,3,0,2,0,0,0
SvgTitleElement,0,2,2,0,2,30,2,0,1,0,1,0
SvgDescElement,0,2,2,0,2,30,2,0,1,0,1,0
MetafileParser,11,18,0,0,1,703,124,0,0,0.89,0,0
IBinaryRecord,0,1,0,0,0,4,1,1,0,0,0,0
EmfException,0,1,0,0,1,6,1,0,0,0,0,0
EmfBinaryRecord,0,2,2,0,2,37,2,1,1,0,0,0
EmfUnknownRecord,1,1,1,0,1,18,2,0,2,0,0,0
BinaryReaderExtensions,0,1,0,0,1,16,2,0,0,0,0,0
EmfReader,2,3,1,0,3,44,5,0,0,0.67,0,0
SvgStyle,1,10,1,0,10,229,50,0,0,0.7,3,2
SvgTransform,1,6,1,0,6,115,24,0,0,0.17,2,1
SvgTransformList,1,8,1,0,8,77,10,0,0,0.38,1,2
SvgLengthType,0,0,0,0,0,17,0,0,0,0,0,1
SvgAngleType,0,0,0,0,0,11,0,0,0,0,0,1
SvgPathSegType,0,0,0,0,0,17,0,0,0,0,0,2
SvgNumber,1,6,0,0,6,53,7,0,0,0.17,1,0
SvgLength,2,6,2,0,6,134,63,0,0,0.17,2,11
SvgAngle,2,5,2,0,5,91,27,0,0,0.2,2,0
SvgColor,3,8,1,0,6,126,15,0,0,0.31,1,3
PathSeg,3,2,4,3,2,62,2,0,0,0,1,1
SvgPath,1,4,1,0,4,145,23,0,0,0.5,3,0
SvgPoints,1,6,0,0,6,68,13,0,0,0.17,2,2
SvgNumList,1,6,1,0,6,85,13,0,0,0.33,1,6
SvgUriReference,1,5,1,0,5,39,6,0,0,0.2,2,1
SvgXRef,7,7,7,0,7,116,7,0,0,0.76,1,2
