Implementation smell,Namespace,Class,File,Method,Description
Long Statement,BinbinMessageQueueHandlers,Program,C:\repos\lotosbin_BinbinMessageQueue\BinbinMessageQueueHandlers\Program.cs,Main,The length of the statement  "	//new MongoMessageQueue().Subscription(new[] { "test" }' (channel' message) => Console.WriteLine("handle message:" + message)); " is 127.
Long Statement,BinbinMessageQueueHandlers,Program,C:\repos\lotosbin_BinbinMessageQueue\BinbinMessageQueueHandlers\Program.cs,Main,The length of the statement  "	//queue.Subscription<TestMessage>(new[] { "test" }' (channel' message) => Console.WriteLine("handle message:" + message.Message)); " is 130.
Long Statement,BinbinMessageQueueHandlers,Program,C:\repos\lotosbin_BinbinMessageQueue\BinbinMessageQueueHandlers\Program.cs,Main,The length of the statement  "	//new MongoMessageBus().Subscription<TestMessage>(new[] { "test" }' (channel' message) => Console.WriteLine("handle message:" + message.Message)); " is 146.
