Implementation smell,Namespace,Class,File,Method,Description
Long Statement,DevCore.TfsNotificationRelay.Smtp,SmtpNotifier,F:\newReposMay17\kria_TfsNotificationRelay\TfsNotificationRelay.Smtp\SmtpNotifier.cs,NotifyAsync,The length of the statement  "		requestContext.Trace (0' TraceLevel.Info' Constants.TraceArea' "SmtpNotifier"' string.Format ("Sending {0} email notification to: {1}."' notification.GetType ()' string.Join ("' "' message.To.Select (m => m.Address)))); " is 219.
Long Statement,DevCore.TfsNotificationRelay.Smtp,SmtpNotifier,F:\newReposMay17\kria_TfsNotificationRelay\TfsNotificationRelay.Smtp\SmtpNotifier.cs,NotifyAsync,The length of the statement  "		requestContext.Trace (0' TraceLevel.Warning' Constants.TraceArea' "SmtpNotifier"' string.Format ("No recipients to send {0} email notification to."' notification.GetType ())); " is 175.
