Implementation smell,Namespace,Class,File,Method,Description
Complex Method,Piranha.Legacy.Services,Module,C:\repos\PiranhaCMS_Piranha\Legacy\Piranha.Legacy.Services\Module.cs,Init,Cyclomatic complexity of the method is 9
Complex Method,Piranha.Legacy.Services,PageService,C:\repos\PiranhaCMS_Piranha\Legacy\Piranha.Legacy.Services\PageService.cs,GetInternal,Cyclomatic complexity of the method is 8
Long Statement,Piranha.Legacy.Services,ChangeService,C:\repos\PiranhaCMS_Piranha\Legacy\Piranha.Legacy.Services\ChangeService.cs,GetChangesInternal,The length of the statement  "			if (changes.Deleted.Pages.Count > 0 || Models.Page.GetScalar("SELECT COUNT(page_id) FROM page JOIN sitetree ON page_sitetree_id = sitetree_id WHERE page_last_published > @0 AND sitetree_internal_id = @1"' latest' internalid) > 0) " is 229.
Long Statement,Piranha.Legacy.Services,ChangeService,C:\repos\PiranhaCMS_Piranha\Legacy\Piranha.Legacy.Services\ChangeService.cs,GetChangesInternal,The length of the statement  "			Models.Page.GetFields("page_id"' "page_last_modified > @0 AND page_draft = 0 AND sitetree_internal_id = @1"' latest' internalid).ForEach(p => " is 141.
Long Statement,Piranha.Legacy.Services,ChangeService,C:\repos\PiranhaCMS_Piranha\Legacy\Piranha.Legacy.Services\ChangeService.cs,GetChangesInternal,The length of the statement  "			Models.Content.GetFields("content_id"' "content_last_published > @0 AND content_draft = 0 AND content_folder = 0"' latest).ForEach(c => " is 135.
Long Statement,Piranha.Legacy.Services,ChangeService,C:\repos\PiranhaCMS_Piranha\Legacy\Piranha.Legacy.Services\ChangeService.cs,GetChangesInternal,The length of the statement  "			Models.PageTemplate.GetFields("pagetemplate_id"' "pagetemplate_updated > @0"' latest' new Params() { OrderBy = "pagetemplate_name" }).ForEach(pt => " is 147.
Long Statement,Piranha.Legacy.Services,ChangeService,C:\repos\PiranhaCMS_Piranha\Legacy\Piranha.Legacy.Services\ChangeService.cs,GetChangesInternal,The length of the statement  "			Models.PostTemplate.GetFields("posttemplate_id"' "posttemplate_updated > @0"' latest' new Params() { OrderBy = "posttemplate_name" }).ForEach(pt => " is 147.
Long Statement,Piranha.Legacy.Services,ChangeService,C:\repos\PiranhaCMS_Piranha\Legacy\Piranha.Legacy.Services\ChangeService.cs,GetChangesInternal,The length of the statement  "			if (changes.Deleted.MediaFolders.Count > 0 || Models.Content.GetScalar("SELECT COUNT(content_id) FROM content WHERE content_last_published > @0"' latest) > 0) " is 158.
Long Statement,Piranha.Legacy.Services,Module,C:\repos\PiranhaCMS_Piranha\Legacy\Piranha.Legacy.Services\Module.cs,Init,The length of the statement  "	            RouteTable.Routes.Add("REST_CATEGORY"' new ServiceRoute("rest/category"' new WebServiceHostFactory()' typeof(CategoryService))); " is 128.
Long Statement,Piranha.Legacy.Services,Module,C:\repos\PiranhaCMS_Piranha\Legacy\Piranha.Legacy.Services\Module.cs,Init,The length of the statement  "	            RouteTable.Routes.Add("REST_CHANGES"' new ServiceRoute("rest/changes"' new WebServiceHostFactory()' typeof(ChangeService))); " is 124.
Long Statement,Piranha.Legacy.Services,Module,C:\repos\PiranhaCMS_Piranha\Legacy\Piranha.Legacy.Services\Module.cs,Init,The length of the statement  "	            RouteTable.Routes.Add("REST_CONTENT"' new ServiceRoute("rest/content"' new WebServiceHostFactory()' typeof(ContentService))); " is 125.
Long Statement,Piranha.Legacy.Services,Module,C:\repos\PiranhaCMS_Piranha\Legacy\Piranha.Legacy.Services\Module.cs,Init,The length of the statement  "	            RouteTable.Routes.Add("REST_PAGETEMPLATE"' new ServiceRoute("rest/pagetemplate"' new WebServiceHostFactory()' typeof(PageTemplateService))); " is 140.
Long Statement,Piranha.Legacy.Services,Module,C:\repos\PiranhaCMS_Piranha\Legacy\Piranha.Legacy.Services\Module.cs,Init,The length of the statement  "	            RouteTable.Routes.Add("REST_POSTTEMPLATE"' new ServiceRoute("rest/posttemplate"' new WebServiceHostFactory()' typeof(PostTemplateService))); " is 140.
Long Statement,Piranha.Legacy.Services,Module,C:\repos\PiranhaCMS_Piranha\Legacy\Piranha.Legacy.Services\Module.cs,Init,The length of the statement  "				RouteTable.Routes.Add("REST_SITEMAP"' new ServiceRoute("rest/sitemap"' new WebServiceHostFactory()' typeof(SitemapServices))); " is 126.
Empty Catch Block,Piranha.Legacy.Services,ContentService,C:\repos\PiranhaCMS_Piranha\Legacy\Piranha.Legacy.Services\ContentService.cs,Get,The method has an empty catch block.
Empty Catch Block,Piranha.Legacy.Services,PageService,C:\repos\PiranhaCMS_Piranha\Legacy\Piranha.Legacy.Services\PageService.cs,GetInternal,The method has an empty catch block.
Empty Catch Block,Piranha.Legacy.Services,PostService,C:\repos\PiranhaCMS_Piranha\Legacy\Piranha.Legacy.Services\PostService.cs,GetInternal,The method has an empty catch block.
Magic Number,Piranha.Legacy.Services,ChangeService,C:\repos\PiranhaCMS_Piranha\Legacy\Piranha.Legacy.Services\ChangeService.cs,GetChangesInternal,The following statement contains a magic number: try {  				latest = Convert.ToDateTime(date);  			} catch {  				latest = new DateTime(2000' 1' 1);  			}
