Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
Compressor,6,10,0,0,3,149,43,0,0,0.77,1,2
Decompressor,6,8,0,0,4,104,22,0,0,0.79,1,2
ImgForm,1,6,0,0,2,53,13,0,0,0.33,2,1
LureCommon,0,11,0,0,11,77,19,0,0,0,0,6
LureConfig,17,10,7,10,10,285,80,0,0,0.84,2,11
BinaryHelper,0,13,0,0,13,80,21,0,0,0,0,7
LureDisk,6,8,0,2,8,230,54,0,0,0.58,2,2
LureDisks,2,7,0,1,7,50,16,0,0,0.71,2,6
LureFont,2,3,0,1,3,44,14,0,0,0.17,2,1
LureImage,5,4,0,2,4,60,17,0,0,0.45,4,2
TextDecoder,3,11,0,0,10,173,34,0,0,0.77,4,3
LureNames,2,4,0,0,4,32,6,0,0,0.25,2,1
LureText,2,9,0,0,7,190,44,0,0,0.67,6,2
LureStringList,2,3,0,2,3,47,9,0,0,0.17,4,2
LureTexts,2,7,1,0,7,84,35,0,0,0.43,4,1
Program,1,11,0,0,2,395,183,0,0,0.91,14,0
