Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Microsoft.OData.Performance,QueryOptionTests,C:\research\architectureSmells\repos\OData_odata.net\test\PerformanceTests\ServiceTests\QueryOptionTests.cs,QueryOptionsWithExpand,The length of the statement  "                    QueryAndVerify("CompanySet?$filter=Revenue gt 500&$select=Name&$orderby=Revenue&$expand=Employees"' "odata.maxpagesize=100"); " is 125.
Long Statement,Microsoft.OData.Performance,QueryOptionTests,C:\research\architectureSmells\repos\OData_odata.net\test\PerformanceTests\ServiceTests\QueryOptionTests.cs,NestedQueryOptionsWithExpand,The length of the statement  "                    QueryAndVerify("CompanySet?$orderby=Name&$expand=Employees($filter=Age gt 40;$select=FirstName'Age;$orderby=Age)"' "odata.maxpagesize=1000"); " is 141.
Long Statement,Microsoft.OData.Performance,QueryOptionTests,C:\research\architectureSmells\repos\OData_odata.net\test\PerformanceTests\ServiceTests\QueryOptionTests.cs,QueryAndVerify,The length of the statement  "            ODataMessageReaderSettings readerSettings = new ODataMessageReaderSettings() { BaseUri = serviceFixture.ServiceBaseUri }; " is 121.
Long Statement,Microsoft.OData.Performance,QueryOptionTests,C:\research\architectureSmells\repos\OData_odata.net\test\PerformanceTests\ServiceTests\QueryOptionTests.cs,QueryAndVerify,The length of the statement  "            var requestMessage = new HttpWebRequestMessage(new Uri(serviceFixture.ServiceBaseUri.AbsoluteUri + query' UriKind.Absolute)); " is 125.
Long Statement,Microsoft.OData.Performance,SimpleQueryTests,C:\research\architectureSmells\repos\OData_odata.net\test\PerformanceTests\ServiceTests\SimpleQueryTests.cs,QueryAndVerify,The length of the statement  "            ODataMessageReaderSettings readerSettings = new ODataMessageReaderSettings() { BaseUri = serviceFixture.ServiceBaseUri }; " is 121.
Long Statement,Microsoft.OData.Performance,SimpleQueryTests,C:\research\architectureSmells\repos\OData_odata.net\test\PerformanceTests\ServiceTests\SimpleQueryTests.cs,QueryAndVerify,The length of the statement  "            var requestMessage = new HttpWebRequestMessage(new Uri(serviceFixture.ServiceBaseUri.AbsoluteUri + query' UriKind.Absolute)); " is 125.
Long Statement,Microsoft.OData.Performance,UpdateTests,C:\research\architectureSmells\repos\OData_odata.net\test\PerformanceTests\ServiceTests\UpdateTests.cs,DeleteEntity,The length of the statement  "                        ODataMessageWriterSettings writerSettings = new ODataMessageWriterSettings() { BaseUri = serviceFixture.ServiceBaseUri }; " is 121.
Long Statement,Microsoft.OData.Performance,UpdateTests,C:\research\architectureSmells\repos\OData_odata.net\test\PerformanceTests\ServiceTests\UpdateTests.cs,DeleteEntity,The length of the statement  "                        var requestMessage = new HttpWebRequestMessage(new Uri(serviceFixture.ServiceBaseUri.AbsoluteUri + "SimplePeopleSet(" + (PersonIdBase++) + ")"' UriKind.Absolute)); " is 163.
Long Statement,Microsoft.OData.Performance,UpdateTests,C:\research\architectureSmells\repos\OData_odata.net\test\PerformanceTests\ServiceTests\UpdateTests.cs,PutEntity,The length of the statement  "                        ODataMessageWriterSettings writerSettings = new ODataMessageWriterSettings() { BaseUri = serviceFixture.ServiceBaseUri }; " is 121.
Long Statement,Microsoft.OData.Performance,UpdateTests,C:\research\architectureSmells\repos\OData_odata.net\test\PerformanceTests\ServiceTests\UpdateTests.cs,PutEntity,The length of the statement  "                        var requestMessage = new HttpWebRequestMessage(new Uri(serviceFixture.ServiceBaseUri.AbsoluteUri + "SimplePeopleSet(" + PersonIdBase + ")"' UriKind.Absolute)); " is 159.
