Architecture smell,Project,Namespace,Cause
Unstable Dependency,LinqToDB.Silverlight.5,LinqToDB.Reflection,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): LinqToDB.Mapping
Unstable Dependency,LinqToDB.Silverlight.5,LinqToDB.SqlProvider,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): LinqToDB.Mapping
Unstable Dependency,LinqToDB.Silverlight.5,LinqToDB.SqlQuery,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): LinqToDB' LinqToDB.SqlProvider' LinqToDB.Reflection' LinqToDB.Mapping' LinqToDB.Linq
God Component,LinqToDB.Silverlight.5,LinqToDB.Linq.Builder,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 50
God Component,LinqToDB.Silverlight.5,JetBrains.Annotations,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 71
Feature Concentration,LinqToDB.Silverlight.5,LinqToDB,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AsyncExtensions]' [CompiledQuery' DataExtensions' IDataContext' ITable' LinqExtensions]' [DataType]' [ExpressionMethodAttribute]' [LinqToDBException]' [LinqToDBConstants]' [ProviderName]' [Sql' AnalyticFunctions' ExprParameterAttribute]' [ExtensionlBuilderExtensions]' [TakeHints]. LCC (Lack of Component Cohesion) = 0.62
Feature Concentration,LinqToDB.Silverlight.5,LinqToDB.Common,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Array' ConvertBuilder' Converter' ConvertInfo' Convert' DefaultValue' ConvertTo]' [Configuration]' [LinqToDBConvertException]' [Option]' [Tools]. LCC (Lack of Component Cohesion) = 0.45
Feature Concentration,LinqToDB.Silverlight.5,System.Data,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DataRowVersion' IDataParameter' IDbDataParameter' ParameterDirection' DbType]' [DataTable]' [IDataReader' IDataRecord]' [SqlDbType]. LCC (Lack of Component Cohesion) = 0.44
Feature Concentration,LinqToDB.Silverlight.5,LinqToDB.Expressions,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ChangeTypeExpression' Extensions' MemberHelper' TransformInfo' BinaryAggregateExpression' GetItemExpression]' [ConvertFromDataReaderExpression]' [DefaultValueExpression]' [IGenericInfoProvider]' [InternalExtensions]. LCC (Lack of Component Cohesion) = 0.5
Feature Concentration,LinqToDB.Silverlight.5,LinqToDB.Linq,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CompiledTable' DataContextInfo' IDataContextInfo' IExpressionQuery' Query' ParameterAccessor' QueryableAccessor' QueryContext' ReflectionHelper' Table' ExpressionQuery' ExpressionQueryImpl' ITable]' [Expressions' IExpressionInfo]' [IQueryContext]' [ISelectInsertable]' [IUpdatable]' [IValueInsertable]' [LinqException]' [MemberInfoComparer]. LCC (Lack of Component Cohesion) = 0.38
Feature Concentration,LinqToDB.Silverlight.5,JetBrains.Annotations,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CanBeNullAttribute]' [NotNullAttribute' ValueProviderAttribute' ContractAnnotationAttribute' BaseTypeRequiredAttribute' PublicAPIAttribute' MustUseReturnValueAttribute' HtmlAttributeValueAttribute' AspRequiredAttributeAttribute]' [ItemNotNullAttribute]' [ItemCanBeNullAttribute]' [StringFormatMethodAttribute]' [InvokerParameterNameAttribute]' [NotifyPropertyChangedInvocatorAttribute]' [LocalizationRequiredAttribute]' [CannotApplyEqualityOperatorAttribute]' [UsedImplicitlyAttribute' MeansImplicitUseAttribute' ImplicitUseKindFlags' ImplicitUseTargetFlags]' [InstantHandleAttribute]' [PureAttribute]' [ProvidesContextAttribute]' [PathReferenceAttribute]' [SourceTemplateAttribute]' [MacroAttribute]' [AspMvcAreaMasterLocationFormatAttribute]' [AspMvcAreaPartialViewLocationFormatAttribute]' [AspMvcAreaViewLocationFormatAttribute]' [AspMvcMasterLocationFormatAttribute]' [AspMvcPartialViewLocationFormatAttribute]' [AspMvcViewLocationFormatAttribute]' [AspMvcActionAttribute]' [AspMvcAreaAttribute]' [AspMvcControllerAttribute]' [AspMvcMasterAttribute]' [AspMvcModelTypeAttribute]' [AspMvcPartialViewAttribute]' [AspMvcSuppressViewErrorAttribute]' [AspMvcDisplayTemplateAttribute]' [AspMvcEditorTemplateAttribute]' [AspMvcTemplateAttribute]' [AspMvcViewAttribute]' [AspMvcViewComponentAttribute]' [AspMvcViewComponentViewAttribute]' [AspMvcActionSelectorAttribute]' [HtmlElementAttributesAttribute]' [RazorSectionAttribute]' [CollectionAccessAttribute' CollectionAccessType]' [AssertionMethodAttribute]' [AssertionConditionAttribute' AssertionConditionType]' [LinqTunnelAttribute]' [NoEnumerationAttribute]' [RegexPatternAttribute]' [XamlItemsControlAttribute]' [XamlItemBindingOfItemsControlAttribute]' [AspChildControlTypeAttribute]' [AspDataFieldAttribute]' [AspDataFieldsAttribute]' [AspMethodPropertyAttribute]' [AspTypePropertyAttribute]' [RazorImportNamespaceAttribute]' [RazorInjectionAttribute]' [RazorHelperCommonAttribute]' [RazorLayoutAttribute]' [RazorWriteLiteralMethodAttribute]' [RazorWriteMethodAttribute]' [RazorWriteMethodParameterAttribute]' [NoReorder]. LCC (Lack of Component Cohesion) = 0.83
Feature Concentration,LinqToDB.Silverlight.5,LinqToDB.ServiceModel,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ILinqService' LinqServiceClient' LinqSoapServiceClient' ServiceModelDataContext' SoapDataContext' LinqServiceResult' LinqServiceSerializer' RemoteDataContextBase' ServiceModelDataReader]' [LinqServiceInfo]' [LinqServiceQuery]. LCC (Lack of Component Cohesion) = 0.27
Scattered Functionality,LinqToDB.Silverlight.5,LinqToDB.Common,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: LinqToDB.Extensions' LinqToDB.Mapping
Scattered Functionality,LinqToDB.Silverlight.5,LinqToDB.Linq.Builder,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: LinqToDB.Extensions' LinqToDB.Expressions
Scattered Functionality,LinqToDB.Silverlight.5,LinqToDB.Linq.Builder,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: LinqToDB.Extensions' LinqToDB.Common
Scattered Functionality,LinqToDB.Silverlight.5,LinqToDB.Linq.Builder,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: LinqToDB.Expressions' LinqToDB.Common
Scattered Functionality,LinqToDB.Silverlight.5,LinqToDB.Linq.Builder,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: LinqToDB.Expressions' LinqToDB.SqlQuery
Scattered Functionality,LinqToDB.Silverlight.5,LinqToDB.Linq,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: LinqToDB' System.Data
Scattered Functionality,LinqToDB.Silverlight.5,LinqToDB.Mapping,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: LinqToDB.Extensions' LinqToDB.Common
Scattered Functionality,LinqToDB.Silverlight.5,LinqToDB.ServiceModel,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: LinqToDB.SqlQuery' LinqToDB.Linq
Dense Structure,<All projects included>,<All namespaces included>,The tool detected the smell because all the analyzed components exhibit excessive and dense dependencies among themselves. Average degree = 5.20  All the dependencies among components: from: LinqToDB' to: JetBrains.Annotations' from: LinqToDB' to: LinqToDB.Linq' from: LinqToDB' to: LinqToDB.SqlQuery' from: LinqToDB' to: LinqToDB.SqlProvider' from: LinqToDB' to: LinqToDB.Mapping' from: LinqToDB' to: System.Data' from: LinqToDB' to: LinqToDB.Linq.Builder' from: LinqToDB' to: LinqToDB.Common' from: LinqToDB.Common' to: JetBrains.Annotations' from: LinqToDB.Common' to: System' from: LinqToDB.Common' to: LinqToDB.Mapping' from: LinqToDB.Common' to: LinqToDB.Expressions' from: LinqToDB.Common' to: System.Collections.Concurrent' from: System.Data.Linq' to: LinqToDB.Common' from: LinqToDB.DataProvider.Access' to: LinqToDB.SqlQuery' from: LinqToDB.DataProvider.Access' to: LinqToDB.SqlProvider' from: LinqToDB.DataProvider.Access' to: LinqToDB.Common' from: LinqToDB.DataProvider.Access' to: System' from: LinqToDB.DataProvider.Access' to: LinqToDB' from: LinqToDB.DataProvider.DB2' to: LinqToDB.SqlProvider' from: LinqToDB.DataProvider.DB2' to: LinqToDB.SqlQuery' from: LinqToDB.DataProvider.DB2' to: LinqToDB' from: LinqToDB.DataProvider.Firebird' to: LinqToDB.SqlQuery' from: LinqToDB.DataProvider.Firebird' to: LinqToDB.SqlProvider' from: LinqToDB.DataProvider.Firebird' to: LinqToDB' from: LinqToDB.DataProvider.Informix' to: LinqToDB.SqlProvider' from: LinqToDB.DataProvider.Informix' to: LinqToDB.SqlQuery' from: LinqToDB.DataProvider.Informix' to: LinqToDB' from: LinqToDB.DataProvider.MySql' to: LinqToDB.SqlProvider' from: LinqToDB.DataProvider.MySql' to: LinqToDB.SqlQuery' from: LinqToDB.DataProvider.MySql' to: LinqToDB' from: LinqToDB.DataProvider.Oracle' to: LinqToDB.SqlQuery' from: LinqToDB.DataProvider.Oracle' to: LinqToDB.SqlProvider' from: LinqToDB.DataProvider.Oracle' to: LinqToDB' from: LinqToDB.DataProvider.PostgreSQL' to: LinqToDB.SqlProvider' from: LinqToDB.DataProvider.PostgreSQL' to: LinqToDB.SqlQuery' from: LinqToDB.DataProvider.PostgreSQL' to: LinqToDB' from: LinqToDB.DataProvider.SapHana' to: LinqToDB.SqlProvider' from: LinqToDB.DataProvider.SapHana' to: LinqToDB.SqlQuery' from: LinqToDB.DataProvider.SapHana' to: LinqToDB' from: LinqToDB.DataProvider.SqlCe' to: LinqToDB.SqlProvider' from: LinqToDB.DataProvider.SqlCe' to: LinqToDB.SqlQuery' from: LinqToDB.DataProvider.SqlCe' to: LinqToDB' from: LinqToDB.DataProvider.SQLite' to: LinqToDB.SqlProvider' from: LinqToDB.DataProvider.SQLite' to: LinqToDB.SqlQuery' from: LinqToDB.DataProvider.SQLite' to: LinqToDB' from: LinqToDB.DataProvider.SqlServer' to: LinqToDB.SqlProvider' from: LinqToDB.DataProvider.SqlServer' to: LinqToDB' from: LinqToDB.DataProvider.SqlServer' to: LinqToDB.SqlQuery' from: LinqToDB.DataProvider.SqlServer' to: LinqToDB.Common' from: LinqToDB.DataProvider.Sybase' to: LinqToDB.SqlProvider' from: LinqToDB.DataProvider.Sybase' to: LinqToDB.SqlQuery' from: LinqToDB.DataProvider.Sybase' to: LinqToDB' from: LinqToDB.Data' to: LinqToDB' from: LinqToDB.Data' to: System.Data' from: LinqToDB.Expressions' to: LinqToDB' from: LinqToDB.Expressions' to: System.Data' from: LinqToDB.Expressions' to: LinqToDB.Common' from: LinqToDB.Expressions' to: LinqToDB.Mapping' from: LinqToDB.Expressions' to: System' from: LinqToDB.Expressions' to: LinqToDB.Linq' from: LinqToDB.Extensions' to: LinqToDB.Mapping' from: LinqToDB.Extensions' to: LinqToDB.Common' from: LinqToDB.Extensions' to: LinqToDB.SqlQuery' from: LinqToDB.Extensions' to: JetBrains.Annotations' from: LinqToDB.Extensions' to: System' from: LinqToDB.Linq.Builder' to: LinqToDB.SqlQuery' from: LinqToDB.Linq.Builder' to: LinqToDB.Expressions' from: LinqToDB.Linq.Builder' to: LinqToDB.Linq' from: LinqToDB.Linq.Builder' to: System.Data' from: LinqToDB.Linq.Builder' to: LinqToDB.Common' from: LinqToDB.Linq.Builder' to: LinqToDB' from: LinqToDB.Linq.Builder' to: LinqToDB.Mapping' from: LinqToDB.Linq.Builder' to: LinqToDB.Reflection' from: LinqToDB.Linq.Builder' to: JetBrains.Annotations' from: LinqToDB.Linq' to: LinqToDB.SqlProvider' from: LinqToDB.Linq' to: LinqToDB' from: LinqToDB.Linq' to: JetBrains.Annotations' from: LinqToDB.Linq' to: LinqToDB.Expressions' from: LinqToDB.Linq' to: LinqToDB.Common' from: LinqToDB.Linq' to: LinqToDB.Linq.Builder' from: LinqToDB.Linq' to: LinqToDB.Data' from: LinqToDB.Linq' to: LinqToDB.SqlQuery' from: LinqToDB.Linq' to: System.Data' from: LinqToDB.Mapping' to: JetBrains.Annotations' from: LinqToDB.Mapping' to: LinqToDB.Common' from: LinqToDB.Mapping' to: LinqToDB' from: LinqToDB.Mapping' to: LinqToDB.Reflection' from: LinqToDB.Mapping' to: LinqToDB.Data' from: LinqToDB.Mapping' to: LinqToDB.Metadata' from: LinqToDB.Mapping' to: LinqToDB.Expressions' from: LinqToDB.Mapping' to: System.Collections.Concurrent' from: LinqToDB.Mapping' to: LinqToDB.SqlProvider' from: LinqToDB.Mapping' to: LinqToDB.SqlQuery' from: LinqToDB.Metadata' to: LinqToDB.Common' from: LinqToDB.Metadata' to: System.Collections.Concurrent' from: LinqToDB.Metadata' to: JetBrains.Annotations' from: LinqToDB.Reflection' to: LinqToDB.Mapping' from: LinqToDB.Reflection' to: LinqToDB.Common' from: LinqToDB.Reflection' to: System.Collections.Concurrent' from: LinqToDB.Reflection' to: JetBrains.Annotations' from: LinqToDB.ServiceModel' to: LinqToDB.SqlProvider' from: LinqToDB.ServiceModel' to: LinqToDB.Mapping' from: LinqToDB.ServiceModel' to: System.Data' from: LinqToDB.ServiceModel' to: System' from: LinqToDB.ServiceModel' to: LinqToDB.Expressions' from: LinqToDB.ServiceModel' to: LinqToDB.Linq' from: LinqToDB.ServiceModel' to: JetBrains.Annotations' from: LinqToDB.ServiceModel' to: LinqToDB.Common' from: LinqToDB.SqlProvider' to: LinqToDB.SqlQuery' from: LinqToDB.SqlProvider' to: LinqToDB' from: LinqToDB.SqlProvider' to: LinqToDB.Mapping' from: LinqToDB.SqlProvider' to: System.Data' from: LinqToDB.SqlProvider' to: LinqToDB.Common' from: LinqToDB.SqlProvider' to: System' from: LinqToDB.SqlQuery' to: LinqToDB' from: LinqToDB.SqlQuery' to: LinqToDB.SqlProvider' from: LinqToDB.SqlQuery' to: System' from: LinqToDB.SqlQuery' to: LinqToDB.Reflection' from: LinqToDB.SqlQuery' to: LinqToDB.Common' from: LinqToDB.SqlQuery' to: LinqToDB.Mapping' from: LinqToDB.SqlQuery' to: LinqToDB.Linq' from: LinqToDB.DataProvider.Firebird' to: System.Data' from: LinqToDB.DataProvider.Informix' to: System.Data' from: LinqToDB.DataProvider.MySql' to: System.Data' from: LinqToDB.DataProvider.Oracle' to: System.Data' from: LinqToDB.DataProvider.PostgreSQL' to: System.Data' from: LinqToDB.DataProvider.SqlCe' to: System.Data' from: LinqToDB.DataProvider.Sybase' to: System.Data' from: LinqToDB' to: LinqToDB.Data' from: LinqToDB' to: LinqToDB.DataProvider' from: LinqToDB.DataProvider.PostgreSQL' to: LinqToDB.Data' from: LinqToDB.DataProvider.PostgreSQL' to: LinqToDB.DataProvider' from: LinqToDB.DataProvider.PostgreSQL' to: LinqToDB.Configuration' from: LinqToDB.DataProvider.PostgreSQL' to: LinqToDB.SchemaProvider' from: LinqToDB.DataProvider.PostgreSQL' to: LinqToDB.Common' from: LinqToDB.DataProvider.PostgreSQL' to: System' from: LinqToDB.DataProvider.PostgreSQL' to: LinqToDB.Mapping' from: LinqToDB.DataProvider.PostgreSQL' to: LinqToDB.Expressions' from: LinqToDB.DataProvider.SqlServer' to: LinqToDB.DataProvider' from: LinqToDB.DataProvider.SqlServer' to: LinqToDB.Data' from: LinqToDB.DataProvider.SqlServer' to: System' from: LinqToDB.DataProvider.SqlServer' to: LinqToDB.Configuration' from: LinqToDB.DataProvider.SqlServer' to: JetBrains.Annotations' from: LinqToDB.DataProvider.SqlServer' to: LinqToDB.SchemaProvider' from: LinqToDB.DataProvider.SqlServer' to: LinqToDB.Mapping' from: LinqToDB.DataProvider.SqlServer' to: System.Data' from: LinqToDB.DataProvider.SqlServer' to: LinqToDB.Expressions' from: LinqToDB.Data' to: System.Collections.Concurrent' from: LinqToDB.Data' to: LinqToDB.Expressions' from: LinqToDB.Data' to: LinqToDB.Common' from: LinqToDB.Data' to: LinqToDB.Configuration' from: LinqToDB.Data' to: LinqToDB.Mapping' from: LinqToDB.Data' to: LinqToDB.DataProvider' from: LinqToDB.Data' to: JetBrains.Annotations' from: LinqToDB.DataProvider.Access' to: LinqToDB.Data' from: LinqToDB.DataProvider.Access' to: LinqToDB.Mapping' from: LinqToDB.DataProvider.Access' to: LinqToDB.Configuration' from: LinqToDB.DataProvider.Access' to: LinqToDB.DataProvider' from: LinqToDB.DataProvider.Access' to: LinqToDB.SchemaProvider' from: LinqToDB.DataProvider' to: LinqToDB.Data' from: LinqToDB.DataProvider' to: LinqToDB.SchemaProvider' from: LinqToDB.DataProvider' to: LinqToDB.SqlQuery' from: LinqToDB.DataProvider' to: LinqToDB.SqlProvider' from: LinqToDB.DataProvider' to: LinqToDB.Mapping' from: LinqToDB.DataProvider' to: LinqToDB.Expressions' from: LinqToDB.DataProvider' to: LinqToDB' from: LinqToDB.DataProvider' to: JetBrains.Annotations' from: LinqToDB.DataProvider' to: System.Data' from: LinqToDB.DataProvider' to: System.Collections.Concurrent' from: LinqToDB.DataProvider' to: System' from: LinqToDB.DataProvider' to: LinqToDB.Configuration' from: LinqToDB.DataProvider.DB2' to: LinqToDB.DataProvider' from: LinqToDB.DataProvider.DB2' to: LinqToDB.Data' from: LinqToDB.DataProvider.DB2' to: LinqToDB.SchemaProvider' from: LinqToDB.DataProvider.DB2' to: LinqToDB.Common' from: LinqToDB.DataProvider.DB2' to: LinqToDB.Mapping' from: LinqToDB.DataProvider.DB2' to: System' from: LinqToDB.DataProvider.DB2' to: LinqToDB.Configuration' from: LinqToDB.DataProvider.DB2' to: System.Data' from: LinqToDB.DataProvider.Firebird' to: LinqToDB.Data' from: LinqToDB.DataProvider.Firebird' to: JetBrains.Annotations' from: LinqToDB.DataProvider.Firebird' to: LinqToDB.Common' from: LinqToDB.DataProvider.Firebird' to: LinqToDB.SchemaProvider' from: LinqToDB.DataProvider.Firebird' to: LinqToDB.Mapping' from: LinqToDB.DataProvider.Firebird' to: LinqToDB.Configuration' from: LinqToDB.DataProvider.Informix' to: System' from: LinqToDB.DataProvider.Informix' to: LinqToDB.Data' from: LinqToDB.DataProvider.Informix' to: LinqToDB.Configuration' from: LinqToDB.DataProvider.Informix' to: LinqToDB.Common' from: LinqToDB.DataProvider.Informix' to: LinqToDB.Mapping' from: LinqToDB.DataProvider.Informix' to: LinqToDB.DataProvider' from: LinqToDB.DataProvider.Informix' to: LinqToDB.SchemaProvider' from: LinqToDB.DataProvider.MySql' to: LinqToDB.Data' from: LinqToDB.DataProvider.MySql' to: JetBrains.Annotations' from: LinqToDB.DataProvider.MySql' to: LinqToDB.Configuration' from: LinqToDB.DataProvider.MySql' to: LinqToDB.Reflection' from: LinqToDB.DataProvider.MySql' to: LinqToDB.Mapping' from: LinqToDB.DataProvider.MySql' to: LinqToDB.SchemaProvider' from: LinqToDB.DataProvider.MySql' to: LinqToDB.Common' from: LinqToDB.DataProvider.Oracle' to: LinqToDB.Data' from: LinqToDB.DataProvider.Oracle' to: LinqToDB.DataProvider' from: LinqToDB.DataProvider.Oracle' to: LinqToDB.SchemaProvider' from: LinqToDB.DataProvider.Oracle' to: LinqToDB.Common' from: LinqToDB.DataProvider.Oracle' to: LinqToDB.Configuration' from: LinqToDB.DataProvider.Oracle' to: LinqToDB.Expressions' from: LinqToDB.DataProvider.Oracle' to: LinqToDB.Mapping' from: LinqToDB.DataProvider.SapHana' to: LinqToDB.SchemaProvider' from: LinqToDB.DataProvider.SapHana' to: System' from: LinqToDB.DataProvider.SapHana' to: LinqToDB.Common' from: LinqToDB.DataProvider.SapHana' to: LinqToDB.Mapping' from: LinqToDB.DataProvider.SapHana' to: System.Data' from: LinqToDB.DataProvider.SapHana' to: LinqToDB.DataProvider' from: LinqToDB.DataProvider.SapHana' to: LinqToDB.Data' from: LinqToDB.DataProvider.SapHana' to: LinqToDB.Configuration' from: LinqToDB.DataProvider.SqlCe' to: System' from: LinqToDB.DataProvider.SqlCe' to: LinqToDB.Data' from: LinqToDB.DataProvider.SqlCe' to: LinqToDB.SchemaProvider' from: LinqToDB.DataProvider.SqlCe' to: LinqToDB.Common' from: LinqToDB.DataProvider.SqlCe' to: LinqToDB.Configuration' from: LinqToDB.DataProvider.SqlCe' to: LinqToDB.Mapping' from: LinqToDB.DataProvider.SqlCe' to: LinqToDB.DataProvider' from: LinqToDB.DataProvider.SQLite' to: LinqToDB.Data' from: LinqToDB.DataProvider.SQLite' to: LinqToDB.Mapping' from: LinqToDB.DataProvider.SQLite' to: LinqToDB.Configuration' from: LinqToDB.DataProvider.SQLite' to: LinqToDB.DataProvider' from: LinqToDB.DataProvider.SQLite' to: LinqToDB.SchemaProvider' from: LinqToDB.DataProvider.SQLite' to: LinqToDB.Common' from: LinqToDB.DataProvider.Sybase' to: LinqToDB.Data' from: LinqToDB.DataProvider.Sybase' to: LinqToDB.SchemaProvider' from: LinqToDB.DataProvider.Sybase' to: LinqToDB.Common' from: LinqToDB.DataProvider.Sybase' to: LinqToDB.Mapping' from: LinqToDB.DataProvider.Sybase' to: LinqToDB.Configuration' from: LinqToDB.DataProvider.Sybase' to: LinqToDB.DataProvider' from: LinqToDB.Metadata' to: LinqToDB.Mapping' from: LinqToDB.Metadata' to: LinqToDB' from: LinqToDB.SchemaProvider' to: LinqToDB' from: LinqToDB.SchemaProvider' to: System.Data' from: LinqToDB.SchemaProvider' to: LinqToDB.Common.
