Architecture smell,Project,Namespace,Cause
Feature Concentration,LinqToDB,LinqToDB.DataProvider.Informix,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [InformixMerge' InformixDataProvider' InformixSchemaProvider' InformixSqlBuilder' InformixBulkCopy' InformixTools' InformixFactory]' [InformixSqlOptimizer]' [InformixMappingSchema]. LCC (Lack of Component Cohesion) = 0.33
Feature Concentration,LinqToDB,LinqToDB.DataProvider.MySql,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [MySqlBulkCopy' MySqlDataProvider' MySqlSqlBuilder' MySqlSchemaProvider' MySqlTools' MySqlFactory]' [MySqlSqlOptimizer]' [MySqlMappingSchema]. LCC (Lack of Component Cohesion) = 0.38
Feature Concentration,LinqToDB,LinqToDB.DataProvider.Oracle,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [OracleTools' OracleBulkCopy' OracleFactory' OracleDataProvider' OracleSqlBuilder' OracleMerge' OracleSchemaProvider]' [OracleSqlOptimizer]' [OracleMappingSchema]. LCC (Lack of Component Cohesion) = 0.33
Feature Concentration,LinqToDB,LinqToDB.DataProvider.SapHana,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CalculationViewInputParametersExpressionAttribute]' [GetHanaSchemaOptions' SapHanaSchemaProvider' SapHanaOdbcSchemaProvider' SapHanaOdbcDataProvider' SapHanaOdbcSqlBuilder' SapHanaBulkCopy' SapHanaDataProvider' SapHanaFactory' SapHanaSqlBuilder' SapHanaTools]' [SapHanaMappingSchema]' [SapHanaSqlOptimizer]' [ViewWithParametersTableSchema]. LCC (Lack of Component Cohesion) = 0.36
Feature Concentration,LinqToDB,LinqToDB.DataProvider.SqlCe,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [SqlCeBulkCopy' SqlCeDataProvider' SqlCeSqlBuilder' SqlCeTools' SqlCeSchemaProvider' SqlCeFactory]' [SqlCeSqlOptimizer]' [SqlCeMappingSchema]. LCC (Lack of Component Cohesion) = 0.38
Feature Concentration,LinqToDB,LinqToDB.DataProvider.SQLite,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [SQLiteBulkCopy' SQLiteDataProvider' SQLiteFactory' SQLiteSqlBuilder' SQLiteSchemaProvider' SQLiteTools]' [SQLiteSqlOptimizer]' [SQLiteMappingSchema]. LCC (Lack of Component Cohesion) = 0.38
Feature Concentration,LinqToDB,LinqToDB.DataProvider.Sybase,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [SybaseBulkCopy' SybaseDataProvider' SybaseFactory' SybaseSqlBuilder' SybaseTools' SybaseSchemaProvider]' [SybaseSqlOptimizer]' [SybaseMappingSchema]. LCC (Lack of Component Cohesion) = 0.38
Feature Concentration,LinqToDB,LinqToDB.Expressions,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GetItemExpression' MemberHelper' Extensions' BinaryAggregateExpression' ChangeTypeExpression]' [IGenericInfoProvider]' [DefaultValueExpression]' [ConvertFromDataReaderExpression]' [TransformInfo]' [InternalExtensions]. LCC (Lack of Component Cohesion) = 0.6
Feature Concentration,LinqToDB,LinqToDB.Linq,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [IExpressionInfo' Expressions]' [DefaultDataContextInfo' DataContextInfo' IDataContextInfo' ExpressionQuery' ExpressionQueryImpl' IExpressionQuery' Query' ReflectionHelper' Table' QueryableAccessor' ITable' CompiledTable]' [IQueryContext]' [ISelectInsertable]' [IUpdatable]' [IValueInsertable]' [LinqException]' [MemberInfoComparer]' [ParameterAccessor]' [QueryContext]. LCC (Lack of Component Cohesion) = 0.45
Feature Concentration,LinqToDB,LinqToDB.SchemaProvider,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ColumnInfo]' [DataTypeInfo' SchemaProviderBase' TableSchema' AssociationType' ForeignKeySchema' ColumnSchema' DatabaseSchema' ProcedureSchema' GetSchemaOptions' ISchemaProvider' ParameterSchema]' [ForeingKeyInfo]' [PrimaryKeyInfo]' [ProcedureInfo]' [ProcedureParameterInfo]' [TableInfo]. LCC (Lack of Component Cohesion) = 0.41
Feature Concentration,LinqToDB,LinqToDB.ServiceModel,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [LinqServiceInfo' LinqService' LinqServiceQuery' LinqServiceSerializer' RemoteDataContextBase' ServiceModelDataContext' ServiceModelDataReader' SoapDataContext' ILinqService' LinqServiceClient' LinqSoapServiceClient' LinqServiceResult]' [DataService]' [ILinqSoapService]. LCC (Lack of Component Cohesion) = 0.21
Feature Concentration,LinqToDB,LinqToDB.SqlProvider,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BasicSqlOptimizer' ISqlOptimizer' JoinOptimizer' SqlProviderFlags]' [ConvertType' BasicSqlBuilder' ISqlBuilder' ValueToSqlConverter]. LCC (Lack of Component Cohesion) = 0.25
Feature Concentration,LinqToDB,JetBrains.Annotations,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CanBeNullAttribute]' [NotNullAttribute' ValueProviderAttribute' ContractAnnotationAttribute' BaseTypeRequiredAttribute' PublicAPIAttribute' MustUseReturnValueAttribute' HtmlAttributeValueAttribute' AspRequiredAttributeAttribute]' [ItemNotNullAttribute]' [ItemCanBeNullAttribute]' [StringFormatMethodAttribute]' [InvokerParameterNameAttribute]' [NotifyPropertyChangedInvocatorAttribute]' [LocalizationRequiredAttribute]' [CannotApplyEqualityOperatorAttribute]' [UsedImplicitlyAttribute' MeansImplicitUseAttribute' ImplicitUseKindFlags' ImplicitUseTargetFlags]' [InstantHandleAttribute]' [PureAttribute]' [ProvidesContextAttribute]' [PathReferenceAttribute]' [SourceTemplateAttribute]' [MacroAttribute]' [AspMvcAreaMasterLocationFormatAttribute]' [AspMvcAreaPartialViewLocationFormatAttribute]' [AspMvcAreaViewLocationFormatAttribute]' [AspMvcMasterLocationFormatAttribute]' [AspMvcPartialViewLocationFormatAttribute]' [AspMvcViewLocationFormatAttribute]' [AspMvcActionAttribute]' [AspMvcAreaAttribute]' [AspMvcControllerAttribute]' [AspMvcMasterAttribute]' [AspMvcModelTypeAttribute]' [AspMvcPartialViewAttribute]' [AspMvcSuppressViewErrorAttribute]' [AspMvcDisplayTemplateAttribute]' [AspMvcEditorTemplateAttribute]' [AspMvcTemplateAttribute]' [AspMvcViewAttribute]' [AspMvcViewComponentAttribute]' [AspMvcViewComponentViewAttribute]' [AspMvcActionSelectorAttribute]' [HtmlElementAttributesAttribute]' [RazorSectionAttribute]' [CollectionAccessAttribute' CollectionAccessType]' [AssertionMethodAttribute]' [AssertionConditionAttribute' AssertionConditionType]' [LinqTunnelAttribute]' [NoEnumerationAttribute]' [RegexPatternAttribute]' [XamlItemsControlAttribute]' [XamlItemBindingOfItemsControlAttribute]' [AspChildControlTypeAttribute]' [AspDataFieldAttribute]' [AspDataFieldsAttribute]' [AspMethodPropertyAttribute]' [AspTypePropertyAttribute]' [RazorImportNamespaceAttribute]' [RazorInjectionAttribute]' [RazorHelperCommonAttribute]' [RazorLayoutAttribute]' [RazorWriteLiteralMethodAttribute]' [RazorWriteMethodAttribute]' [RazorWriteMethodParameterAttribute]' [NoReorder]. LCC (Lack of Component Cohesion) = 0.83
Scattered Functionality,LinqToDB,LinqToDB.Common,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: LinqToDB.Extensions' LinqToDB.Mapping
Scattered Functionality,LinqToDB,LinqToDB.DataProvider,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: LinqToDB.Mapping' LinqToDB.SqlProvider
Scattered Functionality,LinqToDB,LinqToDB.Linq.Builder,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: LinqToDB.Extensions' LinqToDB.Common
Scattered Functionality,LinqToDB,LinqToDB.Linq.Builder,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: LinqToDB.Extensions' LinqToDB.Expressions
Scattered Functionality,LinqToDB,LinqToDB.Linq.Builder,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: LinqToDB.Expressions' LinqToDB.Common
Scattered Functionality,LinqToDB,LinqToDB.Linq.Builder,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: LinqToDB.Expressions' LinqToDB.SqlQuery
Scattered Functionality,LinqToDB,LinqToDB.Mapping,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: LinqToDB.Extensions' LinqToDB.Common
Scattered Functionality,LinqToDB,LinqToDB.Metadata,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: LinqToDB.Extensions' LinqToDB.Common
Scattered Functionality,LinqToDB,LinqToDB.ServiceModel,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: LinqToDB.SqlQuery' LinqToDB.Linq
