Implementation smell,Namespace,Class,File,Method,Description
Long Statement,NUnit.Core,RuntimeFramework,C:\repos\mono_olive\nunit24\NUnitCore\interfaces\RuntimeFramework.cs,GetDisplayName,The length of the statement  "					"GetDisplayName"' BindingFlags.Static | BindingFlags.NonPublic | BindingFlags.DeclaredOnly | BindingFlags.ExactBinding ); " is 121.
