Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,PresentationCore-net_3_0,System.Windows,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Windows' System.Windows.Input,System.Windows.ContentElement' System.Windows.PresentationSource' System.Windows.UIElement' System.Windows.Input.AccessKeyManager' System.Windows.Input.InputManager,System.Windows.ContentElement' System.Windows.PresentationSource' System.Windows.UIElement' System.Windows.Input.AccessKeyManager' System.Windows.Input.InputManager
Cyclic Dependency,PresentationCore-net_3_0,System.Windows,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Windows' System.Windows.Media' System.Windows.Media.Animation,System.Windows.ContentElement' System.Windows.PresentationSource' System.Windows.UIElement' System.Windows.Media.Brush' System.Windows.Media.Color' System.Windows.Media.ContainerVisual' System.Windows.Media.MediaTimeline' System.Windows.Media.Visual' System.Windows.Media.Animation.AnimationTimeline' System.Windows.Media.Animation.BooleanAnimationUsingKeyFrames' System.Windows.Media.Animation.ColorAnimationBase,System.Windows.ContentElement' System.Windows.PresentationSource' System.Windows.UIElement' System.Windows.Media.Brush' System.Windows.Media.Color' System.Windows.Media.ContainerVisual' System.Windows.Media.MediaTimeline' System.Windows.Media.Visual' System.Windows.Media.Animation.AnimationTimeline' System.Windows.Media.Animation.BooleanAnimationUsingKeyFrames' System.Windows.Media.Animation.ColorAnimationBase
Cyclic Dependency,PresentationCore-net_3_0,System.Windows,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Windows' System.Windows.Input' System.Windows.Input.X11' System.Windows.Input,System.Windows.ContentElement' System.Windows.PresentationSource' System.Windows.UIElement' System.Windows.Input.AccessKeyManager' System.Windows.Input.InputManager' System.Windows.Input.X11.X11KeyboardDevice,System.Windows.ContentElement' System.Windows.PresentationSource' System.Windows.UIElement' System.Windows.Input.AccessKeyManager' System.Windows.Input.InputManager' System.Windows.Input.X11.X11KeyboardDevice
Cyclic Dependency,PresentationCore-net_3_0,System.Windows,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Windows' System.Windows.Media' System.Windows.Media.Animation' System.Windows.Media' System.Windows.Media.Animation,System.Windows.ContentElement' System.Windows.PresentationSource' System.Windows.UIElement' System.Windows.Media.Brush' System.Windows.Media.Color' System.Windows.Media.ContainerVisual' System.Windows.Media.MediaTimeline' System.Windows.Media.Visual' System.Windows.Media.Animation.AnimationTimeline' System.Windows.Media.Animation.BooleanAnimationUsingKeyFrames' System.Windows.Media.Animation.ColorAnimationBase,System.Windows.ContentElement' System.Windows.PresentationSource' System.Windows.UIElement' System.Windows.Media.Brush' System.Windows.Media.Color' System.Windows.Media.ContainerVisual' System.Windows.Media.MediaTimeline' System.Windows.Media.Visual' System.Windows.Media.Animation.AnimationTimeline' System.Windows.Media.Animation.BooleanAnimationUsingKeyFrames' System.Windows.Media.Animation.ColorAnimationBase
Cyclic Dependency,PresentationCore-net_3_0,System.Windows.Input,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Windows.Input' System.Windows' System.Windows.Media.Animation' System.Windows,System.Windows.Input.AccessKeyManager' System.Windows.Input.InputManager' System.Windows.ContentElement' System.Windows.PresentationSource' System.Windows.UIElement' System.Windows.Media.Animation.AnimationTimeline' System.Windows.Media.Animation.BooleanAnimationUsingKeyFrames' System.Windows.Media.Animation.ColorAnimationBase,System.Windows.Input.AccessKeyManager' System.Windows.Input.InputManager' System.Windows.ContentElement' System.Windows.PresentationSource' System.Windows.UIElement' System.Windows.Media.Animation.AnimationTimeline' System.Windows.Media.Animation.BooleanAnimationUsingKeyFrames' System.Windows.Media.Animation.ColorAnimationBase
Cyclic Dependency,PresentationCore-net_3_0,System.Windows.Input,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Windows.Input' System.Windows' System.Windows.Media' System.Windows.Media.Animation' System.Windows,System.Windows.Input.AccessKeyManager' System.Windows.Input.InputManager' System.Windows.ContentElement' System.Windows.PresentationSource' System.Windows.UIElement' System.Windows.Media.Brush' System.Windows.Media.Color' System.Windows.Media.ContainerVisual' System.Windows.Media.MediaTimeline' System.Windows.Media.Visual' System.Windows.Media.Animation.AnimationTimeline' System.Windows.Media.Animation.BooleanAnimationUsingKeyFrames' System.Windows.Media.Animation.ColorAnimationBase,System.Windows.Input.AccessKeyManager' System.Windows.Input.InputManager' System.Windows.ContentElement' System.Windows.PresentationSource' System.Windows.UIElement' System.Windows.Media.Brush' System.Windows.Media.Color' System.Windows.Media.ContainerVisual' System.Windows.Media.MediaTimeline' System.Windows.Media.Visual' System.Windows.Media.Animation.AnimationTimeline' System.Windows.Media.Animation.BooleanAnimationUsingKeyFrames' System.Windows.Media.Animation.ColorAnimationBase
Cyclic Dependency,PresentationCore-net_3_0,System.Windows.Input.X11,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Windows.Input.X11' System.Windows.Input,System.Windows.Input.X11.X11KeyboardDevice' System.Windows.Input.AccessKeyManager' System.Windows.Input.InputManager,System.Windows.Input.X11.X11KeyboardDevice' System.Windows.Input.AccessKeyManager' System.Windows.Input.InputManager
Cyclic Dependency,PresentationCore-net_3_0,System.Windows.Media.Animation,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Windows.Media.Animation' System.Windows,System.Windows.Media.Animation.AnimationTimeline' System.Windows.Media.Animation.BooleanAnimationUsingKeyFrames' System.Windows.Media.Animation.ColorAnimationBase' System.Windows.ContentElement' System.Windows.PresentationSource' System.Windows.UIElement,System.Windows.Media.Animation.AnimationTimeline' System.Windows.Media.Animation.BooleanAnimationUsingKeyFrames' System.Windows.Media.Animation.ColorAnimationBase' System.Windows.ContentElement' System.Windows.PresentationSource' System.Windows.UIElement
Cyclic Dependency,PresentationCore-net_3_0,System.Windows.Media.Effects,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Windows.Media.Effects' System.Windows' System.Windows.Media.Animation,System.Windows.Media.Effects.BitmapEffect' System.Windows.ContentElement' System.Windows.PresentationSource' System.Windows.UIElement' System.Windows.Media.Animation.AnimationTimeline' System.Windows.Media.Animation.BooleanAnimationUsingKeyFrames' System.Windows.Media.Animation.ColorAnimationBase,System.Windows.Media.Effects.BitmapEffect' System.Windows.ContentElement' System.Windows.PresentationSource' System.Windows.UIElement' System.Windows.Media.Animation.AnimationTimeline' System.Windows.Media.Animation.BooleanAnimationUsingKeyFrames' System.Windows.Media.Animation.ColorAnimationBase
Cyclic Dependency,PresentationCore-net_3_0,System.Windows.Media.Effects,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Windows.Media.Effects' System.Windows.Media' System.Windows' System.Windows.Media.Animation,System.Windows.Media.Effects.BitmapEffect' System.Windows.Media.Brush' System.Windows.Media.Color' System.Windows.Media.ContainerVisual' System.Windows.Media.MediaTimeline' System.Windows.Media.Visual' System.Windows.ContentElement' System.Windows.PresentationSource' System.Windows.UIElement' System.Windows.Media.Animation.AnimationTimeline' System.Windows.Media.Animation.BooleanAnimationUsingKeyFrames' System.Windows.Media.Animation.ColorAnimationBase,System.Windows.Media.Effects.BitmapEffect' System.Windows.Media.Brush' System.Windows.Media.Color' System.Windows.Media.ContainerVisual' System.Windows.Media.MediaTimeline' System.Windows.Media.Visual' System.Windows.ContentElement' System.Windows.PresentationSource' System.Windows.UIElement' System.Windows.Media.Animation.AnimationTimeline' System.Windows.Media.Animation.BooleanAnimationUsingKeyFrames' System.Windows.Media.Animation.ColorAnimationBase
