Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Bifrost.StructureMap,Container,D:\research\architectureSmells\repos\dolittle_Bifrost\Source\Bifrost.StructureMap\Container.cs,Bind,The length of the statement  "            _container.Configure (c=>c.For(service).LifecycleIs(GetInstanceScopeFor(lifecycle)).Use(new ConfiguredInstance(resolveCallback())));" is 132.
Long Statement,Bifrost.StructureMap,Container,D:\research\architectureSmells\repos\dolittle_Bifrost\Source\Bifrost.StructureMap\Container.cs,Bind,The length of the statement  "            _container.Configure (c=>c.For<T>().LifecycleIs(GetInstanceScopeFor(lifecycle)).UseInstance(new ConfiguredInstance(resolveCallback())));" is 136.
Long Statement,Bifrost.StructureMap,Container,D:\research\architectureSmells\repos\dolittle_Bifrost\Source\Bifrost.StructureMap\Container.cs,Bind,The length of the statement  "            _container.Configure (c=>c.For<T>().LifecycleIs(GetInstanceScopeFor(lifecycle)).UseInstance(new ConfiguredInstance(type)));" is 123.
Long Statement,Bifrost.StructureMap,Container,D:\research\architectureSmells\repos\dolittle_Bifrost\Source\Bifrost.StructureMap\Container.cs,Bind,The length of the statement  "            _container.Configure(c => c.For(service).LifecycleIs(GetInstanceScopeFor(lifecycle)).Use(ctx => resolveCallback(service)));" is 123.
Missing Default,Bifrost.StructureMap,Container,D:\research\architectureSmells\repos\dolittle_Bifrost\Source\Bifrost.StructureMap\Container.cs,GetInstanceScopeFor,The following switch statement is missing a default case: switch (lifecycle)             {                 case BindingLifecycle.Transient: return new TransientLifecycle();                 case BindingLifecycle.Request: throw new NotImplementedException();                 case BindingLifecycle.Singleton: return new SingletonLifecycle();                 case BindingLifecycle.Thread: return new ThreadLocalStorageLifecycle();             }
