Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Bifrost.SimpleInjector,ContainerExtensions,D:\research\architectureSmells\repos\dolittle_Bifrost\Source\Bifrost.SimpleInjector\ContainerExtensions.cs,ResolveLifestyle,The length of the statement  "                    throw new NotSupportedException("Ref documentation: This lifestyle is deliberately left out of Simple Injector because it is considered to be harmful. Instead of using Per Thread lifestyle' you will usually be better of using one of the Scoped lifestyles.");" is 258.
Missing Default,Bifrost.SimpleInjector,ContainerExtensions,D:\research\architectureSmells\repos\dolittle_Bifrost\Source\Bifrost.SimpleInjector\ContainerExtensions.cs,ResolveLifestyle,The following switch statement is missing a default case: switch (lifecycle)             {                 case BindingLifecycle.Singleton:                     lifestyle = Lifestyle.Singleton;                     break;                 case BindingLifecycle.Request:                     throw new NotImplementedException();                 case BindingLifecycle.Transient:                     lifestyle = Lifestyle.Transient;                     break;                 case BindingLifecycle.Thread:                     throw new NotSupportedException("Ref documentation: This lifestyle is deliberately left out of Simple Injector because it is considered to be harmful. Instead of using Per Thread lifestyle' you will usually be better of using one of the Scoped lifestyles.");             }
