Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,Bifrost.Events.Azure.ServiceBus,CommittedEventStreamReceiver,D:\research\architectureSmells\repos\dolittle_Bifrost\Source\Bifrost.Events.Azure.ServiceBus\CommittedEventStreamReceiver.cs,CommittedEventStreamReceiver,The method has 5 parameters. Parameters: serializer' applicationResourceIdentifierConverter' applicationResourceResolver' connectionStringProvider' subscriptionNameProvider
Long Identifier,Bifrost.Events.Azure.ServiceBus,CommittedEventStreamReceiver,D:\research\architectureSmells\repos\dolittle_Bifrost\Source\Bifrost.Events.Azure.ServiceBus\CommittedEventStreamReceiver.cs,CommittedEventStreamReceiver,The length of the parameter applicationResourceIdentifierConverter is 38.
Long Identifier,Bifrost.Events.Azure.ServiceBus,CommittedEventStreamReceiver,D:\research\architectureSmells\repos\dolittle_Bifrost\Source\Bifrost.Events.Azure.ServiceBus\CommittedEventStreamReceiver.cs,,The length of the parameter _applicationResourceIdentifierConverter is 39.
