Architecture smell,Project,Namespace,Cause,Responsible Classes
God Component,MeshChunks,meshExpImp.ModelBlocks,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 65,meshExpImp.ModelBlocks.UsageType' meshExpImp.ModelBlocks.FormatFlags' meshExpImp.ModelBlocks.MeshFlags' meshExpImp.ModelBlocks.ModelPrimitiveType' meshExpImp.ModelBlocks.LODInfoFlags' meshExpImp.ModelBlocks.LODId' meshExpImp.ModelBlocks.SwizzleCmd' meshExpImp.ModelBlocks.Vertex' meshExpImp.ModelBlocks.ElementUsage' meshExpImp.ModelBlocks.ElementFormat' meshExpImp.ModelBlocks.GeometryResourceHandler' meshExpImp.ModelBlocks.GeometryResource' meshExpImp.ModelBlocks.Default' meshExpImp.ModelBlocks.IBUF2' meshExpImp.ModelBlocks.VBUF2' meshExpImp.ModelBlocks.BoneList' meshExpImp.ModelBlocks.Vector2List' meshExpImp.ModelBlocks.VertexFormatList' meshExpImp.ModelBlocks.VertexElement' meshExpImp.ModelBlocks.UnknownThingList' meshExpImp.ModelBlocks.UnknownThing2List' meshExpImp.ModelBlocks.GeometryStateList' meshExpImp.ModelBlocks.BoundingBoxList' meshExpImp.ModelBlocks.SegmentList' meshExpImp.ModelBlocks.MLOD' meshExpImp.ModelBlocks.MODL' meshExpImp.ModelBlocks.SKIN' meshExpImp.ModelBlocks.Bone' meshExpImp.ModelBlocks.Matrix43' meshExpImp.ModelBlocks.UByte4' meshExpImp.ModelBlocks.Vector3' meshExpImp.ModelBlocks.Vector4' meshExpImp.ModelBlocks.NormalElement' meshExpImp.ModelBlocks.TangentNormalElement' meshExpImp.ModelBlocks.VertexIDElement' meshExpImp.ModelBlocks.ElementList
Scattered Functionality,MeshChunks,meshExpImp.ModelBlocks,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: s4pi.GenericRCOLResource' s4pi.Interfaces,s4pi.GenericRCOLResource.ChunkReference' s4pi.Interfaces.BoundingBox' s4pi.Interfaces.AApiVersionedFields
Scattered Functionality,MeshChunks,meshExpImp.ModelBlocks,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: s4pi.GenericRCOLResource' s4pi.Interfaces' s4pi.Interfaces,s4pi.GenericRCOLResource.ChunkReference' s4pi.Interfaces.BoundingBox' s4pi.Interfaces.ARCOLBlock
