Implementation smell,Namespace,Class,File,Method,Description
Long Statement,ReflectionUtils,ReflectionUtils,D:\research\architectureSmells\repos\facebook-csharp-sdk_reflection-utils\src\ReflectionUtils\ReflectionUtils.cs,IsTypeGenericeCollectionInterface,The length of the statement  "            return (genericDefinition == typeof(IList<>) || genericDefinition == typeof(ICollection<>) || genericDefinition == typeof(IEnumerable<>)); " is 138.
Long Statement,ReflectionUtils,ReflectionUtils,D:\research\architectureSmells\repos\facebook-csharp-sdk_reflection-utils\src\ReflectionUtils\ReflectionUtils.cs,ToNullableType,The length of the statement  "            return obj == null ? null : Convert.ChangeType(obj' Nullable.GetUnderlyingType(nullableType)' CultureInfo.InvariantCulture); " is 124.
Long Statement,ReflectionUtils,ReflectionUtils,D:\research\architectureSmells\repos\facebook-csharp-sdk_reflection-utils\src\ReflectionUtils\ReflectionUtils.cs,GetGetMethodByExpression,The length of the statement  "            UnaryExpression instanceCast = (!IsValueType(propertyInfo.DeclaringType)) ? Expression.TypeAs(instance' propertyInfo.DeclaringType) : Expression.Convert(instance' propertyInfo.DeclaringType); " is 191.
Long Statement,ReflectionUtils,ReflectionUtils,D:\research\architectureSmells\repos\facebook-csharp-sdk_reflection-utils\src\ReflectionUtils\ReflectionUtils.cs,GetGetMethodByExpression,The length of the statement  "            Func<object' object> compiled = Expression.Lambda<Func<object' object>>(Expression.TypeAs(Expression.Call(instanceCast' getMethodInfo)' typeof(object))' instance).Compile(); " is 173.
Long Statement,ReflectionUtils,ReflectionUtils,D:\research\architectureSmells\repos\facebook-csharp-sdk_reflection-utils\src\ReflectionUtils\ReflectionUtils.cs,GetSetMethodByExpression,The length of the statement  "            UnaryExpression instanceCast = (!IsValueType(propertyInfo.DeclaringType)) ? Expression.TypeAs(instance' propertyInfo.DeclaringType) : Expression.Convert(instance' propertyInfo.DeclaringType); " is 191.
Long Statement,ReflectionUtils,ReflectionUtils,D:\research\architectureSmells\repos\facebook-csharp-sdk_reflection-utils\src\ReflectionUtils\ReflectionUtils.cs,GetSetMethodByExpression,The length of the statement  "            UnaryExpression valueCast = (!IsValueType(propertyInfo.PropertyType)) ? Expression.TypeAs(value' propertyInfo.PropertyType) : Expression.Convert(value' propertyInfo.PropertyType); " is 179.
Long Statement,ReflectionUtils,ReflectionUtils,D:\research\architectureSmells\repos\facebook-csharp-sdk_reflection-utils\src\ReflectionUtils\ReflectionUtils.cs,GetSetMethodByExpression,The length of the statement  "            Action<object' object> compiled = Expression.Lambda<Action<object' object>>(Expression.Call(instanceCast' setMethodInfo' valueCast)' new ParameterExpression[] { instance' value }).Compile(); " is 190.
Long Statement,ReflectionUtils,ReflectionUtils,D:\research\architectureSmells\repos\facebook-csharp-sdk_reflection-utils\src\ReflectionUtils\ReflectionUtils.cs,GetSetMethodByExpression,The length of the statement  "                Assign(Expression.Field(Expression.Convert(instance' fieldInfo.DeclaringType)' fieldInfo)' Expression.Convert(value' fieldInfo.FieldType))' instance' value).Compile(); " is 167.
