Project,Namespace,Ca types,Ce types
OpenUO.Core.PresentationFramework (.Net 4.5),OpenUO.Core.PresentationOpenUO.Core.ComponentModel.Design,,OpenUO.Core.Data.ColumnAttribute' OpenUO.Core.PresentationOpenUO.Core.Input.CommandBase
OpenUO.Core.PresentationFramework (.Net 4.5),OpenUO.Core.PresentationOpenUO.Core.Converters,,
OpenUO.Core.PresentationFramework (.Net 4.5),OpenUO.Core.PresentationOpenUO.Core.Data,OpenUO.Core.PresentationFramework.PropertyGrid' OpenUO.Core.PresentationFramework.PropertyTemplateSelector' OpenUO.Core.PresentationOpenUO.Core.TypeEditors.CollectionEditorWindow,OpenUO.Core.PresentationFramework.FlatAttribute
OpenUO.Core.PresentationFramework (.Net 4.5),OpenUO.Core.PresentationFramework,OpenUO.Core.PresentationOpenUO.Core.Data.PropertyCollection' OpenUO.Core.PresentationOpenUO.Core.TypeEditors.CollectionEditorWindow' OpenUO.Core.PresentationOpenUO.Core.Input.CommandBase,OpenUO.Core.PresentationOpenUO.Core.Data.Item' OpenUO.Core.PresentationOpenUO.Core.Data.Property' OpenUO.Core.PresentationOpenUO.Core.Data.PropertyCollection' OpenUO.Core.PresentationOpenUO.Core.Threading.DispatcherProxy
OpenUO.Core.PresentationFramework (.Net 4.5),OpenUO.Core.PresentationOpenUO.Core.TypeEditors,OpenUO.Core.PresentationOpenUO.Core.Themes.TypeEditors.CollectionEditorControl,OpenUO.Core.PresentationOpenUO.Core.Themes.TypeEditors.CollectionEditorControl' OpenUO.Core.PresentationOpenUO.Core.Data.Property' OpenUO.Core.PresentationFramework.PropertyGrid
OpenUO.Core.PresentationFramework (.Net 4.5),OpenUO.Core.PresentationOpenUO.Core.Controls,,
OpenUO.Core.PresentationFramework (.Net 4.5),OpenUO.Core.PresentationOpenUO.Core.Input,OpenUO.Core.PresentationOpenUO.Core.ComponentModel.Design.ViewModelBase,OpenUO.Core.Guard' OpenUO.Core.PresentationFramework.WeakReferenceManager
OpenUO.Core.PresentationFramework (.Net 4.5),OpenUO.Core.PresentationOpenUO.Core.Net45.Properties,,
OpenUO.Core.PresentationFramework (.Net 4.5),OpenUO.Core.PresentationOpenUO.Core.Themes.TypeEditors,OpenUO.Core.PresentationOpenUO.Core.TypeEditors.CollectionEditorWindow,OpenUO.Core.PresentationOpenUO.Core.TypeEditors.CollectionEditorWindow
OpenUO.Core.PresentationFramework (.Net 4.5),OpenUO.Core.PresentationOpenUO.Core.Threading,OpenUO.Core.PresentationFramework.WeakReferenceManager,
OpenUO.Core.PresentationFramework (.Net 4.5),XamlGeneratedNamespace,,
