Implementation smell,Namespace,Class,File,Method,Description
Long Statement,_10_directCastFeatures,Program,C:\research\architectureSmells\repos\mumusan_dotnetex\Basic\10_directCastFeatures\Program.cs,ShowSimpleCastExample,The length of the statement  "            Console.WriteLine("Calling SomeMethod from object with rewritten VMT address:\r\n{0} (initially was A::M1)\r\n\n"' obj.SomeMethod());" is 133.
Long Statement,_10_directCastFeatures,Program,C:\research\architectureSmells\repos\mumusan_dotnetex\Basic\10_directCastFeatures\Program.cs,CastingBetweenIncompatibleTypes,The length of the statement  "            Console.WriteLine("We cannot cast from List<B> to List<A> using C#' but can using CastRef<List<A>>(...):\r\n\"{0}\" is added using List<A> which is actually List<B>"' changed[0]);" is 179.
