Implementation smell,Namespace,Class,File,Method,Description
Long Statement,AppDomainsSample,AppDomainRunner,C:\repos\mumusan_dotnetex\Basic\03_appdomain\Program.cs,Go,The length of the statement  "            var p = (AppDomainRunner)dom.CreateInstanceAndUnwrap(typeof(AppDomainRunner).Assembly.FullName' typeof(AppDomainRunner).FullName); " is 130.
Magic Number,AppDomainsSample,Program,C:\repos\mumusan_dotnetex\Basic\03_appdomain\Program.cs,Main,The following statement contains a magic number: var list = new List<int>(100);
