Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,System.Private.Xml,System.Xml,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Xml' System.Xml.Schema,System.Xml.XmlSqlBinaryReader' System.Xml.SmallXmlNodeList' System.Xml.NameTable' System.Xml.ValidateNames' System.Xml.XmlCharType' System.Xml.XmlException' System.Xml.HtmlEncodedRawTextWriter' System.Xml.XmlEventCache' System.Xml.XsdValidatingReader' System.Xml.XmlNode' System.Xml.DtdParser' System.Xml.Schema.AxisStack' System.Xml.Schema.DoubleLinkAxis' System.Xml.Schema.Asttree' System.Xml.Schema.Compiler' System.Xml.Schema.Preprocessor' System.Xml.Schema.XmlSchemaException
Cyclic Dependency,System.Private.Xml,System.Xml,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Xml' MS.Internal.Xml.XPath' System.Xml.Schema,System.Xml.XmlSqlBinaryReader' System.Xml.SmallXmlNodeList' System.Xml.NameTable' System.Xml.ValidateNames' System.Xml.XmlCharType' System.Xml.XmlException' System.Xml.HtmlEncodedRawTextWriter' System.Xml.XmlEventCache' System.Xml.XsdValidatingReader' System.Xml.XmlNode' System.Xml.DtdParser' MS.Internal.Xml.XPath.AbsoluteQuery' MS.Internal.Xml.XPath.AttributeQuery' MS.Internal.Xml.XPath.BaseAxisQuery' MS.Internal.Xml.XPath.XPathMultyIterator' System.Xml.Schema.AxisStack' System.Xml.Schema.DoubleLinkAxis' System.Xml.Schema.Asttree' System.Xml.Schema.Compiler' System.Xml.Schema.Preprocessor' System.Xml.Schema.XmlSchemaException
Cyclic Dependency,System.Private.Xml,System.Xml,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Xml' System.Xml.XPath' MS.Internal.Xml.XPath' System.Xml.Schema,System.Xml.XmlSqlBinaryReader' System.Xml.SmallXmlNodeList' System.Xml.NameTable' System.Xml.ValidateNames' System.Xml.XmlCharType' System.Xml.XmlException' System.Xml.HtmlEncodedRawTextWriter' System.Xml.XmlEventCache' System.Xml.XsdValidatingReader' System.Xml.XmlNode' System.Xml.DtdParser' System.Xml.XPath.XPathDocument' System.Xml.XPath.XPathException' System.Xml.XPath.XPathExpression' System.Xml.XPath.XPathNavigator' MS.Internal.Xml.XPath.AbsoluteQuery' MS.Internal.Xml.XPath.AttributeQuery' MS.Internal.Xml.XPath.BaseAxisQuery' MS.Internal.Xml.XPath.XPathMultyIterator' System.Xml.Schema.AxisStack' System.Xml.Schema.DoubleLinkAxis' System.Xml.Schema.Asttree' System.Xml.Schema.Compiler' System.Xml.Schema.Preprocessor' System.Xml.Schema.XmlSchemaException
Cyclic Dependency,System.Private.Xml,System.Xml,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Xml' MS.Internal.Xml.Cache' System.Xml.XPath' MS.Internal.Xml.XPath' System.Xml.Schema,System.Xml.XmlSqlBinaryReader' System.Xml.SmallXmlNodeList' System.Xml.NameTable' System.Xml.ValidateNames' System.Xml.XmlCharType' System.Xml.XmlException' System.Xml.HtmlEncodedRawTextWriter' System.Xml.XmlEventCache' System.Xml.XsdValidatingReader' System.Xml.XmlNode' System.Xml.DtdParser' MS.Internal.Xml.Cache.XPathDocumentBuilder' System.Xml.XPath.XPathDocument' System.Xml.XPath.XPathException' System.Xml.XPath.XPathExpression' System.Xml.XPath.XPathNavigator' MS.Internal.Xml.XPath.AbsoluteQuery' MS.Internal.Xml.XPath.AttributeQuery' MS.Internal.Xml.XPath.BaseAxisQuery' MS.Internal.Xml.XPath.XPathMultyIterator' System.Xml.Schema.AxisStack' System.Xml.Schema.DoubleLinkAxis' System.Xml.Schema.Asttree' System.Xml.Schema.Compiler' System.Xml.Schema.Preprocessor' System.Xml.Schema.XmlSchemaException
Cyclic Dependency,System.Private.Xml,MS.Internal.Xml.Cache,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: MS.Internal.Xml.Cache' System.Xml.XPath,MS.Internal.Xml.Cache.XPathDocumentBuilder' System.Xml.XPath.XPathDocument' System.Xml.XPath.XPathException' System.Xml.XPath.XPathExpression' System.Xml.XPath.XPathNavigator
Cyclic Dependency,System.Private.Xml,MS.Internal.Xml.Cache,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: MS.Internal.Xml.Cache' System.Xml.XPath' System.Xml,MS.Internal.Xml.Cache.XPathDocumentBuilder' System.Xml.XPath.XPathDocument' System.Xml.XPath.XPathException' System.Xml.XPath.XPathExpression' System.Xml.XPath.XPathNavigator' System.Xml.XmlSqlBinaryReader' System.Xml.SmallXmlNodeList' System.Xml.NameTable' System.Xml.ValidateNames' System.Xml.XmlCharType' System.Xml.XmlException' System.Xml.HtmlEncodedRawTextWriter' System.Xml.XmlEventCache' System.Xml.XsdValidatingReader' System.Xml.XmlNode' System.Xml.DtdParser
Cyclic Dependency,System.Private.Xml,MS.Internal.Xml.Cache,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: MS.Internal.Xml.Cache' System.Xml.XPath' System.Xml' System.Xml.XPath,MS.Internal.Xml.Cache.XPathDocumentBuilder' System.Xml.XPath.XPathDocument' System.Xml.XPath.XPathException' System.Xml.XPath.XPathExpression' System.Xml.XPath.XPathNavigator' System.Xml.XmlSqlBinaryReader' System.Xml.SmallXmlNodeList' System.Xml.NameTable' System.Xml.ValidateNames' System.Xml.XmlCharType' System.Xml.XmlException' System.Xml.HtmlEncodedRawTextWriter' System.Xml.XmlEventCache' System.Xml.XsdValidatingReader' System.Xml.XmlNode' System.Xml.DtdParser
Cyclic Dependency,System.Private.Xml,System.Xml.XPath,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Xml.XPath' System.Xml.Schema' System.Xml' MS.Internal.Xml.Cache,System.Xml.XPath.XPathDocument' System.Xml.XPath.XPathException' System.Xml.XPath.XPathExpression' System.Xml.XPath.XPathNavigator' System.Xml.Schema.AxisStack' System.Xml.Schema.DoubleLinkAxis' System.Xml.Schema.Asttree' System.Xml.Schema.Compiler' System.Xml.Schema.Preprocessor' System.Xml.Schema.XmlSchemaException' System.Xml.XmlSqlBinaryReader' System.Xml.SmallXmlNodeList' System.Xml.NameTable' System.Xml.ValidateNames' System.Xml.XmlCharType' System.Xml.XmlException' System.Xml.HtmlEncodedRawTextWriter' System.Xml.XmlEventCache' System.Xml.XsdValidatingReader' System.Xml.XmlNode' System.Xml.DtdParser' MS.Internal.Xml.Cache.XPathDocumentBuilder
Cyclic Dependency,System.Private.Xml,MS.Internal.Xml.XPath,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: MS.Internal.Xml.XPath' System.Xml.XPath,MS.Internal.Xml.XPath.AbsoluteQuery' MS.Internal.Xml.XPath.AttributeQuery' MS.Internal.Xml.XPath.BaseAxisQuery' MS.Internal.Xml.XPath.XPathMultyIterator' System.Xml.XPath.XPathDocument' System.Xml.XPath.XPathException' System.Xml.XPath.XPathExpression' System.Xml.XPath.XPathNavigator
Cyclic Dependency,System.Private.Xml,MS.Internal.Xml.XPath,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: MS.Internal.Xml.XPath' System.Xml.Schema' System.Xml.XPath,MS.Internal.Xml.XPath.AbsoluteQuery' MS.Internal.Xml.XPath.AttributeQuery' MS.Internal.Xml.XPath.BaseAxisQuery' MS.Internal.Xml.XPath.XPathMultyIterator' System.Xml.Schema.AxisStack' System.Xml.Schema.DoubleLinkAxis' System.Xml.Schema.Asttree' System.Xml.Schema.Compiler' System.Xml.Schema.Preprocessor' System.Xml.Schema.XmlSchemaException' System.Xml.XPath.XPathDocument' System.Xml.XPath.XPathException' System.Xml.XPath.XPathExpression' System.Xml.XPath.XPathNavigator
