Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,System.Data.Common,System.Data.Common,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Data.Common' System.Data,System.Data.Common.UInt64Storage' System.Data.Common.ADP' System.Data.Common.BigIntegerStorage' System.Data.Common.DataAdapter' System.Data.Common.DataColumnMappingCollection' System.Data.Common.DbConnectionStringBuilder' System.Data.Common.DbDataReader' System.Data.XDRSchema' System.Data.XmlDataLoader' System.Data.XmlTreeGen' System.Data.DataColumn' System.Data.DataException' System.Data.DataSet
Cyclic Dependency,System.Data.Common,System.Data.Common,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Data.Common' System.Data.SqlTypes' System.Data,System.Data.Common.UInt64Storage' System.Data.Common.ADP' System.Data.Common.BigIntegerStorage' System.Data.Common.DataAdapter' System.Data.Common.DataColumnMappingCollection' System.Data.Common.DbConnectionStringBuilder' System.Data.Common.DbDataReader' System.Data.SqlTypes.StreamOnSqlChars' System.Data.SqlTypes.SqlTypeException' System.Data.SqlTypes.SqlXml' System.Data.XDRSchema' System.Data.XmlDataLoader' System.Data.XmlTreeGen' System.Data.DataColumn' System.Data.DataException' System.Data.DataSet
Cyclic Dependency,System.Data.Common,System.Data.Common,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Data.Common' System.Data.SqlTypes' System.Data' System.Data.ProviderBase,System.Data.Common.UInt64Storage' System.Data.Common.ADP' System.Data.Common.BigIntegerStorage' System.Data.Common.DataAdapter' System.Data.Common.DataColumnMappingCollection' System.Data.Common.DbConnectionStringBuilder' System.Data.Common.DbDataReader' System.Data.SqlTypes.StreamOnSqlChars' System.Data.SqlTypes.SqlTypeException' System.Data.SqlTypes.SqlXml' System.Data.XDRSchema' System.Data.XmlDataLoader' System.Data.XmlTreeGen' System.Data.DataColumn' System.Data.DataException' System.Data.DataSet' System.Data.ProviderBase.FieldNameLookup' System.Data.ProviderBase.SchemaMapping
Cyclic Dependency,System.Data.Common,System.Data,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Data' System.Data.ProviderBase' System.Data.Common,System.Data.XDRSchema' System.Data.XmlDataLoader' System.Data.XmlTreeGen' System.Data.DataColumn' System.Data.DataException' System.Data.DataSet' System.Data.ProviderBase.FieldNameLookup' System.Data.ProviderBase.SchemaMapping' System.Data.Common.UInt64Storage' System.Data.Common.ADP' System.Data.Common.BigIntegerStorage' System.Data.Common.DataAdapter' System.Data.Common.DataColumnMappingCollection' System.Data.Common.DbConnectionStringBuilder' System.Data.Common.DbDataReader
Cyclic Dependency,System.Data.Common,System.Data,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Data' System.Data.ProviderBase' System.Data.Common' System.Data.SqlTypes' System.Data.Common,System.Data.XDRSchema' System.Data.XmlDataLoader' System.Data.XmlTreeGen' System.Data.DataColumn' System.Data.DataException' System.Data.DataSet' System.Data.ProviderBase.FieldNameLookup' System.Data.ProviderBase.SchemaMapping' System.Data.Common.UInt64Storage' System.Data.Common.ADP' System.Data.Common.BigIntegerStorage' System.Data.Common.DataAdapter' System.Data.Common.DataColumnMappingCollection' System.Data.Common.DbConnectionStringBuilder' System.Data.Common.DbDataReader' System.Data.SqlTypes.StreamOnSqlChars' System.Data.SqlTypes.SqlTypeException' System.Data.SqlTypes.SqlXml
Cyclic Dependency,System.Data.Common,System.Data.ProviderBase,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Data.ProviderBase' System.Data.Common,System.Data.ProviderBase.FieldNameLookup' System.Data.ProviderBase.SchemaMapping' System.Data.Common.UInt64Storage' System.Data.Common.ADP' System.Data.Common.BigIntegerStorage' System.Data.Common.DataAdapter' System.Data.Common.DataColumnMappingCollection' System.Data.Common.DbConnectionStringBuilder' System.Data.Common.DbDataReader
Cyclic Dependency,System.Data.Common,System.Data.SqlTypes,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Data.SqlTypes' System.Data.Common,System.Data.SqlTypes.StreamOnSqlChars' System.Data.SqlTypes.SqlTypeException' System.Data.SqlTypes.SqlXml' System.Data.Common.UInt64Storage' System.Data.Common.ADP' System.Data.Common.BigIntegerStorage' System.Data.Common.DataAdapter' System.Data.Common.DataColumnMappingCollection' System.Data.Common.DbConnectionStringBuilder' System.Data.Common.DbDataReader
Unstable Dependency,System.Data.Common,System.Data.Common,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): System.Data.ProviderBase,System.Data.Common.DataReaderContainer' System.Data.Common.SchemaMapping' System.Data.Common.FieldNameLookup
Unstable Dependency,System.Data.Common,System.Data,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): System.Data.Common' System.Runtime.Serialization.Formatters.Binary,System.Data.StorageType' System.Data.SqlConvert' System.Data.ADP' System.Data.SqlUdtStorage' System.Data.DataStorage' System.Data.BigIntegerStorage' System.Data.BinaryFormatter' System.Data.LoadAdapter' System.Data.DbEnumerator' System.Data.SchemaTableColumn' System.Data.SchemaTableOptionalColumn
Unstable Dependency,System.Data.Common,System.Data.SqlTypes,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): System.Data.Common,System.Data.SqlTypes.ADP
