Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,System.ComponentModel.TypeConverter,System.ComponentModel,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.ComponentModel' System.ComponentModel.Design.Serialization,System.ComponentModel.DateTimeConverter' System.ComponentModel.EnumConverter' System.ComponentModel.DelegatingTypeDescriptionProvider' System.ComponentModel.ReflectEventDescriptor' System.ComponentModel.ReflectPropertyDescriptor' System.ComponentModel.ReflectedTypeData' System.ComponentModel.ReferenceConverter' System.ComponentModel.LicFileLicenseProvider' System.ComponentModel.ComponentResourceManager' System.ComponentModel.Design.Serialization.ComponentSerializationService' System.ComponentModel.Design.Serialization.ContextStack
Cyclic Dependency,System.ComponentModel.TypeConverter,System.ComponentModel.Design,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.ComponentModel.Design' System.ComponentModel,System.ComponentModel.Design.DesigntimeLicenseContext' System.ComponentModel.Design.RuntimeLicenseContext' System.ComponentModel.Design.DesigntimeLicenseContextSerializer' System.ComponentModel.Design.ComponentChangedEventArgs' System.ComponentModel.Design.ServiceContainer' System.ComponentModel.DateTimeConverter' System.ComponentModel.EnumConverter' System.ComponentModel.DelegatingTypeDescriptionProvider' System.ComponentModel.ReflectEventDescriptor' System.ComponentModel.ReflectPropertyDescriptor' System.ComponentModel.ReflectedTypeData' System.ComponentModel.ReferenceConverter' System.ComponentModel.LicFileLicenseProvider' System.ComponentModel.ComponentResourceManager
Cyclic Dependency,System.ComponentModel.TypeConverter,System.ComponentModel.Design,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.ComponentModel.Design' System.ComponentModel' System.ComponentModel.Design.Serialization' System.ComponentModel,System.ComponentModel.Design.DesigntimeLicenseContext' System.ComponentModel.Design.RuntimeLicenseContext' System.ComponentModel.Design.DesigntimeLicenseContextSerializer' System.ComponentModel.Design.ComponentChangedEventArgs' System.ComponentModel.Design.ServiceContainer' System.ComponentModel.DateTimeConverter' System.ComponentModel.EnumConverter' System.ComponentModel.DelegatingTypeDescriptionProvider' System.ComponentModel.ReflectEventDescriptor' System.ComponentModel.ReflectPropertyDescriptor' System.ComponentModel.ReflectedTypeData' System.ComponentModel.ReferenceConverter' System.ComponentModel.LicFileLicenseProvider' System.ComponentModel.ComponentResourceManager' System.ComponentModel.Design.Serialization.ComponentSerializationService' System.ComponentModel.Design.Serialization.ContextStack
Unstable Dependency,System.ComponentModel.TypeConverter,System.ComponentModel,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): System.ComponentModel.Design,System.ComponentModel.IComponentChangeService' System.ComponentModel.IDictionaryService' System.ComponentModel.CheckoutException' System.ComponentModel.IExtenderListService' System.ComponentModel.ITypeDescriptorFilterService' System.ComponentModel.IDesigner' System.ComponentModel.ITypeResolutionService' System.ComponentModel.IReferenceService
Unstable Dependency,System.ComponentModel.TypeConverter,System,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): System.ComponentModel,System.ITypeDescriptorContext
Unstable Dependency,System.ComponentModel.TypeConverter,System.ComponentModel.Design.Serialization,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): System.ComponentModel,System.ComponentModel.Design.Serialization.MemberDescriptor' System.ComponentModel.Design.Serialization.TypeDescriptor
God Component,System.ComponentModel.TypeConverter,System.ComponentModel,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 161,System.ComponentModel.AttributeEntry' System.ComponentModel.CollectionChangeAction' System.ComponentModel.IUnimplemented' System.ComponentModel.TypeDescriptorComObject' System.ComponentModel.TypeDescriptorInterface' System.ComponentModel.EmptyCustomTypeDescriptor' System.ComponentModel.BindableSupport' System.ComponentModel.BindingDirection' System.ComponentModel.IRaiseItemChangedEvents' System.ComponentModel.ListSortDirection' System.ComponentModel.ListChangedType' System.ComponentModel.InheritanceLevel' System.ComponentModel.DataObjectMethodType' System.ComponentModel.IDataErrorInfo' System.ComponentModel.INestedContainer' System.ComponentModel.INestedSite' System.ComponentModel.ISupportInitializeNotification' System.ComponentModel.LicenseUsageMode' System.ComponentModel.CaseConversion' System.ComponentModel.CharType' System.ComponentModel.MaskedTextResultHint' System.ComponentModel.PropertyTabScope' System.ComponentModel.ToolboxItemFilterType' System.ComponentModel.HResults' System.ComponentModel.CompModSwitches' System.ComponentModel.CollectionChangeEventArgs' System.ComponentModel.IExtenderProvider' System.ComponentModel.IListSource' System.ComponentModel.MemberDescriptorComparer' System.ComponentModel.ListSortDescription' System.ComponentModel.IIntellisenseBuilder' System.ComponentModel.InstanceCreationEditor' System.ComponentModel.License' System.ComponentModel.LicenseProvider' System.ComponentModel.ITypeDescriptorContext' System.ComponentModel.StringConverter' System.ComponentModel.HandledEventArgs' System.ComponentModel.ITypedList' System.ComponentModel.RefreshEventArgs' System.ComponentModel.ComNativeDescriptionProvider' System.ComponentModel.AttributeProvider' System.ComponentModel.AttributeTypeDescriptor' System.ComponentModel.AttributeFilterCacheItem' System.ComponentModel.FilterCacheItem' System.ComponentModel.TypeDescriptionProviderAttribute' System.ComponentModel.WeakKeyComparer' System.ComponentModel.AddingNewEventArgs' System.ComponentModel.ICancelAddNew' System.ComponentModel.ReferenceComparer' System.ComponentModel.ComponentEditor' System.ComponentModel.ContainerFilterService' System.ComponentModel.CultureComparer' System.ComponentModel.CultureInfoMapper' System.ComponentModel.IBindingListView' System.ComponentModel.LicFileLicense' System.ComponentModel.CharDescriptor' System.ComponentModel.ArrayConverter' System.ComponentModel.ArrayPropertyDescriptor' System.ComponentModel.ByteConverter' System.ComponentModel.CharConverter' System.ComponentModel.CollectionConverter' System.ComponentModel.DoubleConverter' System.ComponentModel.Int16Converter' System.ComponentModel.Int32Converter' System.ComponentModel.Int64Converter' System.ComponentModel.MultilineStringConverter' System.ComponentModel.SByteConverter' System.ComponentModel.SingleConverter' System.ComponentModel.StandardValuesCollection' System.ComponentModel.UInt16Converter' System.ComponentModel.UInt32Converter' System.ComponentModel.UInt64Converter' System.ComponentModel.AttributeProviderAttribute' System.ComponentModel.DefaultEventAttribute' System.ComponentModel.DefaultPropertyAttribute' System.ComponentModel.ArraySubsetEnumerator' System.ComponentModel.PropertyDescriptorEnumerator' System.ComponentModel.EqualityWeakReference' System.ComponentModel.ComponentConverter' System.ComponentModel.ExpandableObjectConverter' System.ComponentModel.LicenseContext' System.ComponentModel.LicFileLicenseProvider' System.ComponentModel.SettingsBindableAttribute' System.ComponentModel.SyntaxCheck' System.ComponentModel.SecurityUtils' System.ComponentModel.DateTimeConverter' System.ComponentModel.DateTimeOffsetConverter' System.ComponentModel.GuidConverter' System.ComponentModel.TimeSpanConverter' System.ComponentModel.InvalidAsynchronousStateException' System.ComponentModel.ProvidePropertyAttribute' System.ComponentModel.ListChangedEventArgs' System.ComponentModel.Site' System.ComponentModel.DefaultBindingPropertyAttribute' System.ComponentModel.InstallerTypeAttribute' System.ComponentModel.LookupBindingPropertiesAttribute' System.ComponentModel.RecommendedAsConfigurableAttribute' System.ComponentModel.RunInstallerAttribute' System.ComponentModel.BooleanConverter' System.ComponentModel.DecimalConverter' System.ComponentModel.SimplePropertyDescriptor' System.ComponentModel.TypeConverterAttribute' System.ComponentModel.EventDescriptor' System.ComponentModel.ExtenderProvidedPropertyAttribute' System.ComponentModel.WeakHashtable' System.ComponentModel.ComplexBindingPropertiesAttribute' System.ComponentModel.DataObjectAttribute' System.ComponentModel.DataObjectMethodAttribute' System.ComponentModel.DesignTimeVisibleAttribute' System.ComponentModel.LicenseProviderAttribute' System.ComponentModel.ListBindableAttribute' System.ComponentModel.MarshalByValueComponent' System.ComponentModel.NestedContainer' System.ComponentModel.PasswordPropertyTextAttribute' System.ComponentModel.ComponentResourceManager' System.ComponentModel.InterlockedBitVector32' System.ComponentModel.IBindingList' System.ComponentModel.InheritanceAttribute' System.ComponentModel.DataObjectFieldAttribute' System.ComponentModel.EditorAttribute' System.ComponentModel.LicenseException' System.ComponentModel.ToolboxItemAttribute' System.ComponentModel.ToolboxItemFilterAttribute' System.ComponentModel.ExtendedPropertyDescriptor' System.ComponentModel.BindableAttribute' System.ComponentModel.DesignerAttribute' System.ComponentModel.WarningException' System.ComponentModel.BaseNumberConverter' System.ComponentModel.TypeListConverter' System.ComponentModel.ReferenceConverter' System.ComponentModel.CultureInfoConverter' System.ComponentModel.EnumConverter
God Component,System.ComponentModel.TypeConverter,System.ComponentModel.Design,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 60,System.ComponentModel.Design.StandardCommands' System.ComponentModel.Design.VSStandardCommands' System.ComponentModel.Design.ShellGuids' System.ComponentModel.Design.HelpKeywordType' System.ComponentModel.Design.HelpContextType' System.ComponentModel.Design.IDesignerEventService' System.ComponentModel.Design.IDesignerHostTransactionState' System.ComponentModel.Design.ITreeDesigner' System.ComponentModel.Design.ViewTechnology' System.ComponentModel.Design.SelectionTypes' System.ComponentModel.Design.StandardToolWindows' System.ComponentModel.Design.IExtenderListService' System.ComponentModel.Design.ActiveDesignerEventArgs' System.ComponentModel.Design.ComponentChangedEventArgs' System.ComponentModel.Design.ComponentChangingEventArgs' System.ComponentModel.Design.ComponentEventArgs' System.ComponentModel.Design.ComponentRenameEventArgs' System.ComponentModel.Design.DesignerEventArgs' System.ComponentModel.Design.IComponentDiscoveryService' System.ComponentModel.Design.IRootDesigner' System.ComponentModel.Design.ITypeDiscoveryService' System.ComponentModel.Design.ServiceCollection<T>' System.ComponentModel.Design.IDesigner' System.ComponentModel.Design.DesigntimeLicenseContext' System.ComponentModel.Design.DesignerTransactionCloseEventArgs' System.ComponentModel.Design.IDesignerOptionService' System.ComponentModel.Design.IComponentChangeService' System.ComponentModel.Design.IComponentInitializer' System.ComponentModel.Design.IExtenderProviderService' System.ComponentModel.Design.IResourceService' System.ComponentModel.Design.IInheritanceService
Feature Concentration,System.ComponentModel.TypeConverter,System.ComponentModel,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ArrayConverter' CollectionConverter' ITypeDescriptorContext' MultilineStringConverter' NullableConverter' PropertyDescriptor' StringConverter' TimeSpanConverter' TypeConverter' SimplePropertyDescriptor' StandardValuesCollection' TypeListConverter' AttributeCollection' AttributeEntry' CustomTypeDescriptor' EventDescriptor' EventDescriptorCollection' ArraySubsetEnumerator' ExtendedPropertyDescriptor' ExtenderProvidedPropertyAttribute' ICustomTypeDescriptor' IExtenderProvider' ITypedList' MemberDescriptor' PropertyDescriptorCollection' PropertyDescriptorEnumerator' ReflectEventDescriptor' ReflectPropertyDescriptor' ReflectTypeDescriptionProvider' ReflectedTypeData' TypeDescriptor' ComNativeTypeDescriptor' AttributeTypeDescriptor' AttributeFilterCacheItem' FilterCacheItem' IUnimplemented' MemberDescriptorComparer' MergedTypeDescriptor' TypeDescriptionNode' DefaultExtendedTypeDescriptor' DefaultTypeDescriptor' TypeDescriptionProvider' EmptyCustomTypeDescriptor' TypeDescriptionProviderAttribute' WeakHashtable' AmbientValueAttribute' BindingList<T>' IBindingList' ICancelAddNew' IRaiseItemChangedEvents' ListChangedEventArgs' ListSortDirection' ListChangedType' ComponentConverter' ReferenceConverter' ReferenceComparer' ComponentEditor' Container' Site' ContainerFilterService' InheritanceAttribute' InheritanceLevel' CultureInfoConverter' CultureComparer' CultureInfoMapper' DesignerAttribute' EditorAttribute' ExpandableObjectConverter' IBindingListView' ListSortDescriptionCollection' ListSortDescription' IComNativeDescriptorHandler' INestedSite' InstanceCreationEditor' NestedContainer' ComponentResourceManager' CompModSwitches' ArrayPropertyDescriptor' BaseNumberConverter' ByteConverter' DecimalConverter' DoubleConverter' Int16Converter' Int32Converter' Int64Converter' SByteConverter' SingleConverter' UInt16Converter' UInt32Converter' UInt64Converter' BooleanConverter' CharConverter' DateTimeConverter' DateTimeOffsetConverter' EnumConverter' GuidConverter' TypeConverterAttribute' AttributeProviderAttribute' DefaultEventAttribute' DefaultPropertyAttribute' DelegatingTypeDescriptionProvider' InterlockedBitVector32' ProvidePropertyAttribute' ComNativeDescriptionProvider' AttributeProvider' AddingNewEventArgs' INestedContainer]' [CollectionChangeAction' CollectionChangeEventArgs]' [HandledEventArgs]' [IListSource]' [InvalidAsynchronousStateException]' [RefreshEventArgs]' [TypeDescriptorComObject]' [TypeDescriptorInterface]' [WeakKeyComparer]' [EqualityWeakReference]' [BindableAttribute' BindableSupport' BindingDirection' ListBindableAttribute]' [ComplexBindingPropertiesAttribute]' [DataObjectAttribute]' [DataObjectFieldAttribute]' [DataObjectMethodAttribute' DataObjectMethodType]' [DefaultBindingPropertyAttribute]' [DesignTimeVisibleAttribute]' [IDataErrorInfo]' [IIntellisenseBuilder]' [InstallerTypeAttribute]' [ISupportInitializeNotification]' [License' LicenseManager' LicenseProvider' LicenseProviderAttribute' LicFileLicenseProvider' LicFileLicense' LicenseContext' LicenseUsageMode]' [LicenseException]' [LookupBindingPropertiesAttribute]' [MarshalByValueComponent]' [MaskedTextProvider' CaseConversion' CharType' CharDescriptor' MaskedTextResultHint]' [PasswordPropertyTextAttribute]' [PropertyTabAttribute' PropertyTabScope]' [RecommendedAsConfigurableAttribute]' [RunInstallerAttribute]' [SettingsBindableAttribute]' [SyntaxCheck]' [ToolboxItemAttribute]' [ToolboxItemFilterAttribute' ToolboxItemFilterType]' [WarningException]' [SecurityUtils]' [HResults]. LCC (Lack of Component Cohesion) = 0.23,System.ComponentModel.RunInstallerAttribute' System.ComponentModel.SettingsBindableAttribute' System.ComponentModel.SyntaxCheck' System.ComponentModel.ToolboxItemAttribute' System.ComponentModel.WarningException' System.ComponentModel.SecurityUtils' System.ComponentModel.HResults
Feature Concentration,System.ComponentModel.TypeConverter,System.ComponentModel.Design,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [IDictionaryService]' [IExtenderListService]' [ITypeDescriptorFilterService]' [IReferenceService]' [IDesigner' IRootDesigner' ITreeDesigner' ViewTechnology]' [DesignerVerbCollection' DesignerVerb' MenuCommand' CommandID' CheckoutException' StandardCommands' IMenuCommandService]' [VSStandardCommands]' [ShellGuids]' [DesigntimeLicenseContext' DesigntimeLicenseContextSerializer' RuntimeLicenseContext]' [ITypeResolutionService]' [ActiveDesignerEventArgs' IDesignerHost' IServiceContainer' DesignerCollection' DesignerEventArgs' IComponentDiscoveryService' ServiceContainer]' [DesignerTransaction]' [DesignerTransactionCloseEventArgs]' [ComponentChangedEventArgs]' [ComponentChangingEventArgs]' [ComponentEventArgs]' [ComponentRenameEventArgs]' [DesignerOptionService' DesignerOptionCollection' DesignerOptionConverter' OptionPropertyDescriptor' IDesignerOptionService]' [WrappedPropertyDescriptor]' [HelpKeywordAttribute]' [HelpKeywordType' IHelpService' HelpContextType]' [IComponentChangeService]' [IComponentInitializer]' [IDesignerEventService]' [IDesignerFilter]' [IDesignerHostTransactionState]' [IEventBindingService]' [IExtenderProviderService]' [IResourceService]' [ISelectionService' SelectionTypes]' [ITypeDiscoveryService]' [IInheritanceService]' [ServiceCollection<T>' EmbeddedTypeAwareTypeComparer]' [StandardToolWindows]' [TypeDescriptionProviderService]. LCC (Lack of Component Cohesion) = 0.58,System.ComponentModel.Design.HelpKeywordType' System.ComponentModel.Design.IHelpService' System.ComponentModel.Design.HelpContextType' System.ComponentModel.Design.ISelectionService' System.ComponentModel.Design.SelectionTypes' System.ComponentModel.Design.ServiceCollection<T>' System.ComponentModel.Design.EmbeddedTypeAwareTypeComparer' System.ComponentModel.Design.IDictionaryService' System.ComponentModel.Design.IExtenderListService' System.ComponentModel.Design.ITypeDescriptorFilterService' System.ComponentModel.Design.IReferenceService' System.ComponentModel.Design.VSStandardCommands' System.ComponentModel.Design.ShellGuids' System.ComponentModel.Design.ITypeResolutionService' System.ComponentModel.Design.DesignerTransaction' System.ComponentModel.Design.DesignerTransactionCloseEventArgs' System.ComponentModel.Design.ComponentChangedEventArgs' System.ComponentModel.Design.ComponentChangingEventArgs' System.ComponentModel.Design.ComponentEventArgs' System.ComponentModel.Design.ComponentRenameEventArgs' System.ComponentModel.Design.WrappedPropertyDescriptor' System.ComponentModel.Design.HelpKeywordAttribute' System.ComponentModel.Design.IComponentChangeService' System.ComponentModel.Design.IComponentInitializer' System.ComponentModel.Design.IDesignerEventService' System.ComponentModel.Design.IDesignerFilter' System.ComponentModel.Design.IDesignerHostTransactionState' System.ComponentModel.Design.IEventBindingService' System.ComponentModel.Design.IExtenderProviderService' System.ComponentModel.Design.IResourceService' System.ComponentModel.Design.ITypeDiscoveryService' System.ComponentModel.Design.IInheritanceService' System.ComponentModel.Design.StandardToolWindows' System.ComponentModel.Design.TypeDescriptionProviderService
