Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,System.Transactions.Local,System.Transactions,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Transactions' System.Transactions.Distributed,System.Transactions.InternalTransaction' System.Transactions.FinalizedObject' System.Transactions.TransactionException' System.Transactions.TransactionManager' System.Transactions.TransactionScope' System.Transactions.TransactionsEtwProvider' System.Transactions.Distributed.DistributedTransactionManager
Unstable Dependency,System.Transactions.Local,System.Transactions.Distributed,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): System.Transactions,System.Transactions.Distributed.RecoveringInternalEnlistment' System.Transactions.Distributed.TransactionOptions' System.Transactions.Distributed.IDtcTransaction' System.Transactions.Distributed.InternalEnlistment' System.Transactions.Distributed.EnlistmentOptions' System.Transactions.Distributed.DurableInternalEnlistment' System.Transactions.Distributed.VolatileDemultiplexer' System.Transactions.Distributed.InternalTransaction
Ambiguous Interface,System.Transactions.Local,System.Transactions.Distributed,The tool detected the smell in this component because the component provides only a single' general entry-point via the following class: DistributedTransaction,System.Transactions.Distributed.DistributedTransaction
God Component,System.Transactions.Local,System.Transactions,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 129,System.Transactions.DurableEnlistmentState' System.Transactions.TransactionEventArgs' System.Transactions.IsolationLevel' System.Transactions.TransactionStatus' System.Transactions.DependentCloneOption' System.Transactions.EnlistmentOptions' System.Transactions.DefaultComContextState' System.Transactions.TxLookup' System.Transactions.ContextKey' System.Transactions.TransactionScopeOption' System.Transactions.TransactionScopeAsyncFlowOption' System.Transactions.EnterpriseServicesInteropOption' System.Transactions.VolatileEnlistmentSet' System.Transactions.EnlistmentType' System.Transactions.NotificationCall' System.Transactions.EnlistmentCallback' System.Transactions.TransactionScopeResult' System.Transactions.TransactionExceptionType' System.Transactions.TraceSourceType' System.Transactions.Opcodes' System.Transactions.Tasks' System.Transactions.Keywords' System.Transactions.RecoveringInternalEnlistment' System.Transactions.PromotableInternalEnlistment' System.Transactions.ISimpleTransactionSuperior' System.Transactions.ISinglePhaseNotificationInternal' System.Transactions.ISinglePhaseNotification' System.Transactions.ITransactionPromoter' System.Transactions.SubordinateTransaction' System.Transactions.TransactionInformation' System.Transactions.TransactionStateNonCommittablePromoted' System.Transactions.TransactionStateDelegatedBase' System.Transactions.TransactionStateDelegatedNonMSDTC' System.Transactions.TransactionStateDelegatedP0Wave' System.Transactions.TransactionStateDelegatedCommitting' System.Transactions.VolatileEnlistmentState' System.Transactions.DependentTransaction' System.Transactions.DurableInternalEnlistment' System.Transactions.ContextData' System.Transactions.ActiveStates' System.Transactions.TransactionStatePromotedP0Aborting' System.Transactions.TransactionStatePromotedP1Aborting' System.Transactions.VolatileEnlistmentCommitting' System.Transactions.VolatileEnlistmentInDoubt' System.Transactions.VolatileEnlistmentDone' System.Transactions.DurableEnlistmentAborting' System.Transactions.DurableEnlistmentEnded' System.Transactions.Phase1VolatileEnlistment' System.Transactions.FinalizedObject' System.Transactions.IPromotableSinglePhaseNotification' System.Transactions.CallContextCurrentData' System.Transactions.IDtcTransaction' System.Transactions.TransactionOptions' System.Transactions.TransactionStateEnded' System.Transactions.TransactionStatePromotedNonMSDTCCommitted' System.Transactions.TransactionStateDelegatedAborting' System.Transactions.BucketSet' System.Transactions.DurableEnlistmentDelegated' System.Transactions.EnlistmentTraceIdentifier' System.Transactions.IEnlistmentNotificationInternal' System.Transactions.IEnlistmentNotification' System.Transactions.TransactionPromotionException' System.Transactions.TransactionStateVolatileSPC' System.Transactions.TransactionStateSPC' System.Transactions.TransactionStateCommitted' System.Transactions.TransactionStatePromotedCommitting' System.Transactions.TransactionStatePromotedPhase0' System.Transactions.TransactionStateDelegated' System.Transactions.TransactionStateDelegatedSubordinate' System.Transactions.Bucket' System.Transactions.TransactionTraceIdentifier' System.Transactions.VolatileEnlistmentAborting' System.Transactions.DurableEnlistmentCommitting' System.Transactions.PreparingEnlistment' System.Transactions.TransactionStatePromoted' System.Transactions.TransactionStatePromotedP0Wave' System.Transactions.CheapUnfairReaderWriterLock' System.Transactions.VolatileEnlistmentActive' System.Transactions.VolatileEnlistmentSPC' System.Transactions.VolatileEnlistmentPrepared' System.Transactions.VolatileEnlistmentPreparingAborting' System.Transactions.DurableEnlistmentActive' System.Transactions.EnterpriseServices' System.Transactions.SinglePhaseEnlistment' System.Transactions.TransactionInDoubtException' System.Transactions.TransactionManagerCommunicationException' System.Transactions.TransactionStateVolatilePhase1' System.Transactions.TransactionStateInDoubt' System.Transactions.TransactionStatePromotedCommitted' System.Transactions.TransactionStatePromotedNonMSDTCPhase0' System.Transactions.VolatileEnlistmentPreparing' System.Transactions.VolatileEnlistmentEnded' System.Transactions.Enlistment' System.Transactions.TransactionStatePSPEOperation' System.Transactions.TransactionTable' System.Transactions.CommittableTransaction' System.Transactions.EnlistmentStatePromoted' System.Transactions.TransactionAbortedException' System.Transactions.TransactionStatePromotedAborting' System.Transactions.InternalTransaction
Scattered Functionality,System.Transactions.Local,System.Transactions,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: System.Diagnostics.Tracing' System.Transactions.Distributed,System.Diagnostics.Tracing.EventSource' System.Transactions.Distributed.DistributedTransaction' System.Transactions.Distributed.DistributedTransactionManager
