Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,Proximo.Cqrs.Server.Impl,DomainEventHandlerInfo,C:\repos\andreabalducci_Prxm.Cqrs\Proximo.Cqrs.Server.Impl\CastleFastReflectHandlerCatalog.cs,DomainEventHandlerInfo,The method has 5 parameters. Parameters: invoker' executorType' eventType' kernel' methodName
Long Statement,Proximo.Cqrs.Server.Impl,CastleFastReflectHandlerCatalog,C:\repos\andreabalducci_Prxm.Cqrs\Proximo.Cqrs.Server.Impl\CastleFastReflectHandlerCatalog.cs,ScanAllAssembliesInDirectory,The length of the statement  "                            //throw new ApplicationException("CastleFastReflectHandlerCatalog is unable to scan type of assembly " + asmName + "\n" + sb.ToString()); " is 137.
Long Statement,Proximo.Cqrs.Server.Impl,CastleFastReflectHandlerCatalog,C:\repos\andreabalducci_Prxm.Cqrs\Proximo.Cqrs.Server.Impl\CastleFastReflectHandlerCatalog.cs,ScanAllAssembliesInDirectory,The length of the statement  "                        _logger.Info("Dll " + fileName + " probably is not a .NET dll and cannot be scanned for command handler or domain handler"' ex); " is 128.
Long Statement,Proximo.Cqrs.Server.Impl,CastleFastReflectHandlerCatalog,C:\repos\andreabalducci_Prxm.Cqrs\Proximo.Cqrs.Server.Impl\CastleFastReflectHandlerCatalog.cs,GetAllHandlerFor,The length of the statement  "                .Select<DomainEventHandlerInfo' DomainEventInvoker>(h => new DomainEventInvoker(h.Execute' h.ExecutorType' h.EventType)); " is 121.
Long Statement,Proximo.Cqrs.Server.Impl,Log4netLogger,C:\repos\andreabalducci_Prxm.Cqrs\Proximo.Cqrs.Server.Impl\Log4netLogger.cs,Debug,The length of the statement  "				LoggingEvent loggingEvent = new LoggingEvent(Logger.Logger.GetType()' Logger.Logger.Repository' Logger.Logger.Name' Level.Debug' message' exception); " is 149.
Long Statement,Proximo.Cqrs.Server.Impl,Log4netLogger,C:\repos\andreabalducci_Prxm.Cqrs\Proximo.Cqrs.Server.Impl\Log4netLogger.cs,Info,The length of the statement  "				LoggingEvent loggingEvent = new LoggingEvent(Logger.Logger.GetType()' Logger.Logger.Repository' Logger.Logger.Name' Level.Info' message' exception); " is 148.
Long Statement,Proximo.Cqrs.Server.Impl,Log4netLogger,C:\repos\andreabalducci_Prxm.Cqrs\Proximo.Cqrs.Server.Impl\Log4netLogger.cs,Warn,The length of the statement  "				LoggingEvent loggingEvent = new LoggingEvent(Logger.Logger.GetType()' Logger.Logger.Repository' Logger.Logger.Name' Level.Warn' message' exception); " is 148.
Long Statement,Proximo.Cqrs.Server.Impl,Log4netLogger,C:\repos\andreabalducci_Prxm.Cqrs\Proximo.Cqrs.Server.Impl\Log4netLogger.cs,Error,The length of the statement  "				LoggingEvent loggingEvent = new LoggingEvent(Logger.Logger.GetType()' Logger.Logger.Repository' Logger.Logger.Name' Level.Error' message' exception); " is 149.
Long Statement,Proximo.Cqrs.Server.Impl,Log4netLogger,C:\repos\andreabalducci_Prxm.Cqrs\Proximo.Cqrs.Server.Impl\Log4netLogger.cs,Fatal,The length of the statement  "				LoggingEvent loggingEvent = new LoggingEvent(Logger.Logger.GetType()' Logger.Logger.Repository' Logger.Logger.Name' Level.Fatal' message' exception); " is 149.
