Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,Potato.Fuzzy,Potato.Fuzzy,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Potato.Fuzzy' Potato.Fuzzy.Tokens.Object,Potato.Fuzzy.IFuzzyState' Potato.Fuzzy.Sentence' Potato.Fuzzy.Tokens.Object.INumericPropertyReference' Potato.Fuzzy.Tokens.Object.NumericPropertyObjectToken' Potato.Fuzzy.Tokens.Object.ThingObjectToken
Cyclic Dependency,Potato.Fuzzy,Potato.Fuzzy,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Potato.Fuzzy' Potato.Fuzzy.Tokens.Operator.Logical.Equality' Potato.Fuzzy.Tokens.Object,Potato.Fuzzy.IFuzzyState' Potato.Fuzzy.Sentence' Potato.Fuzzy.Tokens.Operator.Logical.Equality.EqualsEqualityLogicalOperatorToken' Potato.Fuzzy.Tokens.Object.INumericPropertyReference' Potato.Fuzzy.Tokens.Object.NumericPropertyObjectToken' Potato.Fuzzy.Tokens.Object.ThingObjectToken
Cyclic Dependency,Potato.Fuzzy,Potato.Fuzzy,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Potato.Fuzzy' Potato.Fuzzy.Tokens' Potato.Fuzzy.Tokens.Operator.Logical.Equality' Potato.Fuzzy.Tokens.Object,Potato.Fuzzy.IFuzzyState' Potato.Fuzzy.Sentence' Potato.Fuzzy.Tokens.TokenReflection' Potato.Fuzzy.Tokens.Operator.Logical.Equality.EqualsEqualityLogicalOperatorToken' Potato.Fuzzy.Tokens.Object.INumericPropertyReference' Potato.Fuzzy.Tokens.Object.NumericPropertyObjectToken' Potato.Fuzzy.Tokens.Object.ThingObjectToken
Cyclic Dependency,Potato.Fuzzy,Potato.Fuzzy.Tokens.Object,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Potato.Fuzzy.Tokens.Object' Potato.Fuzzy' Potato.Fuzzy.Tokens' Potato.Fuzzy' Potato.Fuzzy.Tokens.Operator.Logical.Equality,Potato.Fuzzy.Tokens.Object.INumericPropertyReference' Potato.Fuzzy.Tokens.Object.NumericPropertyObjectToken' Potato.Fuzzy.Tokens.Object.ThingObjectToken' Potato.Fuzzy.IFuzzyState' Potato.Fuzzy.Sentence' Potato.Fuzzy.Tokens.TokenReflection' Potato.Fuzzy.Tokens.Operator.Logical.Equality.EqualsEqualityLogicalOperatorToken
Cyclic Dependency,Potato.Fuzzy,Potato.Fuzzy.Tokens.Primitive.Numeric,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Potato.Fuzzy.Tokens.Primitive.Numeric' Potato.Fuzzy.Tokens.Object' Potato.Fuzzy,Potato.Fuzzy.Tokens.Primitive.Numeric.OrdinalNumericPrimitiveToken' Potato.Fuzzy.Tokens.Object.INumericPropertyReference' Potato.Fuzzy.Tokens.Object.NumericPropertyObjectToken' Potato.Fuzzy.Tokens.Object.ThingObjectToken' Potato.Fuzzy.IFuzzyState' Potato.Fuzzy.Sentence
Cyclic Dependency,Potato.Fuzzy,Potato.Fuzzy.Tokens.Primitive.Numeric,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Potato.Fuzzy.Tokens.Primitive.Numeric' Potato.Fuzzy.Tokens.Object' Potato.Fuzzy' Potato.Fuzzy.Tokens,Potato.Fuzzy.Tokens.Primitive.Numeric.OrdinalNumericPrimitiveToken' Potato.Fuzzy.Tokens.Object.INumericPropertyReference' Potato.Fuzzy.Tokens.Object.NumericPropertyObjectToken' Potato.Fuzzy.Tokens.Object.ThingObjectToken' Potato.Fuzzy.IFuzzyState' Potato.Fuzzy.Sentence' Potato.Fuzzy.Tokens.TokenReflection
Cyclic Dependency,Potato.Fuzzy,Potato.Fuzzy.Tokens.Primitive.Numeric,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Potato.Fuzzy.Tokens.Primitive.Numeric' Potato.Fuzzy.Tokens.Object' Potato.Fuzzy' Potato.Fuzzy.Tokens.Object' Potato.Fuzzy,Potato.Fuzzy.Tokens.Primitive.Numeric.OrdinalNumericPrimitiveToken' Potato.Fuzzy.Tokens.Object.INumericPropertyReference' Potato.Fuzzy.Tokens.Object.NumericPropertyObjectToken' Potato.Fuzzy.Tokens.Object.ThingObjectToken' Potato.Fuzzy.IFuzzyState' Potato.Fuzzy.Sentence
Cyclic Dependency,Potato.Fuzzy,Potato.Fuzzy.Tokens.Operator.Logical,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Potato.Fuzzy.Tokens.Operator.Logical' Potato.Fuzzy.Tokens.Object' Potato.Fuzzy,Potato.Fuzzy.Tokens.Operator.Logical.AndLogicalOperatorToken' Potato.Fuzzy.Tokens.Object.INumericPropertyReference' Potato.Fuzzy.Tokens.Object.NumericPropertyObjectToken' Potato.Fuzzy.Tokens.Object.ThingObjectToken' Potato.Fuzzy.IFuzzyState' Potato.Fuzzy.Sentence
Cyclic Dependency,Potato.Fuzzy,Potato.Fuzzy.Tokens.Operator.Logical,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Potato.Fuzzy.Tokens.Operator.Logical' Potato.Fuzzy.Tokens.Object' Potato.Fuzzy' Potato.Fuzzy.Tokens,Potato.Fuzzy.Tokens.Operator.Logical.AndLogicalOperatorToken' Potato.Fuzzy.Tokens.Object.INumericPropertyReference' Potato.Fuzzy.Tokens.Object.NumericPropertyObjectToken' Potato.Fuzzy.Tokens.Object.ThingObjectToken' Potato.Fuzzy.IFuzzyState' Potato.Fuzzy.Sentence' Potato.Fuzzy.Tokens.TokenReflection
Cyclic Dependency,Potato.Fuzzy,Potato.Fuzzy.Tokens.Operator.Logical,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Potato.Fuzzy.Tokens.Operator.Logical' Potato.Fuzzy.Tokens.Object' Potato.Fuzzy' Potato.Fuzzy.Tokens.Object' Potato.Fuzzy,Potato.Fuzzy.Tokens.Operator.Logical.AndLogicalOperatorToken' Potato.Fuzzy.Tokens.Object.INumericPropertyReference' Potato.Fuzzy.Tokens.Object.NumericPropertyObjectToken' Potato.Fuzzy.Tokens.Object.ThingObjectToken' Potato.Fuzzy.IFuzzyState' Potato.Fuzzy.Sentence
