Implementation smell,Namespace,Class,File,Method,Description
Magic Number,mailspy,Class1,C:\repos\EdenRidgway_nDumbster\examples\mailspy\MailSpy.cs,Main,The following statement contains a magic number: while(true)  			{  				if (server.ReceivedEmailCount > 0)  				{                      foreach (MailMessage message in server.ReceivedEmail)  					{  						Console.WriteLine("----------------------------------------------------------------");  						Console.WriteLine();  						Console.WriteLine(message.ToString());  					}  					server.ClearReceivedEmail();  				}  				Thread.Sleep(100);  			}
