Architecture smell,Project,Namespace,Cause
Unstable Dependency,Catel.MVVM.NET45,Catel.Windows,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Catel.MVVM.Providers
Unstable Dependency,Catel.MVVM.NET45,Catel,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Catel.MVVM
Unstable Dependency,Catel.MVVM.NET45,Catel.MVVM,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Catel.Services' Catel.MVVM.Auditing' Catel.Windows' Catel.Data' Catel.Messaging
Unstable Dependency,Catel.MVVM.NET45,Catel.MVVM.Converters,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Catel.Windows
Unstable Dependency,Catel.MVVM.NET45,Catel.Services,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Catel.Windows' Catel.Windows.Controls
Unstable Dependency,Catel.MVVM.NET45,Catel.Windows.Controls,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Catel.MVVM.Providers
Unstable Dependency,Catel.MVVM.NET45,Catel.Windows.Data,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Catel.MVVM
Ambiguous Interface,Catel.MVVM.NET45,Catel.Windows,The tool detected the smell in this component because the component provides only a single' general entry-point via the following class: MediaElementThreadInfo
Ambiguous Interface,Catel.MVVM.NET45,Catel,The tool detected the smell in this component because the component provides only a single' general entry-point via the following class: MVVMModule
God Component,Catel.MVVM.NET45,Catel.MVVM,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 76
God Component,Catel.MVVM.NET45,Catel.MVVM.Converters,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 45
God Component,Catel.MVVM.NET45,Catel.Services,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 79
God Component,Catel.MVVM.NET45,Catel.Windows.Interactivity,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 37
Feature Concentration,Catel.MVVM.NET45,Catel.Windows,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [LoaderAnimation' PleaseWaitWindow' PopupHelper' VisualTargetPresentationSource' MediaElementThreadFactory' MediaElementThreadInfo' PleaseWaitHelper' PleaseWaitMode]' [ApplicationExtensions]' [DependencyObjectExtensions]' [FrameworkElementExtensions' Window' WrapOptions' WrapControlHelper' DataWindow' DataWindowButton' DataWindowMode' DataWindowDefaultButton' InfoBarMessageControlGenerationMode]' [UIElementExtensions]' [WindowExtensions]' [CommandLineHelper]' [DataContextChangedHelper]' [EffectsHelper]' [ResourceHelper]. LCC (Lack of Component Cohesion) = 0.4
Feature Concentration,Catel.MVVM.NET45,Catel,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CatelEnvironment' DesignTimeCodeAttribute' DesignTimeHelper' MVVMModule' DesignTimeInitializer]' [INotifyPropertyChangedExtensions]' [StringExtensions]' [ThemeHelper]' [ICommandManagerExtensions]. LCC (Lack of Component Cohesion) = 0.56
Feature Concentration,Catel.MVVM.NET45,Catel.Collections,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [NotifyRangedListChangedAction' NotifyRangedListChangedEventArgs' FastBindingList' NotifyListChangedEventArgs]' [NotifyRangedCollectionChangedEventArgs]' [FastObservableCollection]' [SuspensionContext]. LCC (Lack of Component Cohesion) = 0.57
Feature Concentration,Catel.MVVM.NET45,Catel.MVVM.Navigation,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [NavigatedEventArgs' NavigationEventArgsBase' NavigationAdapter' NavigationAdapterBase' NavigationContext' NavigationMode' NavigatingEventArgs' NavigationModeExtensions]' [NavigationEventArgsExtensions]. LCC (Lack of Component Cohesion) = 0.22
Feature Concentration,Catel.MVVM.NET45,Catel.Windows.Controls,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [InfoBarMessageControlMode' InfoBarMessageControl' InfoBarMessageControlVisibilityConverter' ValidationType' ValidationEventAction' WarningAndErrorValidator' ValidationData' BusinessWarningOrErrorInfo' FieldWarningOrErrorInfo' ValidationEventArgs]' [Page]' [UserControl]' [VisualWrapper]. LCC (Lack of Component Cohesion) = 0.31
Feature Concentration,Catel.MVVM.NET45,Catel.Windows.Data,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BindingEvaluator' BindingHelper]' [BindingWithValidation]' [DependencyPropertyValueChangedEventArgs' DependencyPropertyChangedHelper' DependencyPropertyHelper' DependencyPropertyInfo]. LCC (Lack of Component Cohesion) = 0.43
