Architecture smell,Project,Namespace,Cause
Cyclic Dependency,Catel.Core.PCL,Catel,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Catel' Catel.Reflection
Cyclic Dependency,Catel.Core.PCL,Catel.IoC,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Catel.IoC' Catel.Reflection
Unstable Dependency,Catel.Core.PCL,Catel.ApiCop,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Catel.Data
Unstable Dependency,Catel.Core.PCL,Catel,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Catel.ExceptionHandling' Catel.Messaging' Catel.Reflection' Catel.Threading' Catel.Services' Catel.IoC
Unstable Dependency,Catel.Core.PCL,Catel.Configuration,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Catel.Runtime.Serialization' Catel.Runtime.Serialization.Xml
Unstable Dependency,Catel.Core.PCL,Catel.Data,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Catel.Runtime.Serialization' Catel.Runtime.Serialization.Xml
Unstable Dependency,Catel.Core.PCL,Catel.IoC,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Catel.Logging
Unstable Dependency,Catel.Core.PCL,Catel.Reflection,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Catel.Collections' Catel.IoC' Catel.Threading
Unstable Dependency,Catel.Core.PCL,Catel.Runtime.Serialization,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Catel.Runtime.Serialization.Xml
Ambiguous Interface,Catel.Core.PCL,System.ComponentModel,The tool detected the smell in this component because the component provides only a single' general entry-point via the following class: INotifyDataWarningInfo
God Component,Catel.Core.PCL,Catel,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 48
God Component,Catel.Core.PCL,Catel.Data,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 62
God Component,Catel.Core.PCL,Catel.IoC,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 42
God Component,Catel.Core.PCL,Catel.Runtime.Serialization,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 41
