Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,Catel.MVVM.UWP,Catel.MVVM,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Catel.MVVM' Catel,Catel.MVVM.ModuleInitializer' Catel.MVVM.CommandBase' Catel.MVVM.Command<TExecuteParameter'TCanExecuteParameter>' Catel.MVVM.CommandContainerBase<TExecuteParameter'TCanExecuteParameter'TPogress>' Catel.MVVM.CommandManager' Catel.MVVM.ObjectToDisplayNameConverter' Catel.MVVM.ViewHelper' Catel.MVVM.ViewModelServiceHelper' Catel.MVVM.LocatorBase' Catel.MVVM.UrlLocator' Catel.MVVM.ViewModelExtensions' Catel.MVVM.IProgressNotifyableViewModel' Catel.MVVM.ModelErrorInfo' Catel.MVVM.ViewModelBase' Catel.MVVM.ViewModelFactory' Catel.CatelEnvironment' Catel.DesignTimeHelper' Catel.ThemeHelper' Catel.ICommandManagerExtensions
Cyclic Dependency,Catel.MVVM.UWP,Catel.MVVM,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Catel.MVVM' Catel.MVVM.Views' Catel.Services,Catel.MVVM.ModuleInitializer' Catel.MVVM.CommandBase' Catel.MVVM.Command<TExecuteParameter'TCanExecuteParameter>' Catel.MVVM.CommandContainerBase<TExecuteParameter'TCanExecuteParameter'TPogress>' Catel.MVVM.CommandManager' Catel.MVVM.ObjectToDisplayNameConverter' Catel.MVVM.ViewHelper' Catel.MVVM.ViewModelServiceHelper' Catel.MVVM.LocatorBase' Catel.MVVM.UrlLocator' Catel.MVVM.ViewModelExtensions' Catel.MVVM.IProgressNotifyableViewModel' Catel.MVVM.ModelErrorInfo' Catel.MVVM.ViewModelBase' Catel.MVVM.ViewModelFactory' Catel.MVVM.Views.ViewLoadEventArgs' Catel.MVVM.Views.IViewManagerExtensions' Catel.MVVM.Views.ViewExtensions' Catel.MVVM.Views.ViewToViewModelMappingHelper' Catel.MVVM.Views.ViewLoadManager' Catel.Services.AutoCompletionService' Catel.Services.CameraServiceBase' Catel.Services.DispatcherService' Catel.Services.IUIVisualizerServiceExtensions' Catel.Services.IViewModelWrapperService
Cyclic Dependency,Catel.MVVM.UWP,Catel.MVVM.Auditing,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Catel.MVVM.Auditing' Catel.MVVM,Catel.MVVM.Auditing.AuditingManager' Catel.MVVM.Auditing.AuditingHelper' Catel.MVVM.ModuleInitializer' Catel.MVVM.CommandBase' Catel.MVVM.Command<TExecuteParameter'TCanExecuteParameter>' Catel.MVVM.CommandContainerBase<TExecuteParameter'TCanExecuteParameter'TPogress>' Catel.MVVM.CommandManager' Catel.MVVM.ObjectToDisplayNameConverter' Catel.MVVM.ViewHelper' Catel.MVVM.ViewModelServiceHelper' Catel.MVVM.LocatorBase' Catel.MVVM.UrlLocator' Catel.MVVM.ViewModelExtensions' Catel.MVVM.IProgressNotifyableViewModel' Catel.MVVM.ModelErrorInfo' Catel.MVVM.ViewModelBase' Catel.MVVM.ViewModelFactory
Cyclic Dependency,Catel.MVVM.UWP,Catel.MVVM.Auditing,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Catel.MVVM.Auditing' Catel.MVVM' Catel.Windows' Catel.MVVM,Catel.MVVM.Auditing.AuditingManager' Catel.MVVM.Auditing.AuditingHelper' Catel.MVVM.ModuleInitializer' Catel.MVVM.CommandBase' Catel.MVVM.Command<TExecuteParameter'TCanExecuteParameter>' Catel.MVVM.CommandContainerBase<TExecuteParameter'TCanExecuteParameter'TPogress>' Catel.MVVM.CommandManager' Catel.MVVM.ObjectToDisplayNameConverter' Catel.MVVM.ViewHelper' Catel.MVVM.ViewModelServiceHelper' Catel.MVVM.LocatorBase' Catel.MVVM.UrlLocator' Catel.MVVM.ViewModelExtensions' Catel.MVVM.IProgressNotifyableViewModel' Catel.MVVM.ModelErrorInfo' Catel.MVVM.ViewModelBase' Catel.MVVM.ViewModelFactory' Catel.Windows.DependencyObjectExtensions' Catel.Windows.DataContextChangedHelper' Catel.Windows.ResourceHelper
Cyclic Dependency,Catel.MVVM.UWP,Catel.MVVM.Auditing,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Catel.MVVM.Auditing' Catel.MVVM' Catel.MVVM.Views' Catel.MVVM.Navigation' Catel.MVVM,Catel.MVVM.Auditing.AuditingManager' Catel.MVVM.Auditing.AuditingHelper' Catel.MVVM.ModuleInitializer' Catel.MVVM.CommandBase' Catel.MVVM.Command<TExecuteParameter'TCanExecuteParameter>' Catel.MVVM.CommandContainerBase<TExecuteParameter'TCanExecuteParameter'TPogress>' Catel.MVVM.CommandManager' Catel.MVVM.ObjectToDisplayNameConverter' Catel.MVVM.ViewHelper' Catel.MVVM.ViewModelServiceHelper' Catel.MVVM.LocatorBase' Catel.MVVM.UrlLocator' Catel.MVVM.ViewModelExtensions' Catel.MVVM.IProgressNotifyableViewModel' Catel.MVVM.ModelErrorInfo' Catel.MVVM.ViewModelBase' Catel.MVVM.ViewModelFactory' Catel.MVVM.Views.ViewLoadEventArgs' Catel.MVVM.Views.IViewManagerExtensions' Catel.MVVM.Views.ViewExtensions' Catel.MVVM.Views.ViewToViewModelMappingHelper' Catel.MVVM.Views.ViewLoadManager' Catel.MVVM.Navigation.NavigationEventArgsExtensions' Catel.MVVM.Navigation.NavigationAdapter
Cyclic Dependency,Catel.MVVM.UWP,Catel.MVVM.Navigation,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Catel.MVVM.Navigation' Catel.MVVM,Catel.MVVM.Navigation.NavigationEventArgsExtensions' Catel.MVVM.Navigation.NavigationAdapter' Catel.MVVM.ModuleInitializer' Catel.MVVM.CommandBase' Catel.MVVM.Command<TExecuteParameter'TCanExecuteParameter>' Catel.MVVM.CommandContainerBase<TExecuteParameter'TCanExecuteParameter'TPogress>' Catel.MVVM.CommandManager' Catel.MVVM.ObjectToDisplayNameConverter' Catel.MVVM.ViewHelper' Catel.MVVM.ViewModelServiceHelper' Catel.MVVM.LocatorBase' Catel.MVVM.UrlLocator' Catel.MVVM.ViewModelExtensions' Catel.MVVM.IProgressNotifyableViewModel' Catel.MVVM.ModelErrorInfo' Catel.MVVM.ViewModelBase' Catel.MVVM.ViewModelFactory
Cyclic Dependency,Catel.MVVM.UWP,Catel.MVVM.Navigation,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Catel.MVVM.Navigation' Catel.MVVM' Catel.MVVM.Views,Catel.MVVM.Navigation.NavigationEventArgsExtensions' Catel.MVVM.Navigation.NavigationAdapter' Catel.MVVM.ModuleInitializer' Catel.MVVM.CommandBase' Catel.MVVM.Command<TExecuteParameter'TCanExecuteParameter>' Catel.MVVM.CommandContainerBase<TExecuteParameter'TCanExecuteParameter'TPogress>' Catel.MVVM.CommandManager' Catel.MVVM.ObjectToDisplayNameConverter' Catel.MVVM.ViewHelper' Catel.MVVM.ViewModelServiceHelper' Catel.MVVM.LocatorBase' Catel.MVVM.UrlLocator' Catel.MVVM.ViewModelExtensions' Catel.MVVM.IProgressNotifyableViewModel' Catel.MVVM.ModelErrorInfo' Catel.MVVM.ViewModelBase' Catel.MVVM.ViewModelFactory' Catel.MVVM.Views.ViewLoadEventArgs' Catel.MVVM.Views.IViewManagerExtensions' Catel.MVVM.Views.ViewExtensions' Catel.MVVM.Views.ViewToViewModelMappingHelper' Catel.MVVM.Views.ViewLoadManager
Cyclic Dependency,Catel.MVVM.UWP,Catel.MVVM.Navigation,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Catel.MVVM.Navigation' Catel.MVVM' Catel.MVVM.Auditing' Catel.MVVM,Catel.MVVM.Navigation.NavigationEventArgsExtensions' Catel.MVVM.Navigation.NavigationAdapter' Catel.MVVM.ModuleInitializer' Catel.MVVM.CommandBase' Catel.MVVM.Command<TExecuteParameter'TCanExecuteParameter>' Catel.MVVM.CommandContainerBase<TExecuteParameter'TCanExecuteParameter'TPogress>' Catel.MVVM.CommandManager' Catel.MVVM.ObjectToDisplayNameConverter' Catel.MVVM.ViewHelper' Catel.MVVM.ViewModelServiceHelper' Catel.MVVM.LocatorBase' Catel.MVVM.UrlLocator' Catel.MVVM.ViewModelExtensions' Catel.MVVM.IProgressNotifyableViewModel' Catel.MVVM.ModelErrorInfo' Catel.MVVM.ViewModelBase' Catel.MVVM.ViewModelFactory' Catel.MVVM.Auditing.AuditingManager' Catel.MVVM.Auditing.AuditingHelper
Cyclic Dependency,Catel.MVVM.UWP,Catel.MVVM.Views,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Catel.MVVM.Views' Catel.MVVM.Navigation' Catel.MVVM' Catel' Catel.MVVM,Catel.MVVM.Views.ViewLoadEventArgs' Catel.MVVM.Views.IViewManagerExtensions' Catel.MVVM.Views.ViewExtensions' Catel.MVVM.Views.ViewToViewModelMappingHelper' Catel.MVVM.Views.ViewLoadManager' Catel.MVVM.Navigation.NavigationEventArgsExtensions' Catel.MVVM.Navigation.NavigationAdapter' Catel.MVVM.ModuleInitializer' Catel.MVVM.CommandBase' Catel.MVVM.Command<TExecuteParameter'TCanExecuteParameter>' Catel.MVVM.CommandContainerBase<TExecuteParameter'TCanExecuteParameter'TPogress>' Catel.MVVM.CommandManager' Catel.MVVM.ObjectToDisplayNameConverter' Catel.MVVM.ViewHelper' Catel.MVVM.ViewModelServiceHelper' Catel.MVVM.LocatorBase' Catel.MVVM.UrlLocator' Catel.MVVM.ViewModelExtensions' Catel.MVVM.IProgressNotifyableViewModel' Catel.MVVM.ModelErrorInfo' Catel.MVVM.ViewModelBase' Catel.MVVM.ViewModelFactory' Catel.CatelEnvironment' Catel.DesignTimeHelper' Catel.ThemeHelper' Catel.ICommandManagerExtensions
Cyclic Dependency,Catel.MVVM.UWP,Catel.Windows,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Catel.Windows' Catel.MVVM,Catel.Windows.DependencyObjectExtensions' Catel.Windows.DataContextChangedHelper' Catel.Windows.ResourceHelper' Catel.MVVM.ModuleInitializer' Catel.MVVM.CommandBase' Catel.MVVM.Command<TExecuteParameter'TCanExecuteParameter>' Catel.MVVM.CommandContainerBase<TExecuteParameter'TCanExecuteParameter'TPogress>' Catel.MVVM.CommandManager' Catel.MVVM.ObjectToDisplayNameConverter' Catel.MVVM.ViewHelper' Catel.MVVM.ViewModelServiceHelper' Catel.MVVM.LocatorBase' Catel.MVVM.UrlLocator' Catel.MVVM.ViewModelExtensions' Catel.MVVM.IProgressNotifyableViewModel' Catel.MVVM.ModelErrorInfo' Catel.MVVM.ViewModelBase' Catel.MVVM.ViewModelFactory
