Architecture smell,Project,Namespace,Cause
Cyclic Dependency,Catel.Core.NET46,Catel,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Catel' Catel.Reflection
Cyclic Dependency,Catel.Core.NET46,Catel,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Catel' Catel.Reflection' Catel.IO
Cyclic Dependency,Catel.Core.NET46,Catel.IoC,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Catel.IoC' Catel.Reflection
Cyclic Dependency,Catel.Core.NET46,Catel.IO,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Catel.IO' Catel.Reflection
Unstable Dependency,Catel.Core.NET46,Catel.ApiCop,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Catel.Data
Unstable Dependency,Catel.Core.NET46,Catel,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Catel.ExceptionHandling' Catel.Messaging' Catel.Reflection' Catel.Threading' Catel.Services' Catel.IoC
Unstable Dependency,Catel.Core.NET46,Catel.Configuration,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Catel.Runtime.Serialization' Catel.Runtime.Serialization.Xml
Unstable Dependency,Catel.Core.NET46,Catel.Data,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Catel.Runtime.Serialization' System.ComponentModel' Catel.Runtime.Serialization.Xml
Unstable Dependency,Catel.Core.NET46,Catel.IoC,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Catel.Logging
Unstable Dependency,Catel.Core.NET46,Catel.Reflection,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Catel.Collections' Catel.IoC' Catel.IO' Catel.Threading
Unstable Dependency,Catel.Core.NET46,Catel.Runtime.Serialization,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Catel.Runtime.Serialization.Binary' Catel.Runtime.Serialization.Xml
Ambiguous Interface,Catel.Core.NET46,System.ComponentModel,The tool detected the smell in this component because the component provides only a single' general entry-point via the following class: INotifyDataWarningInfo
God Component,Catel.Core.NET46,Catel,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 51
God Component,Catel.Core.NET46,Catel.Data,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 62
God Component,Catel.Core.NET46,Catel.IoC,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 46
God Component,Catel.Core.NET46,Catel.Logging,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 31
God Component,Catel.Core.NET46,Catel.Runtime.Serialization,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 41
Feature Concentration,Catel.Core.NET46,Catel,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Argument' ProgressContext' CoreModule' Disposable' DynamicEventListener' Enum' ByteArrayExtensions' ExceptionExtensions' StringExtensions' UriExtensions' CompositePredicate' ICompositeFilter' ExpressionHelper' ObjectHelper' ParallelHelper' ResourceHelper' StringToObjectHelper' TagHelper' UniqueIdentifierHelper' IUniqueIdentifyable' WeakAction' WeakEventListener' CompositeFilter' ObjectToStringHelper' IExecute' IWeakAction' IWeakReference' WeakActionBase' IExecuteWithObject' IWeakEventListener]' [ExcludeReason' CoverageExcludeAttribute]' [DisposableToken' IDisposableToken]' [IBindableEnum]' [EventHandlerExtensions]' [AsyncEventHandlerExtensions]' [MustBeImplementedException]' [NotSupportedInPlatformException' Platforms' SupportedPlatforms' KnownPlatforms]' [ProcessExtensions]' [ExceptionFactory]' [FastDateTime]' [IFluent]' [EnvironmentHelper]' [HashHelper]' [HttpContextHelper]' [LanguageHelper]' [ThreadHelper]. LCC (Lack of Component Cohesion) = 0.33
Feature Concentration,Catel.Core.NET46,Catel.Collections,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CollectionExtensions]' [DictionaryExtensions]' [CollectionHelper]' [SuspensionMode' ISuspendChangeNotificationsCollection]' [ListDictionary]. LCC (Lack of Component Cohesion) = 0.83
