Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,Octopus.Client(net45),Octopus.Client.AutomationEnvironments,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Octopus.Client.AutomationEnvironments' Octopus.Client.Model,Octopus.Client.AutomationEnvironments.AutomationEnvironmentProvider' Octopus.Client.Model.ActionsUpdateResource' Octopus.Client.Model.ActionTemplateParameterResource' Octopus.Client.Model.CommunicationStyle' Octopus.Client.Model.DeploymentPreviewBaseResource' Octopus.Client.Model.DeploymentStepResource' Octopus.Client.Model.LicenseStatusResource' Octopus.Client.Model.MachineBasedResource' Octopus.Client.Model.OctopusCustomHeaders' Octopus.Client.Model.OverwriteModeLink' Octopus.Client.Model.PackageResource' Octopus.Client.Model.ProjectResource' Octopus.Client.Model.ProjectTriggerResource' Octopus.Client.Model.ReleaseChanges' Octopus.Client.Model.SemanticVersion,Octopus.Client.AutomationEnvironments.AutomationEnvironmentProvider' Octopus.Client.Model.ActionsUpdateResource' Octopus.Client.Model.ActionTemplateParameterResource' Octopus.Client.Model.CommunicationStyle' Octopus.Client.Model.DeploymentPreviewBaseResource' Octopus.Client.Model.DeploymentStepResource' Octopus.Client.Model.LicenseStatusResource' Octopus.Client.Model.MachineBasedResource' Octopus.Client.Model.OctopusCustomHeaders' Octopus.Client.Model.OverwriteModeLink' Octopus.Client.Model.PackageResource' Octopus.Client.Model.ProjectResource' Octopus.Client.Model.ProjectTriggerResource' Octopus.Client.Model.ReleaseChanges' Octopus.Client.Model.SemanticVersion
Cyclic Dependency,Octopus.Client(net45),Octopus.Client.AutomationEnvironments,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Octopus.Client.AutomationEnvironments' Octopus.Client.Model' Octopus.Client.Model.Accounts' Octopus.Client.Model,Octopus.Client.AutomationEnvironments.AutomationEnvironmentProvider' Octopus.Client.Model.ActionsUpdateResource' Octopus.Client.Model.ActionTemplateParameterResource' Octopus.Client.Model.CommunicationStyle' Octopus.Client.Model.DeploymentPreviewBaseResource' Octopus.Client.Model.DeploymentStepResource' Octopus.Client.Model.LicenseStatusResource' Octopus.Client.Model.MachineBasedResource' Octopus.Client.Model.OctopusCustomHeaders' Octopus.Client.Model.OverwriteModeLink' Octopus.Client.Model.PackageResource' Octopus.Client.Model.ProjectResource' Octopus.Client.Model.ProjectTriggerResource' Octopus.Client.Model.ReleaseChanges' Octopus.Client.Model.SemanticVersion' Octopus.Client.Model.Accounts.AccountResource,Octopus.Client.AutomationEnvironments.AutomationEnvironmentProvider' Octopus.Client.Model.ActionsUpdateResource' Octopus.Client.Model.ActionTemplateParameterResource' Octopus.Client.Model.CommunicationStyle' Octopus.Client.Model.DeploymentPreviewBaseResource' Octopus.Client.Model.DeploymentStepResource' Octopus.Client.Model.LicenseStatusResource' Octopus.Client.Model.MachineBasedResource' Octopus.Client.Model.OctopusCustomHeaders' Octopus.Client.Model.OverwriteModeLink' Octopus.Client.Model.PackageResource' Octopus.Client.Model.ProjectResource' Octopus.Client.Model.ProjectTriggerResource' Octopus.Client.Model.ReleaseChanges' Octopus.Client.Model.SemanticVersion' Octopus.Client.Model.Accounts.AccountResource
Cyclic Dependency,Octopus.Client(net45),Octopus.Client.AutomationEnvironments,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Octopus.Client.AutomationEnvironments' Octopus.Client.Model' Octopus.Client.Model.Accounts' Octopus.Client.Serialization' Octopus.Client.Model,Octopus.Client.AutomationEnvironments.AutomationEnvironmentProvider' Octopus.Client.Model.ActionsUpdateResource' Octopus.Client.Model.ActionTemplateParameterResource' Octopus.Client.Model.CommunicationStyle' Octopus.Client.Model.DeploymentPreviewBaseResource' Octopus.Client.Model.DeploymentStepResource' Octopus.Client.Model.LicenseStatusResource' Octopus.Client.Model.MachineBasedResource' Octopus.Client.Model.OctopusCustomHeaders' Octopus.Client.Model.OverwriteModeLink' Octopus.Client.Model.PackageResource' Octopus.Client.Model.ProjectResource' Octopus.Client.Model.ProjectTriggerResource' Octopus.Client.Model.ReleaseChanges' Octopus.Client.Model.SemanticVersion' Octopus.Client.Model.Accounts.AccountResource' Octopus.Client.Serialization.AccountConverter' Octopus.Client.Serialization.ControlConverter' Octopus.Client.Serialization.EndpointConverter' Octopus.Client.Serialization.HrefConverter' Octopus.Client.Serialization.TriggerActionConverter,Octopus.Client.AutomationEnvironments.AutomationEnvironmentProvider' Octopus.Client.Model.ActionsUpdateResource' Octopus.Client.Model.ActionTemplateParameterResource' Octopus.Client.Model.CommunicationStyle' Octopus.Client.Model.DeploymentPreviewBaseResource' Octopus.Client.Model.DeploymentStepResource' Octopus.Client.Model.LicenseStatusResource' Octopus.Client.Model.MachineBasedResource' Octopus.Client.Model.OctopusCustomHeaders' Octopus.Client.Model.OverwriteModeLink' Octopus.Client.Model.PackageResource' Octopus.Client.Model.ProjectResource' Octopus.Client.Model.ProjectTriggerResource' Octopus.Client.Model.ReleaseChanges' Octopus.Client.Model.SemanticVersion' Octopus.Client.Model.Accounts.AccountResource' Octopus.Client.Serialization.AccountConverter' Octopus.Client.Serialization.ControlConverter' Octopus.Client.Serialization.EndpointConverter' Octopus.Client.Serialization.HrefConverter' Octopus.Client.Serialization.TriggerActionConverter
Cyclic Dependency,Octopus.Client(net45),Octopus.Client,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Octopus.Client' Octopus.Client.Repositories.Async,Octopus.Client.IOctopusAsyncClient' Octopus.Client.IOctopusCommonAsyncRepository' Octopus.Client.IOctopusCommonRepository' Octopus.Client.OctopusAsyncClient' Octopus.Client.Repositories.Async.IAccountRepository' Octopus.Client.Repositories.Async.AccountRepository' Octopus.Client.Repositories.Async.BasicRepository<TResource>' Octopus.Client.Repositories.Async.BuildInformationRepository' Octopus.Client.Repositories.Async.BuiltInPackageRepositoryRepository' Octopus.Client.Repositories.Async.IChannelRepository' Octopus.Client.Repositories.Async.IMachineRepository' Octopus.Client.Repositories.Async.IMigrationRepository' Octopus.Client.Repositories.Async.PackageMetadataRepository' Octopus.Client.Repositories.Async.IProjectTriggerRepository,Octopus.Client.IOctopusAsyncClient' Octopus.Client.IOctopusCommonAsyncRepository' Octopus.Client.IOctopusCommonRepository' Octopus.Client.OctopusAsyncClient' Octopus.Client.Repositories.Async.IAccountRepository' Octopus.Client.Repositories.Async.AccountRepository' Octopus.Client.Repositories.Async.BasicRepository<TResource>' Octopus.Client.Repositories.Async.BuildInformationRepository' Octopus.Client.Repositories.Async.BuiltInPackageRepositoryRepository' Octopus.Client.Repositories.Async.IChannelRepository' Octopus.Client.Repositories.Async.IMachineRepository' Octopus.Client.Repositories.Async.IMigrationRepository' Octopus.Client.Repositories.Async.PackageMetadataRepository' Octopus.Client.Repositories.Async.IProjectTriggerRepository
Cyclic Dependency,Octopus.Client(net45),Octopus.Client,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Octopus.Client' Octopus.Client.Repositories.Async' Octopus.Client.Repositories,Octopus.Client.IOctopusAsyncClient' Octopus.Client.IOctopusCommonAsyncRepository' Octopus.Client.IOctopusCommonRepository' Octopus.Client.OctopusAsyncClient' Octopus.Client.Repositories.Async.IAccountRepository' Octopus.Client.Repositories.Async.AccountRepository' Octopus.Client.Repositories.Async.BasicRepository<TResource>' Octopus.Client.Repositories.Async.BuildInformationRepository' Octopus.Client.Repositories.Async.BuiltInPackageRepositoryRepository' Octopus.Client.Repositories.Async.IChannelRepository' Octopus.Client.Repositories.Async.IMachineRepository' Octopus.Client.Repositories.Async.IMigrationRepository' Octopus.Client.Repositories.Async.PackageMetadataRepository' Octopus.Client.Repositories.Async.IProjectTriggerRepository' Octopus.Client.Repositories.IActionTemplateRepository' Octopus.Client.Repositories.ActionTemplateRepository' Octopus.Client.Repositories.IArtifactRepository' Octopus.Client.Repositories.BasicRepository<TResource>' Octopus.Client.Repositories.BuildInformationRepository' Octopus.Client.Repositories.BuiltInPackageRepositoryRepository' Octopus.Client.Repositories.IChannelRepository' Octopus.Client.Repositories.IAccountRepository' Octopus.Client.Repositories.IMachineRepository' Octopus.Client.Repositories.IMigrationRepository' Octopus.Client.Repositories.PackageMetadataRepository' Octopus.Client.Repositories.IProjectTriggerRepository' Octopus.Client.Repositories.TaskRepository,Octopus.Client.IOctopusAsyncClient' Octopus.Client.IOctopusCommonAsyncRepository' Octopus.Client.IOctopusCommonRepository' Octopus.Client.OctopusAsyncClient' Octopus.Client.Repositories.Async.IAccountRepository' Octopus.Client.Repositories.Async.AccountRepository' Octopus.Client.Repositories.Async.BasicRepository<TResource>' Octopus.Client.Repositories.Async.BuildInformationRepository' Octopus.Client.Repositories.Async.BuiltInPackageRepositoryRepository' Octopus.Client.Repositories.Async.IChannelRepository' Octopus.Client.Repositories.Async.IMachineRepository' Octopus.Client.Repositories.Async.IMigrationRepository' Octopus.Client.Repositories.Async.PackageMetadataRepository' Octopus.Client.Repositories.Async.IProjectTriggerRepository' Octopus.Client.Repositories.IActionTemplateRepository' Octopus.Client.Repositories.ActionTemplateRepository' Octopus.Client.Repositories.IArtifactRepository' Octopus.Client.Repositories.BasicRepository<TResource>' Octopus.Client.Repositories.BuildInformationRepository' Octopus.Client.Repositories.BuiltInPackageRepositoryRepository' Octopus.Client.Repositories.IChannelRepository' Octopus.Client.Repositories.IAccountRepository' Octopus.Client.Repositories.IMachineRepository' Octopus.Client.Repositories.IMigrationRepository' Octopus.Client.Repositories.PackageMetadataRepository' Octopus.Client.Repositories.IProjectTriggerRepository' Octopus.Client.Repositories.TaskRepository
Cyclic Dependency,Octopus.Client(net45),Octopus.Client,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Octopus.Client' Octopus.Client.Repositories.Async' Octopus.Client.Editors.Async' Octopus.Client.Repositories.Async,Octopus.Client.IOctopusAsyncClient' Octopus.Client.IOctopusCommonAsyncRepository' Octopus.Client.IOctopusCommonRepository' Octopus.Client.OctopusAsyncClient' Octopus.Client.Repositories.Async.IAccountRepository' Octopus.Client.Repositories.Async.AccountRepository' Octopus.Client.Repositories.Async.BasicRepository<TResource>' Octopus.Client.Repositories.Async.BuildInformationRepository' Octopus.Client.Repositories.Async.BuiltInPackageRepositoryRepository' Octopus.Client.Repositories.Async.IChannelRepository' Octopus.Client.Repositories.Async.IMachineRepository' Octopus.Client.Repositories.Async.IMigrationRepository' Octopus.Client.Repositories.Async.PackageMetadataRepository' Octopus.Client.Repositories.Async.IProjectTriggerRepository' Octopus.Client.Editors.Async.AccountEditor<TAccountResource'TAccountEditor>' Octopus.Client.Editors.Async.CertificateEditor' Octopus.Client.Editors.Async.MachineEditor' Octopus.Client.Editors.Async.ProjectTriggerEditor' Octopus.Client.Editors.Async.TenantEditor,Octopus.Client.IOctopusAsyncClient' Octopus.Client.IOctopusCommonAsyncRepository' Octopus.Client.IOctopusCommonRepository' Octopus.Client.OctopusAsyncClient' Octopus.Client.Repositories.Async.IAccountRepository' Octopus.Client.Repositories.Async.AccountRepository' Octopus.Client.Repositories.Async.BasicRepository<TResource>' Octopus.Client.Repositories.Async.BuildInformationRepository' Octopus.Client.Repositories.Async.BuiltInPackageRepositoryRepository' Octopus.Client.Repositories.Async.IChannelRepository' Octopus.Client.Repositories.Async.IMachineRepository' Octopus.Client.Repositories.Async.IMigrationRepository' Octopus.Client.Repositories.Async.PackageMetadataRepository' Octopus.Client.Repositories.Async.IProjectTriggerRepository' Octopus.Client.Editors.Async.AccountEditor<TAccountResource'TAccountEditor>' Octopus.Client.Editors.Async.CertificateEditor' Octopus.Client.Editors.Async.MachineEditor' Octopus.Client.Editors.Async.ProjectTriggerEditor' Octopus.Client.Editors.Async.TenantEditor
Cyclic Dependency,Octopus.Client(net45),Octopus.Client,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Octopus.Client' Octopus.Client.Repositories.Async' Octopus.Client.Repositories' Octopus.Client.Editors' Octopus.Client.Repositories,Octopus.Client.IOctopusAsyncClient' Octopus.Client.IOctopusCommonAsyncRepository' Octopus.Client.IOctopusCommonRepository' Octopus.Client.OctopusAsyncClient' Octopus.Client.Repositories.Async.IAccountRepository' Octopus.Client.Repositories.Async.AccountRepository' Octopus.Client.Repositories.Async.BasicRepository<TResource>' Octopus.Client.Repositories.Async.BuildInformationRepository' Octopus.Client.Repositories.Async.BuiltInPackageRepositoryRepository' Octopus.Client.Repositories.Async.IChannelRepository' Octopus.Client.Repositories.Async.IMachineRepository' Octopus.Client.Repositories.Async.IMigrationRepository' Octopus.Client.Repositories.Async.PackageMetadataRepository' Octopus.Client.Repositories.Async.IProjectTriggerRepository' Octopus.Client.Repositories.IActionTemplateRepository' Octopus.Client.Repositories.ActionTemplateRepository' Octopus.Client.Repositories.IArtifactRepository' Octopus.Client.Repositories.BasicRepository<TResource>' Octopus.Client.Repositories.BuildInformationRepository' Octopus.Client.Repositories.BuiltInPackageRepositoryRepository' Octopus.Client.Repositories.IChannelRepository' Octopus.Client.Repositories.IAccountRepository' Octopus.Client.Repositories.IMachineRepository' Octopus.Client.Repositories.IMigrationRepository' Octopus.Client.Repositories.PackageMetadataRepository' Octopus.Client.Repositories.IProjectTriggerRepository' Octopus.Client.Repositories.TaskRepository' Octopus.Client.Editors.AccountEditor<TAccountResource'TAccountEditor>' Octopus.Client.Editors.CertificateEditor' Octopus.Client.Editors.MachineEditor' Octopus.Client.Editors.ProjectTriggerEditor' Octopus.Client.Editors.TenantEditor,Octopus.Client.IOctopusAsyncClient' Octopus.Client.IOctopusCommonAsyncRepository' Octopus.Client.IOctopusCommonRepository' Octopus.Client.OctopusAsyncClient' Octopus.Client.Repositories.Async.IAccountRepository' Octopus.Client.Repositories.Async.AccountRepository' Octopus.Client.Repositories.Async.BasicRepository<TResource>' Octopus.Client.Repositories.Async.BuildInformationRepository' Octopus.Client.Repositories.Async.BuiltInPackageRepositoryRepository' Octopus.Client.Repositories.Async.IChannelRepository' Octopus.Client.Repositories.Async.IMachineRepository' Octopus.Client.Repositories.Async.IMigrationRepository' Octopus.Client.Repositories.Async.PackageMetadataRepository' Octopus.Client.Repositories.Async.IProjectTriggerRepository' Octopus.Client.Repositories.IActionTemplateRepository' Octopus.Client.Repositories.ActionTemplateRepository' Octopus.Client.Repositories.IArtifactRepository' Octopus.Client.Repositories.BasicRepository<TResource>' Octopus.Client.Repositories.BuildInformationRepository' Octopus.Client.Repositories.BuiltInPackageRepositoryRepository' Octopus.Client.Repositories.IChannelRepository' Octopus.Client.Repositories.IAccountRepository' Octopus.Client.Repositories.IMachineRepository' Octopus.Client.Repositories.IMigrationRepository' Octopus.Client.Repositories.PackageMetadataRepository' Octopus.Client.Repositories.IProjectTriggerRepository' Octopus.Client.Repositories.TaskRepository' Octopus.Client.Editors.AccountEditor<TAccountResource'TAccountEditor>' Octopus.Client.Editors.CertificateEditor' Octopus.Client.Editors.MachineEditor' Octopus.Client.Editors.ProjectTriggerEditor' Octopus.Client.Editors.TenantEditor
Cyclic Dependency,Octopus.Client(net45),Octopus.Client.Editors,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Octopus.Client.Editors' Octopus.Client.Repositories,Octopus.Client.Editors.AccountEditor<TAccountResource'TAccountEditor>' Octopus.Client.Editors.CertificateEditor' Octopus.Client.Editors.MachineEditor' Octopus.Client.Editors.ProjectTriggerEditor' Octopus.Client.Editors.TenantEditor' Octopus.Client.Repositories.IActionTemplateRepository' Octopus.Client.Repositories.ActionTemplateRepository' Octopus.Client.Repositories.IArtifactRepository' Octopus.Client.Repositories.BasicRepository<TResource>' Octopus.Client.Repositories.BuildInformationRepository' Octopus.Client.Repositories.BuiltInPackageRepositoryRepository' Octopus.Client.Repositories.IChannelRepository' Octopus.Client.Repositories.IAccountRepository' Octopus.Client.Repositories.IMachineRepository' Octopus.Client.Repositories.IMigrationRepository' Octopus.Client.Repositories.PackageMetadataRepository' Octopus.Client.Repositories.IProjectTriggerRepository' Octopus.Client.Repositories.TaskRepository,Octopus.Client.Editors.AccountEditor<TAccountResource'TAccountEditor>' Octopus.Client.Editors.CertificateEditor' Octopus.Client.Editors.MachineEditor' Octopus.Client.Editors.ProjectTriggerEditor' Octopus.Client.Editors.TenantEditor' Octopus.Client.Repositories.IActionTemplateRepository' Octopus.Client.Repositories.ActionTemplateRepository' Octopus.Client.Repositories.IArtifactRepository' Octopus.Client.Repositories.BasicRepository<TResource>' Octopus.Client.Repositories.BuildInformationRepository' Octopus.Client.Repositories.BuiltInPackageRepositoryRepository' Octopus.Client.Repositories.IChannelRepository' Octopus.Client.Repositories.IAccountRepository' Octopus.Client.Repositories.IMachineRepository' Octopus.Client.Repositories.IMigrationRepository' Octopus.Client.Repositories.PackageMetadataRepository' Octopus.Client.Repositories.IProjectTriggerRepository' Octopus.Client.Repositories.TaskRepository
Cyclic Dependency,Octopus.Client(net45),Octopus.Client.Editors,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Octopus.Client.Editors' Octopus.Client.Repositories' Octopus.Client' Octopus.Client.Repositories,Octopus.Client.Editors.AccountEditor<TAccountResource'TAccountEditor>' Octopus.Client.Editors.CertificateEditor' Octopus.Client.Editors.MachineEditor' Octopus.Client.Editors.ProjectTriggerEditor' Octopus.Client.Editors.TenantEditor' Octopus.Client.Repositories.IActionTemplateRepository' Octopus.Client.Repositories.ActionTemplateRepository' Octopus.Client.Repositories.IArtifactRepository' Octopus.Client.Repositories.BasicRepository<TResource>' Octopus.Client.Repositories.BuildInformationRepository' Octopus.Client.Repositories.BuiltInPackageRepositoryRepository' Octopus.Client.Repositories.IChannelRepository' Octopus.Client.Repositories.IAccountRepository' Octopus.Client.Repositories.IMachineRepository' Octopus.Client.Repositories.IMigrationRepository' Octopus.Client.Repositories.PackageMetadataRepository' Octopus.Client.Repositories.IProjectTriggerRepository' Octopus.Client.Repositories.TaskRepository' Octopus.Client.IOctopusAsyncClient' Octopus.Client.IOctopusCommonAsyncRepository' Octopus.Client.IOctopusCommonRepository' Octopus.Client.OctopusAsyncClient,Octopus.Client.Editors.AccountEditor<TAccountResource'TAccountEditor>' Octopus.Client.Editors.CertificateEditor' Octopus.Client.Editors.MachineEditor' Octopus.Client.Editors.ProjectTriggerEditor' Octopus.Client.Editors.TenantEditor' Octopus.Client.Repositories.IActionTemplateRepository' Octopus.Client.Repositories.ActionTemplateRepository' Octopus.Client.Repositories.IArtifactRepository' Octopus.Client.Repositories.BasicRepository<TResource>' Octopus.Client.Repositories.BuildInformationRepository' Octopus.Client.Repositories.BuiltInPackageRepositoryRepository' Octopus.Client.Repositories.IChannelRepository' Octopus.Client.Repositories.IAccountRepository' Octopus.Client.Repositories.IMachineRepository' Octopus.Client.Repositories.IMigrationRepository' Octopus.Client.Repositories.PackageMetadataRepository' Octopus.Client.Repositories.IProjectTriggerRepository' Octopus.Client.Repositories.TaskRepository' Octopus.Client.IOctopusAsyncClient' Octopus.Client.IOctopusCommonAsyncRepository' Octopus.Client.IOctopusCommonRepository' Octopus.Client.OctopusAsyncClient
Cyclic Dependency,Octopus.Client(net45),Octopus.Client.Editors.Async,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Octopus.Client.Editors.Async' Octopus.Client.Repositories.Async,Octopus.Client.Editors.Async.AccountEditor<TAccountResource'TAccountEditor>' Octopus.Client.Editors.Async.CertificateEditor' Octopus.Client.Editors.Async.MachineEditor' Octopus.Client.Editors.Async.ProjectTriggerEditor' Octopus.Client.Editors.Async.TenantEditor' Octopus.Client.Repositories.Async.IAccountRepository' Octopus.Client.Repositories.Async.AccountRepository' Octopus.Client.Repositories.Async.BasicRepository<TResource>' Octopus.Client.Repositories.Async.BuildInformationRepository' Octopus.Client.Repositories.Async.BuiltInPackageRepositoryRepository' Octopus.Client.Repositories.Async.IChannelRepository' Octopus.Client.Repositories.Async.IMachineRepository' Octopus.Client.Repositories.Async.IMigrationRepository' Octopus.Client.Repositories.Async.PackageMetadataRepository' Octopus.Client.Repositories.Async.IProjectTriggerRepository,Octopus.Client.Editors.Async.AccountEditor<TAccountResource'TAccountEditor>' Octopus.Client.Editors.Async.CertificateEditor' Octopus.Client.Editors.Async.MachineEditor' Octopus.Client.Editors.Async.ProjectTriggerEditor' Octopus.Client.Editors.Async.TenantEditor' Octopus.Client.Repositories.Async.IAccountRepository' Octopus.Client.Repositories.Async.AccountRepository' Octopus.Client.Repositories.Async.BasicRepository<TResource>' Octopus.Client.Repositories.Async.BuildInformationRepository' Octopus.Client.Repositories.Async.BuiltInPackageRepositoryRepository' Octopus.Client.Repositories.Async.IChannelRepository' Octopus.Client.Repositories.Async.IMachineRepository' Octopus.Client.Repositories.Async.IMigrationRepository' Octopus.Client.Repositories.Async.PackageMetadataRepository' Octopus.Client.Repositories.Async.IProjectTriggerRepository
