Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,Sounds,Sounds,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Sounds' Sounds.Compression,Sounds.SADL' Sounds.SoundControl' Sounds.Compression.Procyon
Unstable Dependency,Sounds,Sounds.Compression,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Sounds,Sounds.Compression.Helper
