Implementation smell,Namespace,Class,File,Method,Description
Magic Number,SetPrintSettingsInXls,Program,C:\repos\svn2github_npoi\examples\hssf\SetPrintSettingsInXls\Program.cs,Main,The following statement contains a magic number: sheet1.SetMargin(MarginType.RightMargin' (double)0.5);
Magic Number,SetPrintSettingsInXls,Program,C:\repos\svn2github_npoi\examples\hssf\SetPrintSettingsInXls\Program.cs,Main,The following statement contains a magic number: sheet1.SetMargin(MarginType.TopMargin' (double)0.6);
Magic Number,SetPrintSettingsInXls,Program,C:\repos\svn2github_npoi\examples\hssf\SetPrintSettingsInXls\Program.cs,Main,The following statement contains a magic number: sheet1.SetMargin(MarginType.LeftMargin' (double)0.4);
Magic Number,SetPrintSettingsInXls,Program,C:\repos\svn2github_npoi\examples\hssf\SetPrintSettingsInXls\Program.cs,Main,The following statement contains a magic number: sheet1.SetMargin(MarginType.BottomMargin' (double)0.3);
Magic Number,SetPrintSettingsInXls,Program,C:\repos\svn2github_npoi\examples\hssf\SetPrintSettingsInXls\Program.cs,Main,The following statement contains a magic number: sheet1.PrintSetup.Copies = 3;
Magic Number,SetPrintSettingsInXls,Program,C:\repos\svn2github_npoi\examples\hssf\SetPrintSettingsInXls\Program.cs,Main,The following statement contains a magic number: sheet1.PrintSetup.FitHeight = 2;
Magic Number,SetPrintSettingsInXls,Program,C:\repos\svn2github_npoi\examples\hssf\SetPrintSettingsInXls\Program.cs,Main,The following statement contains a magic number: sheet1.PrintSetup.FitWidth = 3;
Magic Number,SetPrintSettingsInXls,Program,C:\repos\svn2github_npoi\examples\hssf\SetPrintSettingsInXls\Program.cs,Main,The following statement contains a magic number: for (int i = 1; i <= 15; i++)              {                  IRow row = sheet1.CreateRow(i);                  for (int j = 0; j < 15; j++)                  {                      row.CreateCell(j).SetCellValue(x++);                  }              }
Magic Number,SetPrintSettingsInXls,Program,C:\repos\svn2github_npoi\examples\hssf\SetPrintSettingsInXls\Program.cs,Main,The following statement contains a magic number: for (int i = 1; i <= 15; i++)              {                  IRow row = sheet1.CreateRow(i);                  for (int j = 0; j < 15; j++)                  {                      row.CreateCell(j).SetCellValue(x++);                  }              }
Magic Number,SetPrintSettingsInXls,Program,C:\repos\svn2github_npoi\examples\hssf\SetPrintSettingsInXls\Program.cs,Main,The following statement contains a magic number: x = 100;
Magic Number,SetPrintSettingsInXls,Program,C:\repos\svn2github_npoi\examples\hssf\SetPrintSettingsInXls\Program.cs,Main,The following statement contains a magic number: for (int i = 1; i <= 15; i++)              {                  IRow row = sheet2.CreateRow(i);                  for (int j = 0; j < 15; j++)                  {                      row.CreateCell(j).SetCellValue(x++);                  }              }
Magic Number,SetPrintSettingsInXls,Program,C:\repos\svn2github_npoi\examples\hssf\SetPrintSettingsInXls\Program.cs,Main,The following statement contains a magic number: for (int i = 1; i <= 15; i++)              {                  IRow row = sheet2.CreateRow(i);                  for (int j = 0; j < 15; j++)                  {                      row.CreateCell(j).SetCellValue(x++);                  }              }
