Implementation smell,Namespace,Class,File,Method,Description
Complex Method,LightBlue.MultiHost.ViewModel,CustomBrushes,F:\newReposMay17\LightBlueProject_LightBlue\LightBlue.MultiHost\ViewModel\CustomBrushes.cs,GetStatusColour,Cyclomatic complexity of the method is 8
Long Parameter List,LightBlue.MultiHost.Runners,ThreadRunner,F:\newReposMay17\LightBlueProject_LightBlue\LightBlue.MultiHost\Runners\ThreadRunner.cs,ThreadRunner,The method has 5 parameters.
Long Parameter List,LightBlue.MultiHost.Runners,AppDomainRunner,F:\newReposMay17\LightBlueProject_LightBlue\LightBlue.MultiHost\Runners\AppDomainRunner.cs,AppDomainRunner,The method has 6 parameters.
Long Identifier,LightBlue.MultiHost.Configuration,RoleConfigurationService,F:\newReposMay17\LightBlueProject_LightBlue\LightBlue.MultiHost\Configuration\RoleConfigurationService.cs,Edit,The length of the parameter multiHostConfigurationFilePath is 30.
Long Identifier,LightBlue.MultiHost.Configuration,IRoleConfiguationService,F:\newReposMay17\LightBlueProject_LightBlue\LightBlue.MultiHost\Configuration\IRoleConfiguationService.cs,Edit,The length of the parameter multiHostConfigurationFilePath is 30.
Long Identifier,LightBlue.MultiHost.ViewModel,EditRole,F:\newReposMay17\LightBlueProject_LightBlue\LightBlue.MultiHost\ViewModel\EditRole.cs,EditRole,The length of the parameter multiHostConfigurationFilePath is 30.
Long Identifier,LightBlue.MultiHost.Runners,IisExpressRunner,F:\newReposMay17\LightBlueProject_LightBlue\LightBlue.MultiHost\Runners\IisExpressRunner.cs,Start,The length of the parameter iisExpressConfigurationFilePath is 31.
Long Statement,LightBlue.MultiHost.Controls,NotificationHub,F:\newReposMay17\LightBlueProject_LightBlue\LightBlue.MultiHost\Controls\NotificationHub.cs,PlacePopup,The length of the statement  "		new CustomPopupPlacement (new Point (SystemParameters.FullPrimaryScreenWidth - popupsize.Width' 0)' PopupPrimaryAxis.None)' " is 123.
Long Statement,LightBlue.MultiHost,MainWindow,F:\newReposMay17\LightBlueProject_LightBlue\LightBlue.MultiHost\MainWindow.xaml.cs,CollectionViewSource_Filter,The length of the statement  "	var filter = r.Title.ToLowerInvariant ().Contains (_searchText.ToLowerInvariant ()) || r.Status.ToString ().ToLowerInvariant ().Contains (_searchText.ToLowerInvariant ()) || r.RoleName.ToLowerInvariant ().Contains (_searchText.ToLowerInvariant ()); " is 248.
Long Statement,LightBlue.MultiHost.IISExpress,IisExpressHelper,F:\newReposMay17\LightBlueProject_LightBlue\LightBlue.MultiHost\IISExpress\IisExpressHelper.cs,BuildProcessStartInfo,The length of the statement  "	string path = webHostArgs.Use64Bit ? Path.Combine (Environment.GetEnvironmentVariable ("ProgramW6432")' @"IIS Express\iisexpress.exe") : Path.Combine (Environment.GetFolderPath (Environment.SpecialFolder.ProgramFiles)' @"IIS Express\iisexpress.exe"); " is 250.
