Implementation smell,Namespace,Class,File,Method,Description
Long Statement,LightBlue.Windsor,LightBlueStandaloneInstaller,D:\research\architectureSmells\repos\LightBlueProject_LightBlue\LightBlue.Windsor\LightBlueStandaloneInstaller.cs,Install,The length of the statement  "                throw new InvalidOperationException("Can only use the LightBlue Standalone installer when running in a LightBlue host."); " is 121.
Long Statement,LightBlue.Windsor,WindsorContainerExtensions,D:\research\architectureSmells\repos\LightBlueProject_LightBlue\LightBlue.Windsor\WindsorContainerExtensions.cs,InstallLightBlue,The length of the statement  "            throw new InvalidOperationException("Cannot register LightBlue when not hosted in the LightBlue' actual Azure or the Azure emulator."); " is 135.
