Design smell,Namespace,Class,File,Cause
Duplicate Abstraction,de4dot.cui,CommandLineParser,D:\research\architectureSmells\repos\0xd4d_de4dot\de4dot.cui\CommandLineParser.cs,The tool detected the smell in this class because a set of code clones has been found and at least one of the clones found in this class. List of code clones with start and end line numbers are:  CommandLineParser (D:\research\architectureSmells\repos\0xd4d_de4dot\de4dot.cui\CommandLineParser.cs' [1' 20])' FilesDeobfuscator (D:\research\architectureSmells\repos\0xd4d_de4dot\de4dot.cui\FilesDeobfuscator.cs' [1' 20])' ExitException (D:\research\architectureSmells\repos\0xd4d_de4dot\de4dot.cui\Program.cs' [1' 20])
Duplicate Abstraction,de4dot.cui,CommandLineParser,D:\research\architectureSmells\repos\0xd4d_de4dot\de4dot.cui\CommandLineParser.cs,The tool detected the smell in this class because a set of code clones has been found and at least one of the clones found in this class. List of code clones with start and end line numbers are:  CommandLineParser (D:\research\architectureSmells\repos\0xd4d_de4dot\de4dot.cui\CommandLineParser.cs' [1' 21])' ExitException (D:\research\architectureSmells\repos\0xd4d_de4dot\de4dot.cui\Program.cs' [1' 21])
Feature Envy,de4dot.cui,FilesDeobfuscator,D:\research\architectureSmells\repos\0xd4d_de4dot\de4dot.cui\FilesDeobfuscator.cs,The tool detected the smell because a method in this type accesses members from another type more than the members from its own type. The method causing this smell is: LoadAllFiles which is more interested in members of the type: Options
Unnecessary Abstraction,de4dot.cui,SearchDir,D:\research\architectureSmells\repos\0xd4d_de4dot\de4dot.cui\FilesDeobfuscator.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: InputDirectory' OutputDirectory' SkipUnknownObfuscators
Feature Envy,de4dot.cui,DotNetFileLoader,D:\research\architectureSmells\repos\0xd4d_de4dot\de4dot.cui\FilesDeobfuscator.cs,The tool detected the smell because a method in this type accesses members from another type more than the members from its own type. The method causing this smell is: Load which is more interested in members of the type: Options
Feature Envy,de4dot.cui,DotNetFileLoader,D:\research\architectureSmells\repos\0xd4d_de4dot\de4dot.cui\FilesDeobfuscator.cs,The tool detected the smell because a method in this type accesses members from another type more than the members from its own type. The method causing this smell is: CreateObfuscatedFile which is more interested in members of the type: Options
Deficient Encapsulation,de4dot.cui,Info,D:\research\architectureSmells\repos\0xd4d_de4dot\de4dot.cui\CommandLineParser.cs,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: value' name' desc
Cyclically-dependent Modularization,de4dot.cui,FilesDeobfuscator,D:\research\architectureSmells\repos\0xd4d_de4dot\de4dot.cui\FilesDeobfuscator.cs,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: de4dot.cui.FilesDeobfuscator' de4dot.cui.Program
Cyclically-dependent Modularization,de4dot.cui,CommandLineParser,D:\research\architectureSmells\repos\0xd4d_de4dot\de4dot.cui\CommandLineParser.cs,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: de4dot.cui.CommandLineParser' de4dot.cui.Program' de4dot.cui.FilesDeobfuscator
