Architecture smell,Project,Namespace,Cause
Unstable Dependency,de4dot.code,de4dot.code,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): de4dot.code.deobfuscators.Babel_NET' de4dot.code.deobfuscators' de4dot.code.renamer' de4dot.code.AssemblyClient' AssemblyData' de4dot.blocks.cflow
Unstable Dependency,de4dot.code,de4dot.code.deobfuscators.Agile_NET.vm.v2,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): de4dot.code.deobfuscators.Agile_NET
Unstable Dependency,de4dot.code,de4dot.code.deobfuscators,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): de4dot.blocks.cflow' ICSharpCode.SharpZipLib.Zip.Compression' de4dot.code.AssemblyClient' de4dot.mdecrypt' AssemblyData' de4dot.code.renamer
Unstable Dependency,de4dot.code,de4dot.code.deobfuscators.Dotfuscator,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): de4dot.code.deobfuscators.Agile_NET
God Component,de4dot.code,de4dot.code.deobfuscators,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 53
God Component,de4dot.code,de4dot.code.renamer,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 31
Feature Concentration,de4dot.code,de4dot.code.deobfuscators.Agile_NET,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CliSecureRtType' Deobfuscator' MethodsDecrypter' ProxyCallFixer' ResourceDecrypter' StackFrameHelper' StringDecrypter' StringDecrypterInfo' DeobfuscatorInfo' CodeHeader]' [CsBlowfish]' [MethodInfo]. LCC (Lack of Component Cohesion) = 0.25
Feature Concentration,de4dot.code,de4dot.code.deobfuscators,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ArrayFinder]' [Blowfish]' [ConstantsReader]' [CRC32]' [DeobfuscatorBase' DeobfuscatorInfoBase' IDeobfuscatedFile' IDeobfuscatorOptions' DecrypterType' StringFeatures' RenamingOptions' IDeobfuscator' IDeobfuscatorInfo' InitializedDataCreator' InlinedMethodsFinder' ISimpleDeobfuscator' MethodCollection' IOperations' Operations' ProxyCallFixerBase' ProxyCallFixer1' ProxyCallFixer2' ProxyCallFixer3' UnusedMethodsFinder' DeobUtils' SimpleDeobfuscatorFlags' OpDecryptString]' [ExceptionLoggerRemover]' [MemberRefBuilder' MethodCallRestorerBase]' [InvalidMethodBody]' [MethodBodyHeader' MethodBodyParser' MyPEImage]' [MethodsDecrypter]' [PushedArgs' MethodStack' TypesRestorerBase' TypesRestorer]' [NullStream]' [QuickLZBase' QuickLZ]' [RandomNameChecker]' [StringCounts' FieldTypes' LocalTypes]' [UnpackedFile]' [ValueInlinerBase' BooleanValueInliner' Int32ValueInliner' Int64ValueInliner' SingleValueInliner' DoubleValueInliner]. LCC (Lack of Component Cohesion) = 0.32
Feature Concentration,de4dot.code,de4dot.code.deobfuscators.MaxtoCode,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CryptDecrypter]' [Decrypter6]' [DecrypterInfo' MainType' McKey' PeHeader' DeobfuscatorInfo' Deobfuscator' MethodsDecrypter' StringDecrypter' EncryptionInfo' EncryptionInfos' EncryptionVersion]. LCC (Lack of Component Cohesion) = 0.23
Scattered Functionality,de4dot.code,SevenZip.Compression.LZMA,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: SevenZip.Compression.LZ' SevenZip.Compression.RangeCoder
Scattered Functionality,de4dot.code,de4dot.code.deobfuscators.Babel_NET,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: de4dot.code' de4dot.code.deobfuscators
Scattered Functionality,de4dot.code,de4dot.code.deobfuscators.Confuser,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: de4dot.code.deobfuscators' de4dot.code
Scattered Functionality,de4dot.code,de4dot.code.deobfuscators.CryptoObfuscator,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: de4dot.code' de4dot.code.deobfuscators
Scattered Functionality,de4dot.code,de4dot.code.deobfuscators.DeepSea,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: de4dot.code.deobfuscators' de4dot.code
Scattered Functionality,de4dot.code,de4dot.code.deobfuscators.dotNET_Reactor.v3,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: de4dot.code.deobfuscators' de4dot.code
Scattered Functionality,de4dot.code,de4dot.code.deobfuscators.dotNET_Reactor.v4,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: de4dot.code.deobfuscators' de4dot.code
Scattered Functionality,de4dot.code,de4dot.code.deobfuscators.Goliath_NET,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: de4dot.code.deobfuscators' de4dot.code
Scattered Functionality,de4dot.code,de4dot.code.deobfuscators.MaxtoCode,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: de4dot.code.deobfuscators' de4dot.code
Scattered Functionality,de4dot.code,de4dot.code.deobfuscators.Spices_Net,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: de4dot.code.deobfuscators' de4dot.code
Scattered Functionality,de4dot.code,de4dot.code.renamer,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: de4dot.code' de4dot.code.renamer.asmmodules
Scattered Functionality,de4dot.code,ICSharpCode.SharpZipLib.Zip.Compression,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: ICSharpCode.SharpZipLib.Zip.Compression.Streams' ICSharpCode.SharpZipLib.Checksums
