Project,Namespace,Ca types,Ce types
OpenNLP,OpenNLP.Tools.Chunker,ToolsExample.MainForm,SharpEntropy.ITrainingDataReader' SharpEntropy.TrainingEvent' OpenNLP.Tools.Util.Sequence' OpenNLP.Tools.TaggedWord' OpenNLP.Tools.PartsOfSpeech' SharpEntropy.IMaximumEntropyModel' OpenNLP.Tools.Util.BeamSearch' SharpEntropy.GisModel' SharpEntropy.ITrainingEventReader' SharpEntropy.GisTrainer
OpenNLP,OpenNLP.Tools.Coreference,OpenNLP.Tools.Coreference.Resolver.AbstractResolver' OpenNLP.Tools.Coreference.Resolver.CommonNounResolver' OpenNLP.Tools.Coreference.Resolver.DefiniteNounResolver' OpenNLP.Tools.Coreference.Resolver.IsAResolver' OpenNLP.Tools.Coreference.Resolver.MaximumEntropyResolver' OpenNLP.Tools.Coreference.Resolver.PerfectResolver' OpenNLP.Tools.Coreference.Resolver.PluralNounResolver' OpenNLP.Tools.Coreference.Resolver.PluralPronounResolver' OpenNLP.Tools.Coreference.Resolver.ProperNounResolver' OpenNLP.Tools.Coreference.Resolver.SingularPronounResolver' OpenNLP.Tools.Coreference.Resolver.SpeechPronounResolver' OpenNLP.Tools.Lang.English.TreebankLinker' OpenNLP.Tools.Lang.English.CoreferenceParse' OpenNLP.Tools.Coreference.Resolver.IResolver' OpenNLP.Tools.Coreference.Mention.AbstractMentionFinder' OpenNLP.Tools.Coreference.Similarity.GenderModel' OpenNLP.Tools.Coreference.Similarity.NumberModel,OpenNLP.Tools.Coreference.Mention.IMentionFinder' OpenNLP.Tools.Coreference.Resolver.AbstractResolver' OpenNLP.Tools.Coreference.Mention.IHeadFinder' OpenNLP.Tools.Coreference.Mention.MentionContext' OpenNLP.Tools.Coreference.Mention.Mention' OpenNLP.Tools.Coreference.Mention.IParse' OpenNLP.Tools.Coreference.Similarity.Gender' OpenNLP.Tools.Coreference.Similarity.Number' OpenNLP.Tools.Coreference.Similarity.MaximumEntropyCompatibilityModel' OpenNLP.Tools.Coreference.Resolver.INonReferentialResolver' OpenNLP.Tools.Coreference.Resolver.ResolverMode' OpenNLP.Tools.Coreference.Resolver.MaximumEntropyResolver' OpenNLP.Tools.Coreference.Similarity.SimilarityModel' OpenNLP.Tools.Coreference.Mention.PennTreebankHeadFinder' OpenNLP.Tools.Coreference.Mention.ShallowParseMentionFinder' OpenNLP.Tools.Coreference.Similarity.GenderEnum' OpenNLP.Tools.Coreference.Similarity.NumberEnum
OpenNLP,OpenNLP.Tools.Coreference.Mention,OpenNLP.Tools.Lang.English.CoreferenceParse' OpenNLP.Tools.Coreference.Similarity.Context' OpenNLP.Tools.Coreference.AbstractLinker' OpenNLP.Tools.Coreference.ILinker' OpenNLP.Tools.Lang.English.TreebankLinker' OpenNLP.Tools.Coreference.DefaultLinker' OpenNLP.Tools.Coreference.DiscourseElement' OpenNLP.Tools.Coreference.DiscourseEntity' OpenNLP.Tools.Coreference.Resolver.AbstractResolver' OpenNLP.Tools.Coreference.Resolver.CommonNounResolver' OpenNLP.Tools.Coreference.Resolver.DefaultNonReferentialResolver' OpenNLP.Tools.Coreference.Resolver.DefiniteNounResolver' OpenNLP.Tools.Coreference.Resolver.FixedNonReferentialResolver' OpenNLP.Tools.Coreference.Resolver.IsAResolver' OpenNLP.Tools.Coreference.Resolver.MaximumEntropyResolver' OpenNLP.Tools.Coreference.Resolver.INonReferentialResolver' OpenNLP.Tools.Coreference.Resolver.PerfectResolver' OpenNLP.Tools.Coreference.Resolver.PluralNounResolver' OpenNLP.Tools.Coreference.Resolver.PluralPronounResolver' OpenNLP.Tools.Coreference.Resolver.ProperNounResolver' OpenNLP.Tools.Coreference.Resolver.IResolver' OpenNLP.Tools.Coreference.Resolver.SingularPronounResolver' OpenNLP.Tools.Coreference.Resolver.SpeechPronounResolver,OpenNLP.Tools.PartsOfSpeech' OpenNLP.Tools.Util.Span' OpenNLP.Tools.Coreference.Linker' OpenNLP.Tools.Parser.Parse' OpenNLP.Tools.Coreference.Similarity.GenderEnum' OpenNLP.Tools.Coreference.Similarity.NumberEnum
OpenNLP,OpenNLP.Tools.Coreference.Resolver,OpenNLP.Tools.Coreference.AbstractLinker' OpenNLP.Tools.Coreference.Similarity.SimilarityModel' OpenNLP.Tools.Coreference.DefaultLinker,OpenNLP.Tools.Coreference.DiscourseModel' OpenNLP.Tools.Coreference.Mention.MentionContext' OpenNLP.Tools.Coreference.Mention.IParse' OpenNLP.Tools.PartsOfSpeech' OpenNLP.Tools.Coreference.DiscourseEntity' OpenNLP.Tools.Util.Span' OpenNLP.Tools.Coreference.Linker' SharpEntropy.IMaximumEntropyModel' SharpEntropy.GisTrainer' SharpEntropy.TrainingEvent' SharpEntropy.IO.BinaryGisModelWriter' OpenNLP.Tools.Coreference.Similarity.ITestSimilarityModel' OpenNLP.Tools.Coreference.Similarity.GenderEnum' OpenNLP.Tools.Coreference.Similarity.NumberEnum' OpenNLP.Tools.Util.StringTokenizer
OpenNLP,OpenNLP.Tools.Coreference.Similarity,OpenNLP.Tools.Coreference.AbstractLinker' OpenNLP.Tools.Coreference.DefaultLinker' OpenNLP.Tools.Coreference.DiscourseEntity' OpenNLP.Tools.Coreference.Mention.MentionContext' OpenNLP.Tools.Coreference.Resolver.MaximumEntropyResolver' ToolsExample.MainForm,OpenNLP.Tools.Util.Span' OpenNLP.Tools.Coreference.Mention.IParse' OpenNLP.Tools.Coreference.Mention.IHeadFinder' OpenNLP.Tools.Coreference.Mention.Mention' OpenNLP.Tools.PartsOfSpeech' OpenNLP.Tools.Coreference.Mention.IDictionary' OpenNLP.Tools.Coreference.Mention.DictionaryFactory' SharpEntropy.IMaximumEntropyModel' SharpEntropy.GisTrainer' SharpEntropy.TrainingEvent' SharpEntropy.IO.BinaryGisModelWriter' OpenNLP.Tools.Coreference.Linker' OpenNLP.Tools.Coreference.Resolver.AbstractResolver
OpenNLP,OpenNLP.Tools.Lang.English,ToolsExample.MainForm,OpenNLP.Tools.Coreference.LinkerMode' OpenNLP.Tools.Coreference.Mention.PennTreebankMentionFinder' OpenNLP.Tools.Coreference.DiscourseEntity' OpenNLP.Tools.Parser.Parse' OpenNLP.Tools.Coreference.Mention.Mention' OpenNLP.Tools.Coreference.Mention.IMentionFinder' OpenNLP.Tools.Coreference.Mention.DefaultParse' OpenNLP.Tools.Coreference.Mention.MentionContext' OpenNLP.Tools.Util.Span' OpenNLP.Tools.Parser.MaximumEntropyParser
OpenNLP,OpenNLP.Tools.NameFind,ToolsExample.MainForm,OpenNLP.Tools.Util.Sequence' OpenNLP.Tools.Util.Span' OpenNLP.Tools.Parser.Parse' OpenNLP.Tools.Trees.CoordinationTransformer' SharpEntropy.IMaximumEntropyModel' OpenNLP.Tools.Util.BeamSearch' SharpEntropy.GisTrainer' SharpEntropy.GisModel' SharpEntropy.ITrainingEventReader' SharpEntropy.ITrainingDataReader' SharpEntropy.TrainingEvent
OpenNLP,OpenNLP.Tools.Parser,ParseTree.MainForm' ToolsExample.MainForm' OpenNLP.Tools.Lang.English.CoreferenceParse' OpenNLP.Tools.Coreference.Mention.DefaultParse' OpenNLP.Tools.Lang.English.TreebankLinker' OpenNLP.Tools.NameFind.EnglishNameFinder' OpenNLP.Tools.Trees.ParseTree,OpenNLP.Tools.PartsOfSpeech' OpenNLP.Tools.Trees.CoordinationTransformer' OpenNLP.Tools.Trees.AbstractCollinsHeadFinder' OpenNLP.Tools.Util.StringTokenizer' OpenNLP.Tools.Tokenize.EnglishMaximumEntropyTokenizer' OpenNLP.Tools.Util.BeamSearch' SharpEntropy.IMaximumEntropyModel' OpenNLP.Tools.Util.Sequence' OpenNLP.Tools.Util.Span' SharpEntropy.GisTrainer' SharpEntropy.GisModel' SharpEntropy.ITrainingEventReader' OpenNLP.Tools.PosTagger.IPosContextGenerator' SharpEntropy.ITrainingDataReader' SharpEntropy.TrainingEvent
OpenNLP,OpenNLP.Tools,OpenNLP.Tools.Chunker.EnglishTreebankChunker' OpenNLP.Tools.Coreference.Mention.AbstractMentionFinder' OpenNLP.Tools.Coreference.Mention.PennTreebankHeadFinder' OpenNLP.Tools.Coreference.Resolver.AbstractResolver' OpenNLP.Tools.Coreference.Resolver.CommonNounResolver' OpenNLP.Tools.Coreference.Resolver.DefiniteNounResolver' OpenNLP.Tools.Coreference.Resolver.IsAResolver' OpenNLP.Tools.Coreference.Resolver.MaximumEntropyResolver' OpenNLP.Tools.Coreference.Resolver.PluralNounResolver' OpenNLP.Tools.Coreference.Resolver.PluralPronounResolver' OpenNLP.Tools.Coreference.Resolver.ProperNounResolver' OpenNLP.Tools.Coreference.Resolver.SingularPronounResolver' OpenNLP.Tools.Coreference.Resolver.SpeechPronounResolver' OpenNLP.Tools.Coreference.Similarity.Context' OpenNLP.Tools.Coreference.Similarity.SimilarityModel' OpenNLP.Tools.Parser.BuildContextGenerator' OpenNLP.Tools.Parser.EnglishHeadRules' OpenNLP.Tools.Trees.CollinsHeadFinder' OpenNLP.Tools.Trees.ModCollinsHeadFinder' OpenNLP.Tools.Trees.SemanticHeadFinder' OpenNLP.Tools.Trees.CoordinationTransformer' OpenNLP.Tools.Trees.EnglishGrammaticalStructure,
OpenNLP,OpenNLP.Tools.PosTagger,ToolsExample.MainForm' OpenNLP.Tools.Parser.ParserEventReader,SharpEntropy.GisModel' OpenNLP.Tools.Util.BeamSearch' SharpEntropy.IMaximumEntropyModel' OpenNLP.Tools.Util.Sequence' SharpEntropy.GisTrainer' SharpEntropy.ITrainingEventReader' SharpEntropy.TrainingEvent' OpenNLP.Tools.Util.StringTokenizer
