Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,YamlDotNet,YamlDotNet.Core,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: YamlDotNet.Core' YamlDotNet.Core.Tokens,YamlDotNet.Core.Constants' YamlDotNet.Core.Emitter' YamlDotNet.Core.Tokens.Comment' YamlDotNet.Core.Tokens.TagDirective,YamlDotNet.Core.Constants' YamlDotNet.Core.Emitter' YamlDotNet.Core.Tokens.Comment' YamlDotNet.Core.Tokens.TagDirective
Cyclic Dependency,YamlDotNet,YamlDotNet.Core,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: YamlDotNet.Core' YamlDotNet.Core.Tokens' YamlDotNet.Core.Events,YamlDotNet.Core.Constants' YamlDotNet.Core.Emitter' YamlDotNet.Core.Tokens.Comment' YamlDotNet.Core.Tokens.TagDirective' YamlDotNet.Core.Events.AnchorAlias' YamlDotNet.Core.Events.DocumentStart' YamlDotNet.Core.Events.NodeEvent,YamlDotNet.Core.Constants' YamlDotNet.Core.Emitter' YamlDotNet.Core.Tokens.Comment' YamlDotNet.Core.Tokens.TagDirective' YamlDotNet.Core.Events.AnchorAlias' YamlDotNet.Core.Events.DocumentStart' YamlDotNet.Core.Events.NodeEvent
Cyclic Dependency,YamlDotNet,YamlDotNet.Core.Events,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: YamlDotNet.Core.Events' YamlDotNet.Core,YamlDotNet.Core.Events.AnchorAlias' YamlDotNet.Core.Events.DocumentStart' YamlDotNet.Core.Events.NodeEvent' YamlDotNet.Core.Constants' YamlDotNet.Core.Emitter,YamlDotNet.Core.Events.AnchorAlias' YamlDotNet.Core.Events.DocumentStart' YamlDotNet.Core.Events.NodeEvent' YamlDotNet.Core.Constants' YamlDotNet.Core.Emitter
Cyclic Dependency,YamlDotNet,YamlDotNet.Core.Events,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: YamlDotNet.Core.Events' YamlDotNet.Core' YamlDotNet.Core.Tokens' YamlDotNet.Core,YamlDotNet.Core.Events.AnchorAlias' YamlDotNet.Core.Events.DocumentStart' YamlDotNet.Core.Events.NodeEvent' YamlDotNet.Core.Constants' YamlDotNet.Core.Emitter' YamlDotNet.Core.Tokens.Comment' YamlDotNet.Core.Tokens.TagDirective,YamlDotNet.Core.Events.AnchorAlias' YamlDotNet.Core.Events.DocumentStart' YamlDotNet.Core.Events.NodeEvent' YamlDotNet.Core.Constants' YamlDotNet.Core.Emitter' YamlDotNet.Core.Tokens.Comment' YamlDotNet.Core.Tokens.TagDirective
Cyclic Dependency,YamlDotNet,YamlDotNet.Core.Events,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: YamlDotNet.Core.Events' YamlDotNet.Core' YamlDotNet.Core.Tokens' YamlDotNet.Core' YamlDotNet.Core.Tokens,YamlDotNet.Core.Events.AnchorAlias' YamlDotNet.Core.Events.DocumentStart' YamlDotNet.Core.Events.NodeEvent' YamlDotNet.Core.Constants' YamlDotNet.Core.Emitter' YamlDotNet.Core.Tokens.Comment' YamlDotNet.Core.Tokens.TagDirective,YamlDotNet.Core.Events.AnchorAlias' YamlDotNet.Core.Events.DocumentStart' YamlDotNet.Core.Events.NodeEvent' YamlDotNet.Core.Constants' YamlDotNet.Core.Emitter' YamlDotNet.Core.Tokens.Comment' YamlDotNet.Core.Tokens.TagDirective
Cyclic Dependency,YamlDotNet,YamlDotNet.Serialization,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: YamlDotNet.Serialization' YamlDotNet.Serialization.NamingConventions,YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer' YamlDotNet.Serialization.NamingConventions.CamelCaseNamingConvention,YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer' YamlDotNet.Serialization.NamingConventions.CamelCaseNamingConvention
Cyclic Dependency,YamlDotNet,YamlDotNet.Serialization.EventEmitters,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: YamlDotNet.Serialization.EventEmitters' YamlDotNet.Serialization,YamlDotNet.Serialization.EventEmitters.ChainedEventEmitter' YamlDotNet.Serialization.EventEmitters.JsonEventEmitter' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer,YamlDotNet.Serialization.EventEmitters.ChainedEventEmitter' YamlDotNet.Serialization.EventEmitters.JsonEventEmitter' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer
Cyclic Dependency,YamlDotNet,YamlDotNet.Serialization.EventEmitters,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: YamlDotNet.Serialization.EventEmitters' YamlDotNet.Serialization' YamlDotNet.Serialization.NamingConventions' YamlDotNet.Serialization,YamlDotNet.Serialization.EventEmitters.ChainedEventEmitter' YamlDotNet.Serialization.EventEmitters.JsonEventEmitter' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer' YamlDotNet.Serialization.NamingConventions.CamelCaseNamingConvention,YamlDotNet.Serialization.EventEmitters.ChainedEventEmitter' YamlDotNet.Serialization.EventEmitters.JsonEventEmitter' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer' YamlDotNet.Serialization.NamingConventions.CamelCaseNamingConvention
Cyclic Dependency,YamlDotNet,YamlDotNet.Serialization.NamingConventions,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: YamlDotNet.Serialization.NamingConventions' YamlDotNet.Serialization' YamlDotNet.Serialization.NodeDeserializers' YamlDotNet.Serialization,YamlDotNet.Serialization.NamingConventions.CamelCaseNamingConvention' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer' YamlDotNet.Serialization.NodeDeserializers.ArrayNodeDeserializer' YamlDotNet.Serialization.NodeDeserializers.GenericCollectionNodeDeserializer,YamlDotNet.Serialization.NamingConventions.CamelCaseNamingConvention' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer' YamlDotNet.Serialization.NodeDeserializers.ArrayNodeDeserializer' YamlDotNet.Serialization.NodeDeserializers.GenericCollectionNodeDeserializer
Cyclic Dependency,YamlDotNet,YamlDotNet.Serialization.NodeDeserializers,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: YamlDotNet.Serialization.NodeDeserializers' YamlDotNet.Serialization,YamlDotNet.Serialization.NodeDeserializers.ArrayNodeDeserializer' YamlDotNet.Serialization.NodeDeserializers.GenericCollectionNodeDeserializer' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer,YamlDotNet.Serialization.NodeDeserializers.ArrayNodeDeserializer' YamlDotNet.Serialization.NodeDeserializers.GenericCollectionNodeDeserializer' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer
Cyclic Dependency,YamlDotNet,YamlDotNet.Serialization.NodeTypeResolvers,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: YamlDotNet.Serialization.NodeTypeResolvers' YamlDotNet.Serialization,YamlDotNet.Serialization.NodeTypeResolvers.DefaultContainersNodeTypeResolver' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer,YamlDotNet.Serialization.NodeTypeResolvers.DefaultContainersNodeTypeResolver' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer
Cyclic Dependency,YamlDotNet,YamlDotNet.Serialization.NodeTypeResolvers,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: YamlDotNet.Serialization.NodeTypeResolvers' YamlDotNet.Serialization' YamlDotNet.Serialization.NamingConventions' YamlDotNet.Serialization,YamlDotNet.Serialization.NodeTypeResolvers.DefaultContainersNodeTypeResolver' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer' YamlDotNet.Serialization.NamingConventions.CamelCaseNamingConvention,YamlDotNet.Serialization.NodeTypeResolvers.DefaultContainersNodeTypeResolver' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer' YamlDotNet.Serialization.NamingConventions.CamelCaseNamingConvention
Cyclic Dependency,YamlDotNet,YamlDotNet.Serialization.ObjectFactories,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: YamlDotNet.Serialization.ObjectFactories' YamlDotNet.Serialization,YamlDotNet.Serialization.ObjectFactories.DefaultObjectFactory' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer,YamlDotNet.Serialization.ObjectFactories.DefaultObjectFactory' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer
Cyclic Dependency,YamlDotNet,YamlDotNet.Serialization.ObjectFactories,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: YamlDotNet.Serialization.ObjectFactories' YamlDotNet.Serialization' YamlDotNet.Serialization.NamingConventions' YamlDotNet.Serialization,YamlDotNet.Serialization.ObjectFactories.DefaultObjectFactory' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer' YamlDotNet.Serialization.NamingConventions.CamelCaseNamingConvention,YamlDotNet.Serialization.ObjectFactories.DefaultObjectFactory' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer' YamlDotNet.Serialization.NamingConventions.CamelCaseNamingConvention
Cyclic Dependency,YamlDotNet,YamlDotNet.Serialization.ObjectGraphTraversalStrategies,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: YamlDotNet.Serialization.ObjectGraphTraversalStrategies' YamlDotNet.Serialization,YamlDotNet.Serialization.ObjectGraphTraversalStrategies.FullObjectGraphTraversalStrategy' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer,YamlDotNet.Serialization.ObjectGraphTraversalStrategies.FullObjectGraphTraversalStrategy' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer
Cyclic Dependency,YamlDotNet,YamlDotNet.Serialization.ObjectGraphTraversalStrategies,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: YamlDotNet.Serialization.ObjectGraphTraversalStrategies' YamlDotNet.Serialization' YamlDotNet.Serialization.NamingConventions' YamlDotNet.Serialization,YamlDotNet.Serialization.ObjectGraphTraversalStrategies.FullObjectGraphTraversalStrategy' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer' YamlDotNet.Serialization.NamingConventions.CamelCaseNamingConvention,YamlDotNet.Serialization.ObjectGraphTraversalStrategies.FullObjectGraphTraversalStrategy' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer' YamlDotNet.Serialization.NamingConventions.CamelCaseNamingConvention
Cyclic Dependency,YamlDotNet,YamlDotNet.Serialization.ObjectGraphVisitors,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: YamlDotNet.Serialization.ObjectGraphVisitors' YamlDotNet.Serialization,YamlDotNet.Serialization.ObjectGraphVisitors.AnchorAssigner' YamlDotNet.Serialization.ObjectGraphVisitors.CustomSerializationObjectGraphVisitor' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer,YamlDotNet.Serialization.ObjectGraphVisitors.AnchorAssigner' YamlDotNet.Serialization.ObjectGraphVisitors.CustomSerializationObjectGraphVisitor' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer
Cyclic Dependency,YamlDotNet,YamlDotNet.Serialization.ObjectGraphVisitors,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: YamlDotNet.Serialization.ObjectGraphVisitors' YamlDotNet.Serialization' YamlDotNet.Serialization.NamingConventions' YamlDotNet.Serialization,YamlDotNet.Serialization.ObjectGraphVisitors.AnchorAssigner' YamlDotNet.Serialization.ObjectGraphVisitors.CustomSerializationObjectGraphVisitor' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer' YamlDotNet.Serialization.NamingConventions.CamelCaseNamingConvention,YamlDotNet.Serialization.ObjectGraphVisitors.AnchorAssigner' YamlDotNet.Serialization.ObjectGraphVisitors.CustomSerializationObjectGraphVisitor' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer' YamlDotNet.Serialization.NamingConventions.CamelCaseNamingConvention
Cyclic Dependency,YamlDotNet,YamlDotNet.Serialization.TypeInspectors,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: YamlDotNet.Serialization.TypeInspectors' YamlDotNet.Serialization,YamlDotNet.Serialization.TypeInspectors.NamingConventionTypeInspector' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer,YamlDotNet.Serialization.TypeInspectors.NamingConventionTypeInspector' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer
Cyclic Dependency,YamlDotNet,YamlDotNet.Serialization.TypeInspectors,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: YamlDotNet.Serialization.TypeInspectors' YamlDotNet.Serialization' YamlDotNet.Serialization.NamingConventions' YamlDotNet.Serialization,YamlDotNet.Serialization.TypeInspectors.NamingConventionTypeInspector' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer' YamlDotNet.Serialization.NamingConventions.CamelCaseNamingConvention,YamlDotNet.Serialization.TypeInspectors.NamingConventionTypeInspector' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer' YamlDotNet.Serialization.NamingConventions.CamelCaseNamingConvention
Cyclic Dependency,YamlDotNet,YamlDotNet.Serialization.TypeResolvers,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: YamlDotNet.Serialization.TypeResolvers' YamlDotNet.Serialization,YamlDotNet.Serialization.TypeResolvers.DynamicTypeResolver' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer,YamlDotNet.Serialization.TypeResolvers.DynamicTypeResolver' YamlDotNet.Serialization.Deserializer' YamlDotNet.Serialization.Serializer
